epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1680017581506,2023-03-28T17.33.01.506,3.620,0.012,-0.014,1.019
1680017581516,2023-03-28T17.33.01.516,3.630,0.011,-0.015,1.017
1680017581526,2023-03-28T17.33.01.526,3.640,0.011,-0.016,1.016
1680017581536,2023-03-28T17.33.01.536,3.650,0.011,-0.017,1.017
1680017581546,2023-03-28T17.33.01.546,3.660,0.010,-0.016,1.017
1680017581556,2023-03-28T17.33.01.556,3.670,0.010,-0.015,1.018
1680017581566,2023-03-28T17.33.01.566,3.680,0.011,-0.016,1.017
1680017581576,2023-03-28T17.33.01.576,3.690,0.010,-0.015,1.019
1680017581586,2023-03-28T17.33.01.586,3.700,0.010,-0.013,1.017
1680017581596,2023-03-28T17.33.01.596,3.710,0.010,-0.015,1.020
1680017581606,2023-03-28T17.33.01.606,3.720,0.010,-0.015,1.020
1680017581616,2023-03-28T17.33.01.616,3.730,0.011,-0.016,1.020
1680017581626,2023-03-28T17.33.01.626,3.740,0.010,-0.017,1.018
1680017581636,2023-03-28T17.33.01.636,3.750,0.012,-0.015,1.019
1680017581646,2023-03-28T17.33.01.646,3.760,0.011,-0.016,1.019
1680017581656,2023-03-28T17.33.01.656,3.770,0.011,-0.015,1.018
1680017581666,2023-03-28T17.33.01.666,3.780,0.009,-0.014,1.018
1680017581676,2023-03-28T17.33.01.676,3.790,0.011,-0.016,1.015
1680017581686,2023-03-28T17.33.01.686,3.800,0.012,-0.018,1.019
1680017581696,2023-03-28T17.33.01.696,3.810,0.012,-0.017,1.017
1680017581706,2023-03-28T17.33.01.706,3.820,0.012,-0.016,1.018
1680017581716,2023-03-28T17.33.01.716,3.830,0.011,-0.013,1.018
1680017581726,2023-03-28T17.33.01.726,3.840,0.011,-0.015,1.018
1680017581736,2023-03-28T17.33.01.736,3.850,0.012,-0.015,1.018
1680017581746,2023-03-28T17.33.01.746,3.860,0.011,-0.015,1.017
1680017581756,2023-03-28T17.33.01.756,3.870,0.011,-0.014,1.017
1680017581766,2023-03-28T17.33.01.766,3.880,0.011,-0.016,1.019
1680017581776,2023-03-28T17.33.01.776,3.890,0.010,-0.016,1.019
1680017581786,2023-03-28T17.33.01.786,3.900,0.011,-0.017,1.018
1680017581796,2023-03-28T17.33.01.796,3.910,0.011,-0.016,1.018
1680017581806,2023-03-28T17.33.01.806,3.920,0.010,-0.015,1.018
1680017581816,2023-03-28T17.33.01.816,3.930,0.011,-0.017,1.017
1680017581826,2023-03-28T17.33.01.826,3.940,0.012,-0.018,1.020
1680017581836,2023-03-28T17.33.01.836,3.950,0.011,-0.016,1.019
1680017581846,2023-03-28T17.33.01.846,3.960,0.010,-0.016,1.018
1680017581856,2023-03-28T17.33.01.856,3.970,0.010,-0.017,1.018
1680017581866,2023-03-28T17.33.01.866,3.980,0.011,-0.016,1.018
1680017581876,2023-03-28T17.33.01.876,3.990,0.009,-0.015,1.018
1680017581886,2023-03-28T17.33.01.886,4.000,0.011,-0.016,1.018
1680017581896,2023-03-28T17.33.01.896,4.010,0.012,-0.014,1.018
1680017581906,2023-03-28T17.33.01.906,4.020,0.011,-0.015,1.018
1680017581916,2023-03-28T17.33.01.916,4.030,0.011,-0.016,1.017
1680017581926,2023-03-28T17.33.01.926,4.040,0.012,-0.017,1.018
1680017581936,2023-03-28T17.33.01.936,4.050,0.010,-0.015,1.019
1680017581946,2023-03-28T17.33.01.946,4.060,0.010,-0.015,1.018
1680017581956,2023-03-28T17.33.01.956,4.070,0.011,-0.017,1.018
1680017581966,2023-03-28T17.33.01.966,4.080,0.012,-0.016,1.020
1680017581976,2023-03-28T17.33.01.976,4.090,0.011,-0.016,1.017
1680017581986,2023-03-28T17.33.01.986,4.100,0.011,-0.017,1.016
1680017581996,2023-03-28T17.33.01.996,4.110,0.011,-0.016,1.016
1680017582006,2023-03-28T17.33.02.006,4.120,0.010,-0.016,1.020
1680017582016,2023-03-28T17.33.02.016,4.130,0.011,-0.017,1.019
1680017582026,2023-03-28T17.33.02.026,4.140,0.012,-0.015,1.018
1680017582036,2023-03-28T17.33.02.036,4.150,0.011,-0.016,1.017
1680017582046,2023-03-28T17.33.02.046,4.160,0.010,-0.017,1.017
1680017582056,2023-03-28T17.33.02.056,4.170,0.012,-0.015,1.019
1680017582066,2023-03-28T17.33.02.066,4.180,0.012,-0.016,1.019
1680017582076,2023-03-28T17.33.02.076,4.190,0.011,-0.016,1.019
1680017582086,2023-03-28T17.33.02.086,4.200,0.010,-0.017,1.017
1680017582096,2023-03-28T17.33.02.096,4.210,0.010,-0.016,1.018
1680017582106,2023-03-28T17.33.02.106,4.220,0.010,-0.016,1.019
1680017582116,2023-03-28T17.33.02.116,4.230,0.010,-0.014,1.018
1680017582126,2023-03-28T17.33.02.126,4.240,0.011,-0.015,1.018
1680017582136,2023-03-28T17.33.02.136,4.250,0.012,-0.015,1.017
1680017582146,2023-03-28T17.33.02.146,4.260,0.011,-0.016,1.019
1680017582156,2023-03-28T17.33.02.156,4.270,0.010,-0.016,1.020
1680017582166,2023-03-28T17.33.02.166,4.280,0.011,-0.017,1.018
1680017582176,2023-03-28T17.33.02.176,4.290,0.013,-0.016,1.020
1680017582186,2023-03-28T17.33.02.186,4.300,0.012,-0.016,1.021
1680017582196,2023-03-28T17.33.02.196,4.310,0.010,-0.015,1.019
1680017582206,2023-03-28T17.33.02.206,4.320,0.011,-0.016,1.017
1680017582216,2023-03-28T17.33.02.216,4.330,0.011,-0.016,1.018
1680017582226,2023-03-28T17.33.02.226,4.340,0.011,-0.015,1.018
1680017582236,2023-03-28T17.33.02.236,4.350,0.011,-0.016,1.017
1680017582246,2023-03-28T17.33.02.246,4.360,0.011,-0.017,1.018
1680017582256,2023-03-28T17.33.02.256,4.370,0.011,-0.015,1.017
1680017582266,2023-03-28T17.33.02.266,4.380,0.009,-0.014,1.017
1680017582276,2023-03-28T17.33.02.276,4.390,0.011,-0.015,1.020
1680017582286,2023-03-28T17.33.02.286,4.400,0.010,-0.016,1.018
1680017582296,2023-03-28T17.33.02.296,4.410,0.011,-0.017,1.019
1680017582306,2023-03-28T17.33.02.306,4.420,0.011,-0.017,1.019
1680017582316,2023-03-28T17.33.02.316,4.430,0.010,-0.016,1.018
1680017582326,2023-03-28T17.33.02.326,4.440,0.010,-0.016,1.019
1680017582336,2023-03-28T17.33.02.336,4.450,0.011,-0.016,1.018
1680017582346,2023-03-28T17.33.02.346,4.460,0.011,-0.015,1.018
1680017582356,2023-03-28T17.33.02.356,4.470,0.012,-0.017,1.017
1680017582366,2023-03-28T17.33.02.366,4.480,0.010,-0.016,1.017
1680017582376,2023-03-28T17.33.02.376,4.490,0.011,-0.016,1.018
1680017582386,2023-03-28T17.33.02.386,4.500,0.012,-0.017,1.017
1680017582396,2023-03-28T17.33.02.396,4.510,0.010,-0.015,1.018
1680017582406,2023-03-28T17.33.02.406,4.520,0.011,-0.016,1.018
1680017582416,2023-03-28T17.33.02.416,4.530,0.010,-0.014,1.018
1680017582426,2023-03-28T17.33.02.426,4.540,0.012,-0.016,1.019
1680017582436,2023-03-28T17.33.02.436,4.550,0.012,-0.014,1.019
1680017582446,2023-03-28T17.33.02.446,4.560,0.011,-0.016,1.021
1680017582456,2023-03-28T17.33.02.456,4.570,0.011,-0.018,1.019
1680017582466,2023-03-28T17.33.02.466,4.580,0.010,-0.015,1.018
1680017582476,2023-03-28T17.33.02.476,4.590,0.010,-0.015,1.018
1680017582486,2023-03-28T17.33.02.486,4.600,0.010,-0.016,1.019
1680017582496,2023-03-28T17.33.02.496,4.610,0.011,-0.015,1.017
1680017582506,2023-03-28T17.33.02.506,4.620,0.010,-0.015,1.018
1680017582516,2023-03-28T17.33.02.516,4.630,0.011,-0.018,1.018
1680017582526,2023-03-28T17.33.02.526,4.640,0.012,-0.016,1.019
1680017582536,2023-03-28T17.33.02.536,4.650,0.012,-0.014,1.017
1680017582546,2023-03-28T17.33.02.546,4.660,0.012,-0.015,1.019
1680017582556,2023-03-28T17.33.02.556,4.670,0.011,-0.017,1.018
1680017582566,2023-03-28T17.33.02.566,4.680,0.010,-0.014,1.019
1680017582576,2023-03-28T17.33.02.576,4.690,0.009,-0.016,1.020
1680017582586,2023-03-28T17.33.02.586,4.700,0.011,-0.016,1.019
1680017582596,2023-03-28T17.33.02.596,4.710,0.012,-0.015,1.017
1680017582606,2023-03-28T17.33.02.606,4.720,0.010,-0.016,1.017
1680017582616,2023-03-28T17.33.02.616,4.730,0.010,-0.015,1.016
1680017582626,2023-03-28T17.33.02.626,4.740,0.010,-0.015,1.017
1680017582636,2023-03-28T17.33.02.636,4.750,0.013,-0.017,1.019
1680017582646,2023-03-28T17.33.02.646,4.760,0.010,-0.015,1.019
1680017582656,2023-03-28T17.33.02.656,4.770,0.010,-0.017,1.019
1680017582666,2023-03-28T17.33.02.666,4.780,0.012,-0.016,1.018
1680017582676,2023-03-28T17.33.02.676,4.790,0.010,-0.017,1.018
1680017582686,2023-03-28T17.33.02.686,4.800,0.010,-0.016,1.018
1680017582696,2023-03-28T17.33.02.696,4.810,0.011,-0.016,1.019
1680017582706,2023-03-28T17.33.02.706,4.820,0.010,-0.015,1.018
1680017582716,2023-03-28T17.33.02.716,4.830,0.010,-0.014,1.018
1680017582726,2023-03-28T17.33.02.726,4.840,0.010,-0.016,1.018
1680017582736,2023-03-28T17.33.02.736,4.850,0.010,-0.016,1.020
1680017582746,2023-03-28T17.33.02.746,4.860,0.011,-0.015,1.019
1680017582756,2023-03-28T17.33.02.756,4.870,0.012,-0.015,1.020
1680017582766,2023-03-28T17.33.02.766,4.880,0.010,-0.016,1.019
1680017582776,2023-03-28T17.33.02.776,4.890,0.011,-0.015,1.018
1680017582786,2023-03-28T17.33.02.786,4.900,0.011,-0.016,1.019
1680017582796,2023-03-28T17.33.02.796,4.910,0.011,-0.015,1.020
1680017582806,2023-03-28T17.33.02.806,4.920,0.011,-0.015,1.019
1680017582816,2023-03-28T17.33.02.816,4.930,0.012,-0.015,1.018
1680017582826,2023-03-28T17.33.02.826,4.940,0.010,-0.016,1.019
1680017582836,2023-03-28T17.33.02.836,4.950,0.010,-0.017,1.019
1680017582846,2023-03-28T17.33.02.846,4.960,0.010,-0.015,1.018
1680017582856,2023-03-28T17.33.02.856,4.970,0.010,-0.014,1.020
1680017582866,2023-03-28T17.33.02.866,4.980,0.010,-0.016,1.019
1680017582876,2023-03-28T17.33.02.876,4.990,0.010,-0.017,1.018
1680017582886,2023-03-28T17.33.02.886,5.000,0.012,-0.017,1.021
1680017582896,2023-03-28T17.33.02.896,5.010,0.009,-0.017,1.018
1680017582906,2023-03-28T17.33.02.906,5.020,0.010,-0.017,1.018
1680017582916,2023-03-28T17.33.02.916,5.030,0.010,-0.015,1.018
1680017582926,2023-03-28T17.33.02.926,5.040,0.011,-0.015,1.018
1680017582936,2023-03-28T17.33.02.936,5.050,0.010,-0.016,1.018
1680017582946,2023-03-28T17.33.02.946,5.060,0.011,-0.014,1.019
1680017582956,2023-03-28T17.33.02.956,5.070,0.011,-0.016,1.019
1680017582966,2023-03-28T17.33.02.966,5.080,0.011,-0.017,1.017
1680017582976,2023-03-28T17.33.02.976,5.090,0.010,-0.017,1.018
1680017582986,2023-03-28T17.33.02.986,5.100,0.011,-0.015,1.020
1680017582996,2023-03-28T17.33.02.996,5.110,0.012,-0.016,1.020
1680017583006,2023-03-28T17.33.03.006,5.120,0.012,-0.016,1.019
1680017583016,2023-03-28T17.33.03.016,5.130,0.011,-0.016,1.017
1680017583026,2023-03-28T17.33.03.026,5.140,0.009,-0.015,1.019
1680017583036,2023-03-28T17.33.03.036,5.150,0.011,-0.016,1.020
1680017583046,2023-03-28T17.33.03.046,5.160,0.011,-0.017,1.018
1680017583056,2023-03-28T17.33.03.056,5.170,0.010,-0.015,1.018
1680017583066,2023-03-28T17.33.03.066,5.180,0.009,-0.015,1.018
1680017583076,2023-03-28T17.33.03.076,5.190,0.011,-0.016,1.018
1680017583086,2023-03-28T17.33.03.086,5.200,0.010,-0.015,1.019
1680017583096,2023-03-28T17.33.03.096,5.210,0.010,-0.015,1.018
1680017583106,2023-03-28T17.33.03.106,5.220,0.010,-0.015,1.018
1680017583116,2023-03-28T17.33.03.116,5.230,0.011,-0.015,1.018
1680017583126,2023-03-28T17.33.03.126,5.240,0.010,-0.017,1.017
1680017583136,2023-03-28T17.33.03.136,5.250,0.012,-0.016,1.019
1680017583146,2023-03-28T17.33.03.146,5.260,0.011,-0.015,1.017
1680017583156,2023-03-28T17.33.03.156,5.270,0.010,-0.015,1.017
1680017583166,2023-03-28T17.33.03.166,5.280,0.011,-0.015,1.017
1680017583176,2023-03-28T17.33.03.176,5.290,0.009,-0.015,1.017
1680017583186,2023-03-28T17.33.03.186,5.300,0.011,-0.016,1.020
1680017583196,2023-03-28T17.33.03.196,5.310,0.012,-0.017,1.017
1680017583206,2023-03-28T17.33.03.206,5.320,0.012,-0.016,1.018
1680017583216,2023-03-28T17.33.03.216,5.330,0.011,-0.017,1.017
1680017583226,2023-03-28T17.33.03.226,5.340,0.012,-0.016,1.017
1680017583236,2023-03-28T17.33.03.236,5.350,0.011,-0.015,1.019
1680017583246,2023-03-28T17.33.03.246,5.360,0.011,-0.014,1.018
1680017583256,2023-03-28T17.33.03.256,5.370,0.010,-0.015,1.018
1680017583266,2023-03-28T17.33.03.266,5.380,0.010,-0.016,1.019
1680017583276,2023-03-28T17.33.03.276,5.390,0.011,-0.016,1.019
1680017583286,2023-03-28T17.33.03.286,5.400,0.011,-0.016,1.019
1680017583296,2023-03-28T17.33.03.296,5.410,0.010,-0.016,1.018
1680017583306,2023-03-28T17.33.03.306,5.420,0.009,-0.016,1.018
1680017583316,2023-03-28T17.33.03.316,5.430,0.011,-0.018,1.020
1680017583326,2023-03-28T17.33.03.326,5.440,0.012,-0.017,1.018
1680017583336,2023-03-28T17.33.03.336,5.450,0.010,-0.016,1.017
1680017583346,2023-03-28T17.33.03.346,5.460,0.012,-0.016,1.018
1680017583356,2023-03-28T17.33.03.356,5.470,0.011,-0.016,1.019
1680017583366,2023-03-28T17.33.03.366,5.480,0.011,-0.016,1.019
1680017583376,2023-03-28T17.33.03.376,5.490,0.011,-0.015,1.019
1680017583386,2023-03-28T17.33.03.386,5.500,0.012,-0.016,1.018
1680017583396,2023-03-28T17.33.03.396,5.510,0.011,-0.017,1.018
1680017583406,2023-03-28T17.33.03.406,5.520,0.010,-0.014,1.018
1680017583416,2023-03-28T17.33.03.416,5.530,0.011,-0.015,1.020
1680017583426,2023-03-28T17.33.03.426,5.540,0.012,-0.018,1.018
1680017583436,2023-03-28T17.33.03.436,5.550,0.012,-0.017,1.019
1680017583446,2023-03-28T17.33.03.446,5.560,0.011,-0.013,1.018
1680017583456,2023-03-28T17.33.03.456,5.570,0.010,-0.015,1.017
1680017583466,2023-03-28T17.33.03.466,5.580,0.010,-0.016,1.019
1680017583476,2023-03-28T17.33.03.476,5.590,0.011,-0.016,1.018
1680017583486,2023-03-28T17.33.03.486,5.600,0.010,-0.016,1.020
1680017583496,2023-03-28T17.33.03.496,5.610,0.010,-0.015,1.018
1680017583506,2023-03-28T17.33.03.506,5.620,0.011,-0.015,1.017
1680017583516,2023-03-28T17.33.03.516,5.630,0.010,-0.016,1.017
1680017583526,2023-03-28T17.33.03.526,5.640,0.010,-0.016,1.017
1680017583536,2023-03-28T17.33.03.536,5.650,0.009,-0.017,1.018
1680017583546,2023-03-28T17.33.03.546,5.660,0.010,-0.016,1.018
1680017583556,2023-03-28T17.33.03.556,5.670,0.011,-0.015,1.017
1680017583566,2023-03-28T17.33.03.566,5.680,0.011,-0.017,1.020
1680017583576,2023-03-28T17.33.03.576,5.690,0.011,-0.015,1.018
1680017583586,2023-03-28T17.33.03.586,5.700,0.011,-0.015,1.016
1680017583596,2023-03-28T17.33.03.596,5.710,0.011,-0.015,1.021
1680017583606,2023-03-28T17.33.03.606,5.720,0.011,-0.015,1.017
1680017583616,2023-03-28T17.33.03.616,5.730,0.011,-0.016,1.017
1680017583626,2023-03-28T17.33.03.626,5.740,0.010,-0.013,1.020
1680017583636,2023-03-28T17.33.03.636,5.750,0.010,-0.015,1.019
1680017583646,2023-03-28T17.33.03.646,5.760,0.011,-0.015,1.020
1680017583656,2023-03-28T17.33.03.656,5.770,0.010,-0.015,1.019
1680017583666,2023-03-28T17.33.03.666,5.780,0.010,-0.016,1.017
1680017583676,2023-03-28T17.33.03.676,5.790,0.012,-0.016,1.018
1680017583686,2023-03-28T17.33.03.686,5.800,0.011,-0.016,1.017
1680017583696,2023-03-28T17.33.03.696,5.810,0.010,-0.015,1.019
1680017583706,2023-03-28T17.33.03.706,5.820,0.011,-0.014,1.018
1680017583716,2023-03-28T17.33.03.716,5.830,0.011,-0.016,1.019
1680017583726,2023-03-28T17.33.03.726,5.840,0.011,-0.015,1.019
1680017583736,2023-03-28T17.33.03.736,5.850,0.011,-0.016,1.019
1680017583746,2023-03-28T17.33.03.746,5.860,0.011,-0.016,1.020
1680017583756,2023-03-28T17.33.03.756,5.870,0.011,-0.017,1.016
1680017583766,2023-03-28T17.33.03.766,5.880,0.011,-0.015,1.019
1680017583776,2023-03-28T17.33.03.776,5.890,0.011,-0.015,1.019
1680017583786,2023-03-28T17.33.03.786,5.900,0.010,-0.015,1.019
1680017583796,2023-03-28T17.33.03.796,5.910,0.012,-0.013,1.020
1680017583806,2023-03-28T17.33.03.806,5.920,0.011,-0.016,1.018
1680017583816,2023-03-28T17.33.03.816,5.930,0.010,-0.016,1.019
1680017583826,2023-03-28T17.33.03.826,5.940,0.011,-0.016,1.017
1680017583836,2023-03-28T17.33.03.836,5.950,0.012,-0.015,1.017
1680017583846,2023-03-28T17.33.03.846,5.960,0.010,-0.016,1.018
1680017583856,2023-03-28T17.33.03.856,5.970,0.010,-0.016,1.019
1680017583866,2023-03-28T17.33.03.866,5.980,0.011,-0.015,1.017
1680017583876,2023-03-28T17.33.03.876,5.990,0.011,-0.015,1.017
1680017583886,2023-03-28T17.33.03.886,6.000,0.011,-0.016,1.017
1680017583896,2023-03-28T17.33.03.896,6.010,0.011,-0.015,1.020
1680017583906,2023-03-28T17.33.03.906,6.020,0.012,-0.014,1.021
1680017583916,2023-03-28T17.33.03.916,6.030,0.012,-0.016,1.018
1680017583926,2023-03-28T17.33.03.926,6.040,0.009,-0.015,1.018
1680017583936,2023-03-28T17.33.03.936,6.050,0.010,-0.016,1.017
1680017583946,2023-03-28T17.33.03.946,6.060,0.012,-0.016,1.016
1680017583956,2023-03-28T17.33.03.956,6.070,0.011,-0.018,1.020
1680017583966,2023-03-28T17.33.03.966,6.080,0.010,-0.015,1.020
1680017583976,2023-03-28T17.33.03.976,6.090,0.011,-0.017,1.019
1680017583986,2023-03-28T17.33.03.986,6.100,0.011,-0.014,1.016
1680017583996,2023-03-28T17.33.03.996,6.110,0.011,-0.016,1.017
1680017584006,2023-03-28T17.33.04.006,6.120,0.011,-0.015,1.017
1680017584016,2023-03-28T17.33.04.016,6.130,0.010,-0.016,1.019
1680017584026,2023-03-28T17.33.04.026,6.140,0.012,-0.017,1.017
1680017584036,2023-03-28T17.33.04.036,6.150,0.011,-0.015,1.019
1680017584046,2023-03-28T17.33.04.046,6.160,0.011,-0.015,1.016
1680017584056,2023-03-28T17.33.04.056,6.170,0.011,-0.017,1.017
1680017584066,2023-03-28T17.33.04.066,6.180,0.011,-0.018,1.017
1680017584076,2023-03-28T17.33.04.076,6.190,0.009,-0.015,1.018
1680017584086,2023-03-28T17.33.04.086,6.200,0.010,-0.016,1.016
1680017584096,2023-03-28T17.33.04.096,6.210,0.011,-0.016,1.016
1680017584106,2023-03-28T17.33.04.106,6.220,0.011,-0.018,1.017
1680017584116,2023-03-28T17.33.04.116,6.230,0.009,-0.017,1.018
1680017584126,2023-03-28T17.33.04.126,6.240,0.009,-0.016,1.019
1680017584136,2023-03-28T17.33.04.136,6.250,0.010,-0.016,1.017
1680017584146,2023-03-28T17.33.04.146,6.260,0.012,-0.017,1.018
1680017584156,2023-03-28T17.33.04.156,6.270,0.010,-0.017,1.018
1680017584166,2023-03-28T17.33.04.166,6.280,0.011,-0.017,1.016
1680017584176,2023-03-28T17.33.04.176,6.290,0.008,-0.016,1.017
1680017584186,2023-03-28T17.33.04.186,6.300,0.011,-0.016,1.017
1680017584196,2023-03-28T17.33.04.196,6.310,0.010,-0.015,1.018
1680017584206,2023-03-28T17.33.04.206,6.320,0.010,-0.016,1.016
1680017584216,2023-03-28T17.33.04.216,6.330,0.011,-0.017,1.017
1680017584226,2023-03-28T17.33.04.226,6.340,0.010,-0.015,1.020
1680017584236,2023-03-28T17.33.04.236,6.350,0.010,-0.018,1.018
1680017584246,2023-03-28T17.33.04.246,6.360,0.010,-0.016,1.017
1680017584256,2023-03-28T17.33.04.256,6.370,0.010,-0.017,1.019
1680017584266,2023-03-28T17.33.04.266,6.380,0.011,-0.017,1.017
1680017584276,2023-03-28T17.33.04.276,6.390,0.012,-0.014,1.017
1680017584286,2023-03-28T17.33.04.286,6.400,0.012,-0.015,1.018
1680017584296,2023-03-28T17.33.04.296,6.410,0.011,-0.017,1.017
1680017584306,2023-03-28T17.33.04.306,6.420,0.010,-0.017,1.018
1680017584316,2023-03-28T17.33.04.316,6.430,0.010,-0.015,1.018
1680017584326,2023-03-28T17.33.04.326,6.440,0.010,-0.015,1.018
1680017584336,2023-03-28T17.33.04.336,6.450,0.011,-0.016,1.018
1680017584346,2023-03-28T17.33.04.346,6.460,0.010,-0.014,1.018
1680017584356,2023-03-28T17.33.04.356,6.470,0.010,-0.014,1.017
1680017584366,2023-03-28T17.33.04.366,6.480,0.010,-0.015,1.018
1680017584376,2023-03-28T17.33.04.376,6.490,0.010,-0.016,1.019
1680017584386,2023-03-28T17.33.04.386,6.500,0.011,-0.016,1.018
1680017584396,2023-03-28T17.33.04.396,6.510,0.010,-0.016,1.018
1680017584406,2023-03-28T17.33.04.406,6.520,0.011,-0.017,1.019
1680017584416,2023-03-28T17.33.04.416,6.530,0.010,-0.016,1.019
1680017584426,2023-03-28T17.33.04.426,6.540,0.011,-0.015,1.018
1680017584436,2023-03-28T17.33.04.436,6.550,0.011,-0.018,1.018
1680017584446,2023-03-28T17.33.04.446,6.560,0.011,-0.016,1.018
1680017584456,2023-03-28T17.33.04.456,6.570,0.011,-0.015,1.017
1680017584466,2023-03-28T17.33.04.466,6.580,0.011,-0.017,1.018
1680017584476,2023-03-28T17.33.04.476,6.590,0.011,-0.016,1.017
1680017584486,2023-03-28T17.33.04.486,6.600,0.010,-0.016,1.018
1680017584496,2023-03-28T17.33.04.496,6.610,0.011,-0.015,1.021
1680017584506,2023-03-28T17.33.04.506,6.620,0.011,-0.015,1.019
1680017584516,2023-03-28T17.33.04.516,6.630,0.011,-0.016,1.018
1680017584526,2023-03-28T17.33.04.526,6.640,0.010,-0.016,1.018
1680017584536,2023-03-28T17.33.04.536,6.650,0.012,-0.016,1.018
1680017584546,2023-03-28T17.33.04.546,6.660,0.012,-0.017,1.019
1680017584556,2023-03-28T17.33.04.556,6.670,0.011,-0.016,1.018
1680017584566,2023-03-28T17.33.04.566,6.680,0.009,-0.018,1.020
1680017584576,2023-03-28T17.33.04.576,6.690,0.010,-0.017,1.020
1680017584586,2023-03-28T17.33.04.586,6.700,0.012,-0.016,1.017
1680017584596,2023-03-28T17.33.04.596,6.710,0.011,-0.016,1.016
1680017584606,2023-03-28T17.33.04.606,6.720,0.011,-0.017,1.016
1680017584616,2023-03-28T17.33.04.616,6.730,0.011,-0.015,1.019
1680017584626,2023-03-28T17.33.04.626,6.740,0.010,-0.013,1.020
1680017584636,2023-03-28T17.33.04.636,6.750,0.011,-0.015,1.017
1680017584646,2023-03-28T17.33.04.646,6.760,0.011,-0.015,1.016
1680017584656,2023-03-28T17.33.04.656,6.770,0.011,-0.016,1.019
1680017584666,2023-03-28T17.33.04.666,6.780,0.011,-0.017,1.018
1680017584676,2023-03-28T17.33.04.676,6.790,0.011,-0.015,1.018
1680017584686,2023-03-28T17.33.04.686,6.800,0.011,-0.016,1.018
1680017584696,2023-03-28T17.33.04.696,6.810,0.011,-0.017,1.017
1680017584706,2023-03-28T17.33.04.706,6.820,0.010,-0.016,1.016
1680017584716,2023-03-28T17.33.04.716,6.830,0.010,-0.014,1.017
1680017584726,2023-03-28T17.33.04.726,6.840,0.010,-0.014,1.019
1680017584736,2023-03-28T17.33.04.736,6.850,0.012,-0.016,1.019
1680017584746,2023-03-28T17.33.04.746,6.860,0.011,-0.015,1.017
1680017584756,2023-03-28T17.33.04.756,6.870,0.011,-0.015,1.018
1680017584766,2023-03-28T17.33.04.766,6.880,0.012,-0.016,1.019
1680017584776,2023-03-28T17.33.04.776,6.890,0.012,-0.016,1.017
1680017584786,2023-03-28T17.33.04.786,6.900,0.011,-0.016,1.016
1680017584796,2023-03-28T17.33.04.796,6.910,0.011,-0.015,1.017
1680017584806,2023-03-28T17.33.04.806,6.920,0.013,-0.015,1.019
1680017584816,2023-03-28T17.33.04.816,6.930,0.011,-0.016,1.019
1680017584826,2023-03-28T17.33.04.826,6.940,0.010,-0.016,1.019
1680017584836,2023-03-28T17.33.04.836,6.950,0.012,-0.015,1.020
1680017584846,2023-03-28T17.33.04.846,6.960,0.011,-0.015,1.019
1680017584856,2023-03-28T17.33.04.856,6.970,0.010,-0.016,1.019
1680017584866,2023-03-28T17.33.04.866,6.980,0.012,-0.017,1.019
1680017584876,2023-03-28T17.33.04.876,6.990,0.012,-0.015,1.019
1680017584886,2023-03-28T17.33.04.886,7.000,0.011,-0.016,1.018
1680017584896,2023-03-28T17.33.04.896,7.010,0.011,-0.015,1.018
1680017584906,2023-03-28T17.33.04.906,7.020,0.011,-0.017,1.020
1680017584916,2023-03-28T17.33.04.916,7.030,0.011,-0.016,1.017
1680017584926,2023-03-28T17.33.04.926,7.040,0.011,-0.016,1.017
1680017584936,2023-03-28T17.33.04.936,7.050,0.011,-0.016,1.019
1680017584946,2023-03-28T17.33.04.946,7.060,0.009,-0.016,1.017
1680017584956,2023-03-28T17.33.04.956,7.070,0.009,-0.017,1.018
1680017584966,2023-03-28T17.33.04.966,7.080,0.012,-0.016,1.018
1680017584976,2023-03-28T17.33.04.976,7.090,0.011,-0.015,1.019
1680017584986,2023-03-28T17.33.04.986,7.100,0.010,-0.015,1.018
1680017584996,2023-03-28T17.33.04.996,7.110,0.010,-0.014,1.018
1680017585006,2023-03-28T17.33.05.006,7.120,0.011,-0.016,1.019
1680017585016,2023-03-28T17.33.05.016,7.130,0.011,-0.017,1.018
1680017585026,2023-03-28T17.33.05.026,7.140,0.010,-0.016,1.017
1680017585036,2023-03-28T17.33.05.036,7.150,0.009,-0.016,1.017
1680017585046,2023-03-28T17.33.05.046,7.160,0.011,-0.016,1.018
1680017585056,2023-03-28T17.33.05.056,7.170,0.011,-0.013,1.018
1680017585066,2023-03-28T17.33.05.066,7.180,0.010,-0.015,1.017
1680017585076,2023-03-28T17.33.05.076,7.190,0.011,-0.015,1.016
1680017585086,2023-03-28T17.33.05.086,7.200,0.011,-0.017,1.018
1680017585096,2023-03-28T17.33.05.096,7.210,0.009,-0.017,1.018
1680017585106,2023-03-28T17.33.05.106,7.220,0.012,-0.016,1.017
1680017585116,2023-03-28T17.33.05.116,7.230,0.011,-0.016,1.017
1680017585126,2023-03-28T17.33.05.126,7.240,0.011,-0.017,1.019
1680017585136,2023-03-28T17.33.05.136,7.250,0.012,-0.016,1.018
1680017585146,2023-03-28T17.33.05.146,7.260,0.010,-0.016,1.019
1680017585156,2023-03-28T17.33.05.156,7.270,0.011,-0.017,1.020
1680017585166,2023-03-28T17.33.05.166,7.280,0.013,-0.015,1.018
