epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1680038482190,2023-03-28T23:21:22.190,0.000,-1.001,-0.209,0.178
1680038482200,2023-03-28T23:21:22.200,0.010,-1.009,-0.211,0.181
1680038482210,2023-03-28T23:21:22.210,0.020,-1.006,-0.208,0.180
1680038482220,2023-03-28T23:21:22.220,0.030,-1.008,-0.208,0.179
1680038482230,2023-03-28T23:21:22.230,0.040,-1.010,-0.208,0.179
1680038482240,2023-03-28T23:21:22.240,0.050,-1.008,-0.209,0.178
1680038482250,2023-03-28T23:21:22.250,0.060,-1.006,-0.208,0.179
1680038482260,2023-03-28T23:21:22.260,0.070,-1.006,-0.208,0.179
1680038482270,2023-03-28T23:21:22.270,0.080,-1.008,-0.211,0.176
1680038482280,2023-03-28T23:21:22.280,0.090,-1.008,-0.215,0.179
1680038482290,2023-03-28T23:21:22.290,0.100,-1.009,-0.217,0.179
1680038482300,2023-03-28T23:21:22.300,0.110,-1.007,-0.218,0.179
1680038482310,2023-03-28T23:21:22.310,0.120,-1.005,-0.215,0.176
1680038482320,2023-03-28T23:21:22.320,0.130,-1.009,-0.213,0.178
1680038482330,2023-03-28T23:21:22.330,0.140,-1.007,-0.209,0.182
1680038482340,2023-03-28T23:21:22.340,0.150,-1.009,-0.211,0.180
1680038482350,2023-03-28T23:21:22.350,0.160,-1.009,-0.209,0.178
1680038482360,2023-03-28T23:21:22.360,0.170,-1.009,-0.208,0.178
1680038482370,2023-03-28T23:21:22.370,0.180,-1.008,-0.208,0.177
1680038482380,2023-03-28T23:21:22.380,0.190,-1.008,-0.211,0.179
1680038482390,2023-03-28T23:21:22.390,0.200,-1.007,-0.210,0.182
1680038482400,2023-03-28T23:21:22.400,0.210,-1.007,-0.216,0.183
1680038482410,2023-03-28T23:21:22.410,0.220,-1.007,-0.216,0.174
1680038482420,2023-03-28T23:21:22.420,0.230,-1.012,-0.209,0.177
1680038482430,2023-03-28T23:21:22.430,0.240,-1.013,-0.205,0.182
1680038482440,2023-03-28T23:21:22.440,0.250,-1.005,-0.205,0.180
1680038482450,2023-03-28T23:21:22.450,0.260,-1.006,-0.206,0.176
1680038482460,2023-03-28T23:21:22.460,0.270,-1.010,-0.208,0.177
1680038482470,2023-03-28T23:21:22.470,0.280,-1.007,-0.213,0.179
1680038482480,2023-03-28T23:21:22.480,0.290,-1.005,-0.215,0.179
1680038482490,2023-03-28T23:21:22.490,0.300,-1.005,-0.214,0.182
1680038482500,2023-03-28T23:21:22.500,0.310,-1.007,-0.213,0.181
1680038482510,2023-03-28T23:21:22.510,0.320,-1.007,-0.215,0.180
1680038482520,2023-03-28T23:21:22.520,0.330,-1.006,-0.215,0.179
1680038482530,2023-03-28T23:21:22.530,0.340,-1.008,-0.216,0.178
1680038482540,2023-03-28T23:21:22.540,0.350,-1.007,-0.216,0.180
1680038482550,2023-03-28T23:21:22.550,0.360,-1.006,-0.216,0.180
1680038482560,2023-03-28T23:21:22.560,0.370,-1.005,-0.218,0.180
1680038482570,2023-03-28T23:21:22.570,0.380,-1.007,-0.216,0.182
1680038482580,2023-03-28T23:21:22.580,0.390,-1.010,-0.215,0.181
1680038482590,2023-03-28T23:21:22.590,0.400,-1.008,-0.211,0.180
1680038482600,2023-03-28T23:21:22.600,0.410,-1.007,-0.211,0.179
1680038482610,2023-03-28T23:21:22.610,0.420,-1.005,-0.208,0.179
1680038482620,2023-03-28T23:21:22.620,0.430,-1.007,-0.209,0.179
1680038482630,2023-03-28T23:21:22.630,0.440,-1.008,-0.208,0.178
1680038482640,2023-03-28T23:21:22.640,0.450,-1.009,-0.206,0.178
1680038482650,2023-03-28T23:21:22.650,0.460,-1.008,-0.208,0.179
1680038482660,2023-03-28T23:21:22.660,0.470,-1.009,-0.209,0.177
1680038482670,2023-03-28T23:21:22.670,0.480,-1.008,-0.209,0.176
1680038482680,2023-03-28T23:21:22.680,0.490,-1.010,-0.208,0.179
1680038482690,2023-03-28T23:21:22.690,0.500,-1.008,-0.208,0.178
1680038482700,2023-03-28T23:21:22.700,0.510,-1.009,-0.208,0.178
1680038482710,2023-03-28T23:21:22.710,0.520,-1.011,-0.208,0.179
1680038482720,2023-03-28T23:21:22.720,0.530,-1.010,-0.210,0.179
1680038482730,2023-03-28T23:21:22.730,0.540,-1.006,-0.211,0.178
1680038482740,2023-03-28T23:21:22.740,0.550,-1.007,-0.213,0.178
1680038482750,2023-03-28T23:21:22.750,0.560,-1.006,-0.213,0.179
1680038482760,2023-03-28T23:21:22.760,0.570,-1.006,-0.212,0.179
1680038482770,2023-03-28T23:21:22.770,0.580,-1.007,-0.210,0.181
1680038482780,2023-03-28T23:21:22.780,0.590,-1.005,-0.209,0.181
1680038482790,2023-03-28T23:21:22.790,0.600,-1.006,-0.211,0.180
1680038482800,2023-03-28T23:21:22.800,0.610,-1.012,-0.214,0.177
1680038482810,2023-03-28T23:21:22.810,0.620,-1.011,-0.208,0.178
1680038482820,2023-03-28T23:21:22.820,0.630,-1.006,-0.207,0.182
1680038482830,2023-03-28T23:21:22.830,0.640,-1.005,-0.200,0.179
1680038482840,2023-03-28T23:21:22.840,0.650,-1.010,-0.199,0.179
1680038482850,2023-03-28T23:21:22.850,0.660,-1.010,-0.201,0.173
1680038482860,2023-03-28T23:21:22.860,0.670,-1.013,-0.203,0.176
1680038482870,2023-03-28T23:21:22.870,0.680,-1.010,-0.204,0.179
1680038482880,2023-03-28T23:21:22.880,0.690,-1.007,-0.201,0.176
1680038482890,2023-03-28T23:21:22.890,0.700,-1.007,-0.202,0.178
1680038482900,2023-03-28T23:21:22.900,0.710,-1.007,-0.207,0.180
1680038482910,2023-03-28T23:21:22.910,0.720,-1.007,-0.209,0.178
1680038482920,2023-03-28T23:21:22.920,0.730,-1.009,-0.210,0.181
1680038482930,2023-03-28T23:21:22.930,0.740,-1.008,-0.210,0.182
1680038482940,2023-03-28T23:21:22.940,0.750,-1.008,-0.210,0.179
1680038482950,2023-03-28T23:21:22.950,0.760,-1.009,-0.210,0.179
1680038482960,2023-03-28T23:21:22.960,0.770,-1.007,-0.210,0.181
1680038482970,2023-03-28T23:21:22.970,0.780,-1.006,-0.209,0.180
1680038482980,2023-03-28T23:21:22.980,0.790,-1.008,-0.213,0.177
1680038482990,2023-03-28T23:21:22.990,0.800,-1.009,-0.213,0.179
1680038483000,2023-03-28T23:21:23.000,0.810,-1.008,-0.213,0.178
1680038483010,2023-03-28T23:21:23.010,0.820,-1.007,-0.212,0.177
1680038483020,2023-03-28T23:21:23.020,0.830,-1.006,-0.210,0.178
1680038483030,2023-03-28T23:21:23.030,0.840,-1.008,-0.208,0.180
1680038483040,2023-03-28T23:21:23.040,0.850,-1.010,-0.208,0.179
1680038483050,2023-03-28T23:21:23.050,0.860,-1.009,-0.208,0.176
1680038483060,2023-03-28T23:21:23.060,0.870,-1.007,-0.204,0.177
1680038483070,2023-03-28T23:21:23.070,0.880,-1.010,-0.203,0.180
1680038483080,2023-03-28T23:21:23.080,0.890,-1.010,-0.205,0.177
1680038483090,2023-03-28T23:21:23.090,0.900,-1.009,-0.207,0.178
1680038483100,2023-03-28T23:21:23.100,0.910,-1.006,-0.205,0.179
1680038483110,2023-03-28T23:21:23.110,0.920,-1.009,-0.203,0.177
1680038483120,2023-03-28T23:21:23.120,0.930,-1.011,-0.204,0.178
1680038483130,2023-03-28T23:21:23.130,0.940,-1.009,-0.205,0.178
1680038483140,2023-03-28T23:21:23.140,0.950,-1.009,-0.204,0.179
1680038483150,2023-03-28T23:21:23.150,0.960,-1.011,-0.200,0.178
1680038483160,2023-03-28T23:21:23.160,0.970,-1.010,-0.203,0.179
1680038483170,2023-03-28T23:21:23.170,0.980,-1.008,-0.204,0.177
1680038483180,2023-03-28T23:21:23.180,0.990,-1.009,-0.205,0.176
1680038483190,2023-03-28T23:21:23.190,1.000,-1.010,-0.207,0.176
1680038483200,2023-03-28T23:21:23.200,1.010,-1.011,-0.205,0.176
1680038483210,2023-03-28T23:21:23.210,1.020,-1.010,-0.204,0.177
1680038483220,2023-03-28T23:21:23.220,1.030,-1.009,-0.203,0.176
1680038483230,2023-03-28T23:21:23.230,1.040,-1.009,-0.199,0.176
1680038483240,2023-03-28T23:21:23.240,1.050,-1.011,-0.200,0.181
1680038483250,2023-03-28T23:21:23.250,1.060,-1.012,-0.205,0.180
1680038483260,2023-03-28T23:21:23.260,1.070,-1.010,-0.207,0.177
1680038483270,2023-03-28T23:21:23.270,1.080,-1.010,-0.209,0.174
1680038483280,2023-03-28T23:21:23.280,1.090,-1.010,-0.210,0.177
1680038483290,2023-03-28T23:21:23.290,1.100,-1.005,-0.205,0.178
1680038483300,2023-03-28T23:21:23.300,1.110,-1.008,-0.204,0.175
1680038483310,2023-03-28T23:21:23.310,1.120,-1.009,-0.205,0.176
1680038483320,2023-03-28T23:21:23.320,1.130,-1.010,-0.205,0.177
1680038483330,2023-03-28T23:21:23.330,1.140,-1.007,-0.207,0.172
1680038483340,2023-03-28T23:21:23.340,1.150,-1.010,-0.205,0.175
1680038483350,2023-03-28T23:21:23.350,1.160,-1.011,-0.204,0.180
1680038483360,2023-03-28T23:21:23.360,1.170,-1.009,-0.211,0.177
1680038483370,2023-03-28T23:21:23.370,1.180,-1.006,-0.211,0.174
1680038483380,2023-03-28T23:21:23.380,1.190,-1.006,-0.207,0.176
1680038483390,2023-03-28T23:21:23.390,1.200,-1.007,-0.205,0.176
1680038483400,2023-03-28T23:21:23.400,1.210,-1.010,-0.202,0.173
1680038483410,2023-03-28T23:21:23.410,1.220,-1.012,-0.201,0.174
1680038483420,2023-03-28T23:21:23.420,1.230,-1.012,-0.206,0.174
1680038483430,2023-03-28T23:21:23.430,1.240,-1.011,-0.208,0.174
1680038483440,2023-03-28T23:21:23.440,1.250,-1.009,-0.208,0.177
1680038483450,2023-03-28T23:21:23.450,1.260,-1.008,-0.206,0.178
1680038483460,2023-03-28T23:21:23.460,1.270,-1.009,-0.208,0.178
1680038483470,2023-03-28T23:21:23.470,1.280,-1.009,-0.209,0.178
1680038483480,2023-03-28T23:21:23.480,1.290,-1.008,-0.209,0.179
1680038483490,2023-03-28T23:21:23.490,1.300,-1.009,-0.209,0.180
1680038483500,2023-03-28T23:21:23.500,1.310,-1.010,-0.208,0.176
1680038483510,2023-03-28T23:21:23.510,1.320,-1.008,-0.206,0.178
1680038483520,2023-03-28T23:21:23.520,1.330,-1.009,-0.205,0.179
1680038483530,2023-03-28T23:21:23.530,1.340,-1.008,-0.206,0.176
1680038483540,2023-03-28T23:21:23.540,1.350,-1.007,-0.206,0.177
1680038483550,2023-03-28T23:21:23.550,1.360,-1.009,-0.208,0.178
1680038483560,2023-03-28T23:21:23.560,1.370,-1.010,-0.207,0.176
1680038483570,2023-03-28T23:21:23.570,1.380,-1.010,-0.206,0.174
1680038483580,2023-03-28T23:21:23.580,1.390,-1.009,-0.205,0.175
1680038483590,2023-03-28T23:21:23.590,1.400,-1.009,-0.204,0.175
1680038483600,2023-03-28T23:21:23.600,1.410,-1.011,-0.204,0.176
1680038483610,2023-03-28T23:21:23.610,1.420,-1.010,-0.201,0.176
1680038483620,2023-03-28T23:21:23.620,1.430,-1.008,-0.202,0.175
1680038483630,2023-03-28T23:21:23.630,1.440,-1.010,-0.203,0.175
1680038483640,2023-03-28T23:21:23.640,1.450,-1.010,-0.203,0.178
1680038483650,2023-03-28T23:21:23.650,1.460,-1.009,-0.204,0.177
1680038483660,2023-03-28T23:21:23.660,1.470,-1.007,-0.204,0.177
1680038483670,2023-03-28T23:21:23.670,1.480,-1.007,-0.204,0.177
1680038483680,2023-03-28T23:21:23.680,1.490,-1.008,-0.208,0.173
1680038483690,2023-03-28T23:21:23.690,1.500,-1.009,-0.208,0.173
1680038483700,2023-03-28T23:21:23.700,1.510,-1.013,-0.210,0.177
1680038483710,2023-03-28T23:21:23.710,1.520,-1.009,-0.217,0.175
1680038483720,2023-03-28T23:21:23.720,1.530,-1.006,-0.216,0.175
1680038483730,2023-03-28T23:21:23.730,1.540,-1.008,-0.212,0.179
1680038483740,2023-03-28T23:21:23.740,1.550,-1.007,-0.210,0.178
1680038483750,2023-03-28T23:21:23.750,1.560,-1.009,-0.208,0.174
1680038483760,2023-03-28T23:21:23.760,1.570,-1.010,-0.208,0.174
1680038483770,2023-03-28T23:21:23.770,1.580,-1.011,-0.205,0.170
1680038483780,2023-03-28T23:21:23.780,1.590,-1.010,-0.205,0.172
1680038483790,2023-03-28T23:21:23.790,1.600,-1.004,-0.209,0.180
1680038483800,2023-03-28T23:21:23.800,1.610,-1.006,-0.220,0.177
1680038483810,2023-03-28T23:21:23.810,1.620,-1.006,-0.221,0.167
1680038483820,2023-03-28T23:21:23.820,1.630,-1.011,-0.215,0.173
1680038483830,2023-03-28T23:21:23.830,1.640,-1.010,-0.210,0.173
1680038483840,2023-03-28T23:21:23.840,1.650,-1.008,-0.209,0.175
1680038483850,2023-03-28T23:21:23.850,1.660,-1.009,-0.209,0.177
1680038483860,2023-03-28T23:21:23.860,1.670,-1.007,-0.216,0.175
1680038483870,2023-03-28T23:21:23.870,1.680,-1.012,-0.209,0.170
1680038483880,2023-03-28T23:21:23.880,1.690,-1.010,-0.210,0.173
1680038483890,2023-03-28T23:21:23.890,1.700,-1.004,-0.210,0.175
1680038483900,2023-03-28T23:21:23.900,1.710,-1.006,-0.208,0.176
1680038483910,2023-03-28T23:21:23.910,1.720,-1.011,-0.207,0.174
1680038483920,2023-03-28T23:21:23.920,1.730,-1.011,-0.211,0.167
1680038483930,2023-03-28T23:21:23.930,1.740,-1.009,-0.205,0.169
1680038483940,2023-03-28T23:21:23.940,1.750,-1.011,-0.204,0.168
1680038483950,2023-03-28T23:21:23.950,1.760,-1.011,-0.205,0.169
1680038483960,2023-03-28T23:21:23.960,1.770,-1.011,-0.206,0.169
1680038483970,2023-03-28T23:21:23.970,1.780,-1.010,-0.206,0.172
1680038483980,2023-03-28T23:21:23.980,1.790,-1.009,-0.206,0.169
1680038483990,2023-03-28T23:21:23.990,1.800,-1.013,-0.203,0.171
1680038484000,2023-03-28T23:21:24.000,1.810,-1.016,-0.197,0.173
1680038484010,2023-03-28T23:21:24.010,1.820,-1.011,-0.191,0.168
1680038484020,2023-03-28T23:21:24.020,1.830,-1.013,-0.188,0.167
1680038484030,2023-03-28T23:21:24.030,1.840,-1.013,-0.190,0.169
1680038484040,2023-03-28T23:21:24.040,1.850,-1.011,-0.193,0.170
1680038484050,2023-03-28T23:21:24.050,1.860,-1.012,-0.192,0.170
1680038484060,2023-03-28T23:21:24.060,1.870,-1.017,-0.199,0.171
1680038484070,2023-03-28T23:21:24.070,1.880,-1.013,-0.207,0.169
1680038484080,2023-03-28T23:21:24.080,1.890,-1.010,-0.207,0.170
1680038484090,2023-03-28T23:21:24.090,1.900,-1.007,-0.205,0.173
1680038484100,2023-03-28T23:21:24.100,1.910,-1.008,-0.203,0.167
1680038484110,2023-03-28T23:21:24.110,1.920,-1.010,-0.205,0.167
1680038484120,2023-03-28T23:21:24.120,1.930,-1.011,-0.211,0.171
1680038484130,2023-03-28T23:21:24.130,1.940,-1.010,-0.217,0.173
1680038484140,2023-03-28T23:21:24.140,1.950,-1.009,-0.220,0.171
1680038484150,2023-03-28T23:21:24.150,1.960,-1.008,-0.222,0.169
1680038484160,2023-03-28T23:21:24.160,1.970,-1.007,-0.219,0.172
1680038484170,2023-03-28T23:21:24.170,1.980,-1.006,-0.215,0.174
1680038484180,2023-03-28T23:21:24.180,1.990,-1.007,-0.215,0.172
1680038484190,2023-03-28T23:21:24.190,2.000,-1.006,-0.222,0.171
1680038484200,2023-03-28T23:21:24.200,2.010,-1.008,-0.223,0.171
1680038484210,2023-03-28T23:21:24.210,2.020,-1.008,-0.223,0.171
1680038484220,2023-03-28T23:21:24.220,2.030,-1.008,-0.222,0.171
1680038484230,2023-03-28T23:21:24.230,2.040,-1.008,-0.219,0.170
1680038484240,2023-03-28T23:21:24.240,2.050,-1.008,-0.218,0.168
1680038484250,2023-03-28T23:21:24.250,2.060,-1.007,-0.215,0.169
1680038484260,2023-03-28T23:21:24.260,2.070,-1.008,-0.217,0.167
1680038484270,2023-03-28T23:21:24.270,2.080,-1.008,-0.220,0.167
1680038484280,2023-03-28T23:21:24.280,2.090,-1.009,-0.220,0.167
1680038484290,2023-03-28T23:21:24.290,2.100,-1.008,-0.222,0.167
1680038484300,2023-03-28T23:21:24.300,2.110,-1.009,-0.218,0.169
1680038484310,2023-03-28T23:21:24.310,2.120,-1.009,-0.215,0.170
1680038484320,2023-03-28T23:21:24.320,2.130,-1.008,-0.212,0.168
1680038484330,2023-03-28T23:21:24.330,2.140,-1.007,-0.210,0.167
1680038484340,2023-03-28T23:21:24.340,2.150,-1.006,-0.216,0.172
1680038484350,2023-03-28T23:21:24.350,2.160,-1.007,-0.222,0.171
1680038484360,2023-03-28T23:21:24.360,2.170,-1.008,-0.225,0.173
1680038484370,2023-03-28T23:21:24.370,2.180,-1.005,-0.225,0.174
1680038484380,2023-03-28T23:21:24.380,2.190,-1.004,-0.226,0.173
1680038484390,2023-03-28T23:21:24.390,2.200,-1.004,-0.225,0.175
1680038484400,2023-03-28T23:21:24.400,2.210,-1.005,-0.222,0.172
1680038484410,2023-03-28T23:21:24.410,2.220,-1.008,-0.220,0.169
1680038484420,2023-03-28T23:21:24.420,2.230,-1.008,-0.221,0.169
1680038484430,2023-03-28T23:21:24.430,2.240,-1.009,-0.222,0.170
1680038484440,2023-03-28T23:21:24.440,2.250,-1.010,-0.224,0.169
1680038484450,2023-03-28T23:21:24.450,2.260,-1.009,-0.227,0.171
1680038484460,2023-03-28T23:21:24.460,2.270,-1.008,-0.227,0.171
1680038484470,2023-03-28T23:21:24.470,2.280,-1.009,-0.223,0.172
1680038484480,2023-03-28T23:21:24.480,2.290,-1.010,-0.214,0.170
1680038484490,2023-03-28T23:21:24.490,2.300,-1.009,-0.211,0.170
1680038484500,2023-03-28T23:21:24.500,2.310,-1.007,-0.213,0.172
1680038484510,2023-03-28T23:21:24.510,2.320,-1.008,-0.217,0.168
1680038484520,2023-03-28T23:21:24.520,2.330,-1.007,-0.221,0.169
1680038484530,2023-03-28T23:21:24.530,2.340,-1.006,-0.223,0.172
1680038484540,2023-03-28T23:21:24.540,2.350,-1.007,-0.222,0.171
1680038484550,2023-03-28T23:21:24.550,2.360,-1.008,-0.223,0.174
1680038484560,2023-03-28T23:21:24.560,2.370,-1.006,-0.223,0.173
1680038484570,2023-03-28T23:21:24.570,2.380,-1.007,-0.223,0.170
1680038484580,2023-03-28T23:21:24.580,2.390,-1.005,-0.221,0.174
1680038484590,2023-03-28T23:21:24.590,2.400,-1.004,-0.228,0.171
1680038484600,2023-03-28T23:21:24.600,2.410,-1.007,-0.235,0.168
1680038484610,2023-03-28T23:21:24.610,2.420,-1.009,-0.232,0.169
1680038484620,2023-03-28T23:21:24.620,2.430,-1.007,-0.236,0.170
1680038484630,2023-03-28T23:21:24.630,2.440,-1.004,-0.242,0.168
1680038484640,2023-03-28T23:21:24.640,2.450,-1.005,-0.238,0.167
1680038484650,2023-03-28T23:21:24.650,2.460,-1.006,-0.233,0.168
1680038484660,2023-03-28T23:21:24.660,2.470,-1.004,-0.233,0.168
1680038484670,2023-03-28T23:21:24.670,2.480,-1.006,-0.231,0.170
1680038484680,2023-03-28T23:21:24.680,2.490,-1.007,-0.225,0.169
1680038484690,2023-03-28T23:21:24.690,2.500,-1.007,-0.222,0.170
1680038484700,2023-03-28T23:21:24.700,2.510,-1.007,-0.219,0.171
1680038484710,2023-03-28T23:21:24.710,2.520,-1.007,-0.217,0.170
1680038484720,2023-03-28T23:21:24.720,2.530,-1.009,-0.211,0.170
1680038484730,2023-03-28T23:21:24.730,2.540,-1.009,-0.204,0.168
1680038484740,2023-03-28T23:21:24.740,2.550,-1.008,-0.202,0.172
1680038484750,2023-03-28T23:21:24.750,2.560,-1.010,-0.204,0.170
1680038484760,2023-03-28T23:21:24.760,2.570,-1.014,-0.202,0.166
1680038484770,2023-03-28T23:21:24.770,2.580,-1.015,-0.200,0.167
1680038484780,2023-03-28T23:21:24.780,2.590,-1.011,-0.202,0.167
1680038484790,2023-03-28T23:21:24.790,2.600,-1.010,-0.206,0.167
1680038484800,2023-03-28T23:21:24.800,2.610,-1.010,-0.212,0.167
1680038484810,2023-03-28T23:21:24.810,2.620,-1.007,-0.215,0.167
1680038484820,2023-03-28T23:21:24.820,2.630,-1.009,-0.215,0.168
1680038484830,2023-03-28T23:21:24.830,2.640,-1.011,-0.216,0.167
1680038484840,2023-03-28T23:21:24.840,2.650,-1.011,-0.217,0.169
1680038484850,2023-03-28T23:21:24.850,2.660,-1.008,-0.214,0.171
1680038484860,2023-03-28T23:21:24.860,2.670,-1.006,-0.214,0.172
1680038484870,2023-03-28T23:21:24.870,2.680,-1.007,-0.214,0.175
1680038484880,2023-03-28T23:21:24.880,2.690,-1.006,-0.215,0.175
1680038484890,2023-03-28T23:21:24.890,2.700,-1.005,-0.215,0.175
1680038484900,2023-03-28T23:21:24.900,2.710,-1.005,-0.217,0.172
1680038484910,2023-03-28T23:21:24.910,2.720,-1.005,-0.221,0.176
1680038484920,2023-03-28T23:21:24.920,2.730,-1.006,-0.226,0.174
1680038484930,2023-03-28T23:21:24.930,2.740,-1.008,-0.231,0.173
1680038484940,2023-03-28T23:21:24.940,2.750,-1.007,-0.231,0.173
1680038484950,2023-03-28T23:21:24.950,2.760,-1.003,-0.229,0.172
1680038484960,2023-03-28T23:21:24.960,2.770,-1.003,-0.226,0.174
1680038484970,2023-03-28T23:21:24.970,2.780,-1.006,-0.227,0.173
1680038484980,2023-03-28T23:21:24.980,2.790,-1.006,-0.224,0.173
1680038484990,2023-03-28T23:21:24.990,2.800,-1.006,-0.224,0.172
1680038485000,2023-03-28T23:21:25.000,2.810,-1.009,-0.223,0.172
1680038485010,2023-03-28T23:21:25.010,2.820,-1.008,-0.220,0.171
1680038485020,2023-03-28T23:21:25.020,2.830,-1.007,-0.218,0.170
1680038485030,2023-03-28T23:21:25.030,2.840,-1.007,-0.216,0.171
1680038485040,2023-03-28T23:21:25.040,2.850,-1.008,-0.216,0.172
1680038485050,2023-03-28T23:21:25.050,2.860,-1.008,-0.214,0.173
1680038485060,2023-03-28T23:21:25.060,2.870,-1.008,-0.214,0.173
1680038485070,2023-03-28T23:21:25.070,2.880,-1.009,-0.212,0.172
1680038485080,2023-03-28T23:21:25.080,2.890,-1.008,-0.208,0.173
1680038485090,2023-03-28T23:21:25.090,2.900,-1.008,-0.209,0.173
1680038485100,2023-03-28T23:21:25.100,2.910,-1.009,-0.211,0.172
1680038485110,2023-03-28T23:21:25.110,2.920,-1.006,-0.212,0.173
1680038485120,2023-03-28T23:21:25.120,2.930,-1.007,-0.215,0.171
1680038485130,2023-03-28T23:21:25.130,2.940,-1.007,-0.218,0.170
1680038485140,2023-03-28T23:21:25.140,2.950,-1.008,-0.221,0.172
1680038485150,2023-03-28T23:21:25.150,2.960,-1.006,-0.220,0.170
1680038485160,2023-03-28T23:21:25.160,2.970,-1.007,-0.217,0.170
1680038485170,2023-03-28T23:21:25.170,2.980,-1.007,-0.213,0.172
1680038485180,2023-03-28T23:21:25.180,2.990,-1.007,-0.209,0.176
1680038485190,2023-03-28T23:21:25.190,3.000,-1.010,-0.208,0.178
1680038485200,2023-03-28T23:21:25.200,3.010,-1.012,-0.206,0.175
1680038485210,2023-03-28T23:21:25.210,3.020,-1.010,-0.207,0.175
1680038485220,2023-03-28T23:21:25.220,3.030,-1.010,-0.211,0.170
1680038485230,2023-03-28T23:21:25.230,3.040,-1.012,-0.215,0.170
1680038485240,2023-03-28T23:21:25.240,3.050,-1.011,-0.222,0.169
1680038485250,2023-03-28T23:21:25.250,3.060,-1.007,-0.223,0.170
1680038485260,2023-03-28T23:21:25.260,3.070,-1.007,-0.223,0.170
1680038485270,2023-03-28T23:21:25.270,3.080,-1.007,-0.223,0.170
1680038485280,2023-03-28T23:21:25.280,3.090,-1.007,-0.221,0.174
1680038485290,2023-03-28T23:21:25.290,3.100,-1.007,-0.218,0.173
1680038485300,2023-03-28T23:21:25.300,3.110,-1.010,-0.213,0.174
1680038485310,2023-03-28T23:21:25.310,3.120,-1.007,-0.213,0.178
1680038485320,2023-03-28T23:21:25.320,3.130,-1.004,-0.211,0.176
1680038485330,2023-03-28T23:21:25.330,3.140,-1.008,-0.210,0.178
1680038485340,2023-03-28T23:21:25.340,3.150,-1.007,-0.214,0.175
1680038485350,2023-03-28T23:21:25.350,3.160,-1.008,-0.217,0.177
1680038485360,2023-03-28T23:21:25.360,3.170,-1.006,-0.218,0.176
1680038485370,2023-03-28T23:21:25.370,3.180,-1.009,-0.216,0.175
1680038485380,2023-03-28T23:21:25.380,3.190,-1.010,-0.214,0.175
1680038485390,2023-03-28T23:21:25.390,3.200,-1.009,-0.214,0.177
1680038485400,2023-03-28T23:21:25.400,3.210,-1.007,-0.215,0.176
1680038485410,2023-03-28T23:21:25.410,3.220,-1.008,-0.218,0.176
1680038485420,2023-03-28T23:21:25.420,3.230,-1.006,-0.218,0.174
1680038485430,2023-03-28T23:21:25.430,3.240,-1.004,-0.219,0.175
1680038485440,2023-03-28T23:21:25.440,3.250,-1.002,-0.221,0.178
1680038485450,2023-03-28T23:21:25.450,3.260,-1.002,-0.222,0.179
1680038485460,2023-03-28T23:21:25.460,3.270,-1.005,-0.221,0.179
1680038485470,2023-03-28T23:21:25.470,3.280,-1.008,-0.220,0.180
1680038485480,2023-03-28T23:21:25.480,3.290,-1.007,-0.223,0.179
1680038485490,2023-03-28T23:21:25.490,3.300,-1.007,-0.221,0.180
1680038485500,2023-03-28T23:21:25.500,3.310,-1.006,-0.219,0.179
1680038485510,2023-03-28T23:21:25.510,3.320,-1.006,-0.219,0.179
1680038485520,2023-03-28T23:21:25.520,3.330,-1.006,-0.220,0.179
1680038485530,2023-03-28T23:21:25.530,3.340,-1.006,-0.217,0.180
1680038485540,2023-03-28T23:21:25.540,3.350,-1.003,-0.219,0.177
1680038485550,2023-03-28T23:21:25.550,3.360,-1.004,-0.218,0.177
1680038485560,2023-03-28T23:21:25.560,3.370,-1.005,-0.216,0.181
1680038485570,2023-03-28T23:21:25.570,3.380,-1.006,-0.215,0.180
1680038485580,2023-03-28T23:21:25.580,3.390,-1.007,-0.214,0.180
1680038485590,2023-03-28T23:21:25.590,3.400,-1.004,-0.213,0.182
1680038485600,2023-03-28T23:21:25.600,3.410,-1.005,-0.213,0.179
1680038485610,2023-03-28T23:21:25.610,3.420,-1.008,-0.213,0.180
1680038485620,2023-03-28T23:21:25.620,3.430,-1.008,-0.215,0.179
1680038485630,2023-03-28T23:21:25.630,3.440,-1.007,-0.217,0.175
1680038485640,2023-03-28T23:21:25.640,3.450,-1.006,-0.221,0.175
1680038485650,2023-03-28T23:21:25.650,3.460,-1.005,-0.218,0.175
1680038485660,2023-03-28T23:21:25.660,3.470,-1.003,-0.220,0.175
1680038485670,2023-03-28T23:21:25.670,3.480,-1.003,-0.224,0.172
1680038485680,2023-03-28T23:21:25.680,3.490,-1.005,-0.228,0.173
1680038485690,2023-03-28T23:21:25.690,3.500,-1.006,-0.230,0.173
1680038485700,2023-03-28T23:21:25.700,3.510,-1.006,-0.233,0.173
1680038485710,2023-03-28T23:21:25.710,3.520,-1.007,-0.230,0.174
1680038485720,2023-03-28T23:21:25.720,3.530,-1.007,-0.228,0.174
1680038485730,2023-03-28T23:21:25.730,3.540,-1.008,-0.220,0.171
1680038485740,2023-03-28T23:21:25.740,3.550,-1.008,-0.211,0.173
1680038485750,2023-03-28T23:21:25.750,3.560,-1.011,-0.207,0.172
