epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1680038489320,2023-03-28T23:21:29.320,7.130,-0.773,-0.513,0.238
1680038489330,2023-03-28T23:21:29.330,7.140,-0.705,-0.649,0.179
1680038489340,2023-03-28T23:21:29.340,7.150,-0.687,-0.811,0.131
1680038489350,2023-03-28T23:21:29.350,7.160,-0.687,-0.816,0.145
1680038489360,2023-03-28T23:21:29.360,7.170,-0.684,-0.809,0.204
1680038489370,2023-03-28T23:21:29.370,7.180,-0.663,-0.860,0.234
1680038489380,2023-03-28T23:21:29.380,7.190,-0.628,-0.908,0.331
1680038489390,2023-03-28T23:21:29.390,7.200,-0.535,-0.947,0.396
1680038489400,2023-03-28T23:21:29.400,7.210,-0.375,-0.968,0.352
1680038489410,2023-03-28T23:21:29.410,7.220,-0.260,-0.963,0.312
1680038489420,2023-03-28T23:21:29.420,7.230,-0.235,-0.937,0.346
1680038489430,2023-03-28T23:21:29.430,7.240,-0.270,-0.899,0.356
1680038489440,2023-03-28T23:21:29.440,7.250,-0.298,-0.856,0.320
1680038489450,2023-03-28T23:21:29.450,7.260,-0.317,-0.807,0.280
1680038489460,2023-03-28T23:21:29.460,7.270,-0.359,-0.712,0.246
1680038489470,2023-03-28T23:21:29.470,7.280,-0.447,-0.629,0.250
1680038489480,2023-03-28T23:21:29.480,7.290,-0.528,-0.656,0.244
1680038489490,2023-03-28T23:21:29.490,7.300,-0.578,-0.785,0.190
1680038489500,2023-03-28T23:21:29.500,7.310,-0.560,-0.881,0.178
1680038489510,2023-03-28T23:21:29.510,7.320,-0.527,-0.865,0.255
1680038489520,2023-03-28T23:21:29.520,7.330,-0.525,-0.781,0.322
1680038489530,2023-03-28T23:21:29.530,7.340,-0.582,-0.704,0.340
1680038489540,2023-03-28T23:21:29.540,7.350,-0.656,-0.627,0.297
1680038489550,2023-03-28T23:21:29.550,7.360,-0.705,-0.544,0.263
1680038489560,2023-03-28T23:21:29.560,7.370,-0.752,-0.461,0.280
1680038489570,2023-03-28T23:21:29.570,7.380,-0.816,-0.394,0.292
1680038489580,2023-03-28T23:21:29.580,7.390,-0.866,-0.348,0.328
1680038489590,2023-03-28T23:21:29.590,7.400,-0.886,-0.354,0.322
1680038489600,2023-03-28T23:21:29.600,7.410,-0.932,-0.401,0.245
1680038489610,2023-03-28T23:21:29.610,7.420,-1.010,-0.425,0.184
1680038489620,2023-03-28T23:21:29.620,7.430,-1.074,-0.389,0.198
1680038489630,2023-03-28T23:21:29.630,7.440,-1.095,-0.310,0.262
1680038489640,2023-03-28T23:21:29.640,7.450,-1.098,-0.229,0.325
1680038489650,2023-03-28T23:21:29.650,7.460,-1.102,-0.180,0.329
1680038489660,2023-03-28T23:21:29.660,7.470,-1.107,-0.084,0.332
1680038489670,2023-03-28T23:21:29.670,7.480,-1.100,-0.005,0.316
1680038489680,2023-03-28T23:21:29.680,7.490,-1.091,0.041,0.294
1680038489690,2023-03-28T23:21:29.690,7.500,-1.062,0.076,0.254
1680038489700,2023-03-28T23:21:29.700,7.510,-1.065,0.084,0.196
1680038489710,2023-03-28T23:21:29.710,7.520,-1.066,0.062,0.167
1680038489720,2023-03-28T23:21:29.720,7.530,-1.048,0.044,0.181
1680038489730,2023-03-28T23:21:29.730,7.540,-1.038,0.002,0.202
1680038489740,2023-03-28T23:21:29.740,7.550,-0.993,-0.009,0.202
1680038489750,2023-03-28T23:21:29.750,7.560,-0.958,0.028,0.197
1680038489760,2023-03-28T23:21:29.760,7.570,-0.967,0.085,0.205
1680038489770,2023-03-28T23:21:29.770,7.580,-0.995,0.135,0.218
1680038489780,2023-03-28T23:21:29.780,7.590,-0.979,0.144,0.236
1680038489790,2023-03-28T23:21:29.790,7.600,-0.951,0.112,0.252
1680038489800,2023-03-28T23:21:29.800,7.610,-0.934,0.076,0.239
1680038489810,2023-03-28T23:21:29.810,7.620,-0.935,0.026,0.204
1680038489820,2023-03-28T23:21:29.820,7.630,-0.938,-0.025,0.178
1680038489830,2023-03-28T23:21:29.830,7.640,-0.938,-0.068,0.148
1680038489840,2023-03-28T23:21:29.840,7.650,-0.922,-0.090,0.122
1680038489850,2023-03-28T23:21:29.850,7.660,-0.909,-0.094,0.103
1680038489860,2023-03-28T23:21:29.860,7.670,-0.893,-0.084,0.090
1680038489870,2023-03-28T23:21:29.870,7.680,-0.879,-0.076,0.094
1680038489880,2023-03-28T23:21:29.880,7.690,-0.858,-0.115,0.111
1680038489890,2023-03-28T23:21:29.890,7.700,-0.839,-0.214,0.187
1680038489900,2023-03-28T23:21:29.900,7.710,-0.968,-0.292,0.133
1680038489910,2023-03-28T23:21:29.910,7.720,-1.540,-0.054,-0.079
1680038489920,2023-03-28T23:21:29.920,7.730,-2.290,0.271,0.314
1680038489930,2023-03-28T23:21:29.930,7.740,-2.067,0.888,0.692
1680038489940,2023-03-28T23:21:29.940,7.750,-1.333,0.700,0.793
1680038489950,2023-03-28T23:21:29.950,7.760,-0.804,0.291,0.396
1680038489960,2023-03-28T23:21:29.960,7.770,-1.026,-0.224,0.064
1680038489970,2023-03-28T23:21:29.970,7.780,-1.371,-0.643,-0.019
1680038489980,2023-03-28T23:21:29.980,7.790,-1.136,-1.081,-0.157
1680038489990,2023-03-28T23:21:29.990,7.800,-0.917,-1.109,-0.289
1680038490000,2023-03-28T23:21:30.000,7.810,-0.875,-0.728,-0.199
1680038490010,2023-03-28T23:21:30.010,7.820,-0.781,-0.478,0.003
1680038490020,2023-03-28T23:21:30.020,7.830,-0.748,-0.388,0.242
1680038490030,2023-03-28T23:21:30.030,7.840,-0.768,-0.372,0.238
1680038490040,2023-03-28T23:21:30.040,7.850,-0.911,-0.349,0.177
1680038490050,2023-03-28T23:21:30.050,7.860,-1.143,-0.282,0.145
1680038490060,2023-03-28T23:21:30.060,7.870,-1.229,-0.155,-0.125
1680038490070,2023-03-28T23:21:30.070,7.880,-1.119,-0.109,-0.321
1680038490080,2023-03-28T23:21:30.080,7.890,-0.995,-0.153,-0.136
1680038490090,2023-03-28T23:21:30.090,7.900,-1.011,-0.151,0.130
1680038490100,2023-03-28T23:21:30.100,7.910,-1.030,-0.048,0.193
1680038490110,2023-03-28T23:21:30.110,7.920,-1.035,0.092,0.111
1680038490120,2023-03-28T23:21:30.120,7.930,-1.074,0.145,0.097
1680038490130,2023-03-28T23:21:30.130,7.940,-1.104,0.166,0.098
1680038490140,2023-03-28T23:21:30.140,7.950,-1.097,0.205,0.061
1680038490150,2023-03-28T23:21:30.150,7.960,-1.070,0.130,0.021
1680038490160,2023-03-28T23:21:30.160,7.970,-1.050,-0.033,0.009
1680038490170,2023-03-28T23:21:30.170,7.980,-1.007,-0.184,-0.023
1680038490180,2023-03-28T23:21:30.180,7.990,-0.956,-0.262,-0.019
1680038490190,2023-03-28T23:21:30.190,8.000,-0.944,-0.198,0.042
1680038490200,2023-03-28T23:21:30.200,8.010,-0.974,-0.092,0.080
1680038490210,2023-03-28T23:21:30.210,8.020,-1.023,-0.023,0.070
1680038490220,2023-03-28T23:21:30.220,8.030,-1.061,-0.005,0.076
1680038490230,2023-03-28T23:21:30.230,8.040,-1.064,-0.037,0.100
1680038490240,2023-03-28T23:21:30.240,8.050,-1.056,-0.092,0.107
1680038490250,2023-03-28T23:21:30.250,8.060,-1.039,-0.142,0.110
1680038490260,2023-03-28T23:21:30.260,8.070,-1.017,-0.191,0.095
1680038490270,2023-03-28T23:21:30.270,8.080,-0.989,-0.245,0.073
1680038490280,2023-03-28T23:21:30.280,8.090,-0.982,-0.302,0.041
1680038490290,2023-03-28T23:21:30.290,8.100,-1.000,-0.342,0.039
1680038490300,2023-03-28T23:21:30.300,8.110,-1.006,-0.370,0.062
1680038490310,2023-03-28T23:21:30.310,8.120,-0.995,-0.375,0.076
1680038490320,2023-03-28T23:21:30.320,8.130,-0.984,-0.363,0.091
1680038490330,2023-03-28T23:21:30.330,8.140,-0.986,-0.340,0.104
1680038490340,2023-03-28T23:21:30.340,8.150,-0.996,-0.308,0.117
1680038490350,2023-03-28T23:21:30.350,8.160,-1.004,-0.290,0.117
1680038490360,2023-03-28T23:21:30.360,8.170,-1.008,-0.304,0.107
1680038490370,2023-03-28T23:21:30.370,8.180,-1.011,-0.337,0.095
1680038490380,2023-03-28T23:21:30.380,8.190,-1.012,-0.372,0.102
1680038490390,2023-03-28T23:21:30.390,8.200,-1.013,-0.403,0.081
1680038490400,2023-03-28T23:21:30.400,8.210,-1.021,-0.426,0.073
1680038490410,2023-03-28T23:21:30.410,8.220,-1.028,-0.432,0.078
1680038490420,2023-03-28T23:21:30.420,8.230,-1.032,-0.437,0.066
1680038490430,2023-03-28T23:21:30.430,8.240,-1.034,-0.420,0.064
1680038490440,2023-03-28T23:21:30.440,8.250,-1.030,-0.375,0.054
1680038490450,2023-03-28T23:21:30.450,8.260,-1.032,-0.323,0.072
1680038490460,2023-03-28T23:21:30.460,8.270,-1.038,-0.281,0.064
1680038490470,2023-03-28T23:21:30.470,8.280,-1.032,-0.256,0.042
1680038490480,2023-03-28T23:21:30.480,8.290,-1.034,-0.234,0.048
1680038490490,2023-03-28T23:21:30.490,8.300,-1.045,-0.227,0.078
1680038490500,2023-03-28T23:21:30.500,8.310,-1.048,-0.222,0.086
1680038490510,2023-03-28T23:21:30.510,8.320,-1.056,-0.243,0.085
1680038490520,2023-03-28T23:21:30.520,8.330,-1.060,-0.280,0.096
1680038490530,2023-03-28T23:21:30.530,8.340,-1.064,-0.313,0.105
1680038490540,2023-03-28T23:21:30.540,8.350,-1.071,-0.334,0.098
1680038490550,2023-03-28T23:21:30.550,8.360,-1.075,-0.339,0.099
1680038490560,2023-03-28T23:21:30.560,8.370,-1.064,-0.346,0.107
1680038490570,2023-03-28T23:21:30.570,8.380,-1.053,-0.362,0.116
1680038490580,2023-03-28T23:21:30.580,8.390,-1.050,-0.386,0.128
1680038490590,2023-03-28T23:21:30.590,8.400,-1.112,-0.433,0.013
1680038490600,2023-03-28T23:21:30.600,8.410,-1.221,-0.427,0.055
1680038490610,2023-03-28T23:21:30.610,8.420,-1.306,-0.283,0.247
1680038490620,2023-03-28T23:21:30.620,8.430,-1.274,-0.223,0.190
1680038490630,2023-03-28T23:21:30.630,8.440,-1.238,-0.155,0.180
1680038490640,2023-03-28T23:21:30.640,8.450,-1.248,-0.091,0.288
1680038490650,2023-03-28T23:21:30.650,8.460,-1.230,-0.142,0.224
1680038490660,2023-03-28T23:21:30.660,8.470,-1.240,-0.202,0.283
1680038490670,2023-03-28T23:21:30.670,8.480,-1.275,-0.179,0.361
1680038490680,2023-03-28T23:21:30.680,8.490,-1.271,-0.170,0.344
1680038490690,2023-03-28T23:21:30.690,8.500,-1.251,-0.129,0.294
1680038490700,2023-03-28T23:21:30.700,8.510,-1.206,-0.076,0.215
1680038490710,2023-03-28T23:21:30.710,8.520,-1.150,-0.079,0.111
1680038490720,2023-03-28T23:21:30.720,8.530,-1.125,-0.136,0.006
1680038490730,2023-03-28T23:21:30.730,8.540,-1.096,-0.172,0.039
1680038490740,2023-03-28T23:21:30.740,8.550,-1.059,-0.222,0.124
1680038490750,2023-03-28T23:21:30.750,8.560,-0.987,-0.309,0.215
1680038490760,2023-03-28T23:21:30.760,8.570,-0.920,-0.423,0.289
1680038490770,2023-03-28T23:21:30.770,8.580,-0.846,-0.479,0.335
1680038490780,2023-03-28T23:21:30.780,8.590,-0.810,-0.551,0.278
1680038490790,2023-03-28T23:21:30.790,8.600,-0.782,-0.666,0.227
1680038490800,2023-03-28T23:21:30.800,8.610,-0.763,-0.804,0.164
1680038490810,2023-03-28T23:21:30.810,8.620,-0.713,-0.875,0.148
1680038490820,2023-03-28T23:21:30.820,8.630,-0.670,-0.890,0.159
1680038490830,2023-03-28T23:21:30.830,8.640,-0.602,-0.880,0.220
1680038490840,2023-03-28T23:21:30.840,8.650,-0.533,-0.863,0.301
1680038490850,2023-03-28T23:21:30.850,8.660,-0.496,-0.852,0.341
1680038490860,2023-03-28T23:21:30.860,8.670,-0.437,-0.850,0.343
1680038490870,2023-03-28T23:21:30.870,8.680,-0.399,-0.867,0.308
1680038490880,2023-03-28T23:21:30.880,8.690,-0.372,-0.875,0.244
1680038490890,2023-03-28T23:21:30.890,8.700,-0.345,-0.840,0.258
1680038490900,2023-03-28T23:21:30.900,8.710,-0.335,-0.791,0.288
1680038490910,2023-03-28T23:21:30.910,8.720,-0.333,-0.756,0.272
1680038490920,2023-03-28T23:21:30.920,8.730,-0.336,-0.736,0.248
1680038490930,2023-03-28T23:21:30.930,8.740,-0.345,-0.728,0.282
1680038490940,2023-03-28T23:21:30.940,8.750,-0.338,-0.704,0.326
1680038490950,2023-03-28T23:21:30.950,8.760,-0.376,-0.701,0.290
1680038490960,2023-03-28T23:21:30.960,8.770,-0.469,-0.755,0.225
1680038490970,2023-03-28T23:21:30.970,8.780,-0.555,-0.804,0.161
1680038490980,2023-03-28T23:21:30.980,8.790,-0.584,-0.834,0.156
1680038490990,2023-03-28T23:21:30.990,8.800,-0.594,-0.822,0.239
1680038491000,2023-03-28T23:21:31.000,8.810,-0.615,-0.762,0.306
1680038491010,2023-03-28T23:21:31.010,8.820,-0.649,-0.700,0.297
1680038491020,2023-03-28T23:21:31.020,8.830,-0.655,-0.596,0.302
1680038491030,2023-03-28T23:21:31.030,8.840,-0.695,-0.461,0.350
1680038491040,2023-03-28T23:21:31.040,8.850,-0.774,-0.332,0.383
1680038491050,2023-03-28T23:21:31.050,8.860,-0.846,-0.239,0.397
1680038491060,2023-03-28T23:21:31.060,8.870,-0.909,-0.208,0.398
1680038491070,2023-03-28T23:21:31.070,8.880,-0.938,-0.228,0.357
1680038491080,2023-03-28T23:21:31.080,8.890,-0.965,-0.285,0.301
1680038491090,2023-03-28T23:21:31.090,8.900,-1.006,-0.348,0.263
1680038491100,2023-03-28T23:21:31.100,8.910,-1.080,-0.388,0.238
1680038491110,2023-03-28T23:21:31.110,8.920,-1.108,-0.385,0.237
1680038491120,2023-03-28T23:21:31.120,8.930,-1.097,-0.340,0.265
1680038491130,2023-03-28T23:21:31.130,8.940,-1.089,-0.248,0.289
1680038491140,2023-03-28T23:21:31.140,8.950,-1.073,-0.139,0.294
1680038491150,2023-03-28T23:21:31.150,8.960,-1.084,-0.009,0.296
1680038491160,2023-03-28T23:21:31.160,8.970,-1.120,0.078,0.264
1680038491170,2023-03-28T23:21:31.170,8.980,-1.154,0.098,0.205
1680038491180,2023-03-28T23:21:31.180,8.990,-1.156,0.095,0.160
1680038491190,2023-03-28T23:21:31.190,9.000,-1.113,0.082,0.156
1680038491200,2023-03-28T23:21:31.200,9.010,-1.104,0.079,0.144
1680038491210,2023-03-28T23:21:31.210,9.020,-1.066,0.085,0.142
1680038491220,2023-03-28T23:21:31.220,9.030,-0.997,0.067,0.169
1680038491230,2023-03-28T23:21:31.230,9.040,-0.969,0.043,0.179
1680038491240,2023-03-28T23:21:31.240,9.050,-0.980,0.010,0.147
1680038491250,2023-03-28T23:21:31.250,9.060,-0.992,0.005,0.132
1680038491260,2023-03-28T23:21:31.260,9.070,-0.982,0.017,0.165
1680038491270,2023-03-28T23:21:31.270,9.080,-0.979,0.038,0.204
1680038491280,2023-03-28T23:21:31.280,9.090,-0.968,0.063,0.207
1680038491290,2023-03-28T23:21:31.290,9.100,-0.962,0.057,0.174
1680038491300,2023-03-28T23:21:31.300,9.110,-0.951,0.032,0.156
1680038491310,2023-03-28T23:21:31.310,9.120,-0.930,-0.001,0.152
1680038491320,2023-03-28T23:21:31.320,9.130,-0.911,-0.039,0.151
1680038491330,2023-03-28T23:21:31.330,9.140,-0.913,-0.088,0.145
1680038491340,2023-03-28T23:21:31.340,9.150,-0.896,-0.160,0.124
1680038491350,2023-03-28T23:21:31.350,9.160,-0.932,-0.258,0.311
1680038491360,2023-03-28T23:21:31.360,9.170,-1.356,-0.203,0.055
1680038491370,2023-03-28T23:21:31.370,9.180,-1.985,-0.015,0.166
1680038491380,2023-03-28T23:21:31.380,9.190,-2.045,0.665,0.712
1680038491390,2023-03-28T23:21:31.390,9.200,-1.487,0.831,0.712
1680038491400,2023-03-28T23:21:31.400,9.210,-0.939,0.687,0.484
1680038491410,2023-03-28T23:21:31.410,9.220,-1.102,0.417,0.095
1680038491420,2023-03-28T23:21:31.420,9.230,-1.315,-0.035,-0.002
1680038491430,2023-03-28T23:21:31.430,9.240,-1.055,-0.563,-0.171
1680038491440,2023-03-28T23:21:31.440,9.250,-0.875,-1.014,-0.231
1680038491450,2023-03-28T23:21:31.450,9.260,-0.804,-0.966,-0.193
1680038491460,2023-03-28T23:21:31.460,9.270,-0.679,-0.803,-0.198
1680038491470,2023-03-28T23:21:31.470,9.280,-0.653,-0.698,-0.053
1680038491480,2023-03-28T23:21:31.480,9.290,-0.724,-0.607,0.127
1680038491490,2023-03-28T23:21:31.490,9.300,-0.825,-0.491,0.214
1680038491500,2023-03-28T23:21:31.500,9.310,-1.003,-0.394,0.196
1680038491510,2023-03-28T23:21:31.510,9.320,-1.213,-0.385,0.027
1680038491520,2023-03-28T23:21:31.520,9.330,-1.222,-0.403,-0.124
1680038491530,2023-03-28T23:21:31.530,9.340,-1.041,-0.461,-0.178
1680038491540,2023-03-28T23:21:31.540,9.350,-0.880,-0.521,-0.108
1680038491550,2023-03-28T23:21:31.550,9.360,-0.871,-0.463,0.002
1680038491560,2023-03-28T23:21:31.560,9.370,-0.951,-0.279,0.112
1680038491570,2023-03-28T23:21:31.570,9.380,-1.047,-0.079,0.198
1680038491580,2023-03-28T23:21:31.580,9.390,-1.094,0.037,0.231
1680038491590,2023-03-28T23:21:31.590,9.400,-1.086,0.035,0.188
1680038491600,2023-03-28T23:21:31.600,9.410,-1.075,-0.047,0.100
1680038491610,2023-03-28T23:21:31.610,9.420,-1.070,-0.142,0.073
1680038491620,2023-03-28T23:21:31.620,9.430,-1.045,-0.241,0.007
1680038491630,2023-03-28T23:21:31.630,9.440,-1.028,-0.374,-0.060
1680038491640,2023-03-28T23:21:31.640,9.450,-0.984,-0.479,-0.040
1680038491650,2023-03-28T23:21:31.650,9.460,-0.946,-0.465,0.017
1680038491660,2023-03-28T23:21:31.660,9.470,-0.972,-0.359,0.084
1680038491670,2023-03-28T23:21:31.670,9.480,-1.000,-0.263,0.091
1680038491680,2023-03-28T23:21:31.680,9.490,-1.032,-0.201,0.081
1680038491690,2023-03-28T23:21:31.690,9.500,-1.048,-0.122,0.077
1680038491700,2023-03-28T23:21:31.700,9.510,-1.048,-0.057,0.081
1680038491710,2023-03-28T23:21:31.710,9.520,-1.038,-0.033,0.072
1680038491720,2023-03-28T23:21:31.720,9.530,-1.017,-0.039,0.075
1680038491730,2023-03-28T23:21:31.730,9.540,-1.003,-0.104,0.068
1680038491740,2023-03-28T23:21:31.740,9.550,-1.009,-0.183,0.036
1680038491750,2023-03-28T23:21:31.750,9.560,-1.016,-0.245,0.021
1680038491760,2023-03-28T23:21:31.760,9.570,-1.012,-0.300,0.035
1680038491770,2023-03-28T23:21:31.770,9.580,-1.013,-0.349,0.055
1680038491780,2023-03-28T23:21:31.780,9.590,-1.015,-0.371,0.070
1680038491790,2023-03-28T23:21:31.790,9.600,-1.015,-0.354,0.087
1680038491800,2023-03-28T23:21:31.800,9.610,-1.015,-0.306,0.087
1680038491810,2023-03-28T23:21:31.810,9.620,-1.019,-0.241,0.094
1680038491820,2023-03-28T23:21:31.820,9.630,-1.020,-0.189,0.098
1680038491830,2023-03-28T23:21:31.830,9.640,-1.015,-0.159,0.095
1680038491840,2023-03-28T23:21:31.840,9.650,-1.000,-0.142,0.082
1680038491850,2023-03-28T23:21:31.850,9.660,-0.984,-0.152,0.066
1680038491860,2023-03-28T23:21:31.860,9.670,-0.972,-0.180,0.056
1680038491870,2023-03-28T23:21:31.870,9.680,-0.979,-0.212,0.054
1680038491880,2023-03-28T23:21:31.880,9.690,-0.998,-0.259,0.063
1680038491890,2023-03-28T23:21:31.890,9.700,-1.012,-0.319,0.033
1680038491900,2023-03-28T23:21:31.900,9.710,-1.011,-0.350,0.033
1680038491910,2023-03-28T23:21:31.910,9.720,-0.994,-0.354,0.056
1680038491920,2023-03-28T23:21:31.920,9.730,-0.979,-0.348,0.066
1680038491930,2023-03-28T23:21:31.930,9.740,-0.974,-0.328,0.068
1680038491940,2023-03-28T23:21:31.940,9.750,-0.973,-0.302,0.046
1680038491950,2023-03-28T23:21:31.950,9.760,-0.990,-0.269,0.039
1680038491960,2023-03-28T23:21:31.960,9.770,-1.021,-0.252,0.092
1680038491970,2023-03-28T23:21:31.970,9.780,-1.045,-0.279,0.104
1680038491980,2023-03-28T23:21:31.980,9.790,-1.070,-0.345,0.112
1680038491990,2023-03-28T23:21:31.990,9.800,-1.085,-0.415,0.136
1680038492000,2023-03-28T23:21:32.000,9.810,-1.096,-0.479,0.163
1680038492010,2023-03-28T23:21:32.010,9.820,-1.104,-0.517,0.172
1680038492020,2023-03-28T23:21:32.020,9.830,-1.104,-0.525,0.150
1680038492030,2023-03-28T23:21:32.030,9.840,-1.094,-0.487,0.150
1680038492040,2023-03-28T23:21:32.040,9.850,-1.082,-0.428,0.134
1680038492050,2023-03-28T23:21:32.050,9.860,-1.080,-0.372,0.125
1680038492060,2023-03-28T23:21:32.060,9.870,-1.094,-0.324,0.119
1680038492070,2023-03-28T23:21:32.070,9.880,-1.126,-0.287,0.070
1680038492080,2023-03-28T23:21:32.080,9.890,-1.211,-0.274,0.002
1680038492090,2023-03-28T23:21:32.090,9.900,-1.305,-0.178,0.126
1680038492100,2023-03-28T23:21:32.100,9.910,-1.329,-0.091,0.169
1680038492110,2023-03-28T23:21:32.110,9.920,-1.290,-0.036,0.141
1680038492120,2023-03-28T23:21:32.120,9.930,-1.286,0.006,0.167
1680038492130,2023-03-28T23:21:32.130,9.940,-1.309,-0.003,0.211
1680038492140,2023-03-28T23:21:32.140,9.950,-1.341,-0.035,0.324
1680038492150,2023-03-28T23:21:32.150,9.960,-1.335,-0.088,0.411
1680038492160,2023-03-28T23:21:32.160,9.970,-1.286,-0.164,0.427
1680038492170,2023-03-28T23:21:32.170,9.980,-1.267,-0.174,0.397
1680038492180,2023-03-28T23:21:32.180,9.990,-1.259,-0.150,0.314
1680038492190,2023-03-28T23:21:32.190,10.000,-1.183,-0.155,0.189
1680038492200,2023-03-28T23:21:32.200,10.010,-1.106,-0.207,0.056
1680038492210,2023-03-28T23:21:32.210,10.020,-0.995,-0.244,0.111
1680038492220,2023-03-28T23:21:32.220,10.030,-0.944,-0.271,0.178
1680038492230,2023-03-28T23:21:32.230,10.040,-0.873,-0.312,0.218
1680038492240,2023-03-28T23:21:32.240,10.050,-0.770,-0.399,0.290
1680038492250,2023-03-28T23:21:32.250,10.060,-0.713,-0.514,0.306
1680038492260,2023-03-28T23:21:32.260,10.070,-0.720,-0.583,0.199
1680038492270,2023-03-28T23:21:32.270,10.080,-0.763,-0.667,0.104
1680038492280,2023-03-28T23:21:32.280,10.090,-0.762,-0.652,0.108
1680038492290,2023-03-28T23:21:32.290,10.100,-0.703,-0.604,0.245
1680038492300,2023-03-28T23:21:32.300,10.110,-0.700,-0.641,0.343
1680038492310,2023-03-28T23:21:32.310,10.120,-0.601,-0.708,0.355
1680038492320,2023-03-28T23:21:32.320,10.130,-0.461,-0.785,0.339
1680038492330,2023-03-28T23:21:32.330,10.140,-0.369,-0.896,0.357
1680038492340,2023-03-28T23:21:32.340,10.150,-0.327,-1.025,0.322
1680038492350,2023-03-28T23:21:32.350,10.160,-0.345,-1.098,0.247
1680038492360,2023-03-28T23:21:32.360,10.170,-0.420,-1.058,0.191
1680038492370,2023-03-28T23:21:32.370,10.180,-0.471,-0.929,0.154
1680038492380,2023-03-28T23:21:32.380,10.190,-0.487,-0.756,0.184
1680038492390,2023-03-28T23:21:32.390,10.200,-0.479,-0.607,0.234
1680038492400,2023-03-28T23:21:32.400,10.210,-0.478,-0.571,0.250
1680038492410,2023-03-28T23:21:32.410,10.220,-0.528,-0.641,0.251
1680038492420,2023-03-28T23:21:32.420,10.230,-0.594,-0.737,0.236
1680038492430,2023-03-28T23:21:32.430,10.240,-0.637,-0.793,0.219
1680038492440,2023-03-28T23:21:32.440,10.250,-0.671,-0.796,0.211
1680038492450,2023-03-28T23:21:32.450,10.260,-0.703,-0.774,0.183
1680038492460,2023-03-28T23:21:32.460,10.270,-0.694,-0.721,0.197
1680038492470,2023-03-28T23:21:32.470,10.280,-0.660,-0.622,0.271
1680038492480,2023-03-28T23:21:32.480,10.290,-0.682,-0.509,0.326
1680038492490,2023-03-28T23:21:32.490,10.300,-0.744,-0.421,0.352
1680038492500,2023-03-28T23:21:32.500,10.310,-0.801,-0.360,0.359
1680038492510,2023-03-28T23:21:32.510,10.320,-0.846,-0.346,0.331
1680038492520,2023-03-28T23:21:32.520,10.330,-0.904,-0.380,0.275
1680038492530,2023-03-28T23:21:32.530,10.340,-0.969,-0.414,0.228
1680038492540,2023-03-28T23:21:32.540,10.350,-1.028,-0.422,0.213
1680038492550,2023-03-28T23:21:32.550,10.360,-1.069,-0.359,0.220
1680038492560,2023-03-28T23:21:32.560,10.370,-1.103,-0.246,0.265
1680038492570,2023-03-28T23:21:32.570,10.380,-1.101,-0.146,0.311
1680038492580,2023-03-28T23:21:32.580,10.390,-1.100,-0.078,0.329
1680038492590,2023-03-28T23:21:32.590,10.400,-1.125,-0.022,0.317
1680038492600,2023-03-28T23:21:32.600,10.410,-1.157,0.020,0.301
1680038492610,2023-03-28T23:21:32.610,10.420,-1.157,0.040,0.282
1680038492620,2023-03-28T23:21:32.620,10.430,-1.129,0.047,0.234
1680038492630,2023-03-28T23:21:32.630,10.440,-1.110,0.033,0.173
1680038492640,2023-03-28T23:21:32.640,10.450,-1.103,0.013,0.139
1680038492650,2023-03-28T23:21:32.650,10.460,-1.080,0.023,0.141
1680038492660,2023-03-28T23:21:32.660,10.470,-1.038,0.022,0.164
1680038492670,2023-03-28T23:21:32.670,10.480,-1.016,0.019,0.156
1680038492680,2023-03-28T23:21:32.680,10.490,-1.015,0.045,0.143
1680038492690,2023-03-28T23:21:32.690,10.500,-1.028,0.093,0.146
1680038492700,2023-03-28T23:21:32.700,10.510,-1.064,0.139,0.176
1680038492710,2023-03-28T23:21:32.710,10.520,-1.076,0.101,0.254
1680038492720,2023-03-28T23:21:32.720,10.530,-1.042,-0.059,0.287
1680038492730,2023-03-28T23:21:32.730,10.540,-0.959,-0.200,0.267
1680038492740,2023-03-28T23:21:32.740,10.550,-0.855,-0.301,0.275
1680038492750,2023-03-28T23:21:32.750,10.560,-0.845,-0.277,0.240
1680038492760,2023-03-28T23:21:32.760,10.570,-0.864,-0.141,0.252
1680038492770,2023-03-28T23:21:32.770,10.580,-0.892,-0.009,0.274
1680038492780,2023-03-28T23:21:32.780,10.590,-0.927,0.088,0.253
1680038492790,2023-03-28T23:21:32.790,10.600,-0.952,0.179,0.231
1680038492800,2023-03-28T23:21:32.800,10.610,-0.960,0.221,0.211
1680038492810,2023-03-28T23:21:32.810,10.620,-0.948,0.174,0.195
1680038492820,2023-03-28T23:21:32.820,10.630,-0.925,0.075,0.172
1680038492830,2023-03-28T23:21:32.830,10.640,-0.900,-0.018,0.142
1680038492840,2023-03-28T23:21:32.840,10.650,-0.871,-0.097,0.116
1680038492850,2023-03-28T23:21:32.850,10.660,-0.845,-0.126,0.118
1680038492860,2023-03-28T23:21:32.860,10.670,-0.837,-0.119,0.147
1680038492870,2023-03-28T23:21:32.870,10.680,-0.861,-0.116,0.226
1680038492880,2023-03-28T23:21:32.880,10.690,-1.014,-0.129,0.366
1680038492890,2023-03-28T23:21:32.890,10.700,-1.555,0.013,0.188
