epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1680017581764,2023-03-28T17.33.01.764,3.630,0.033,-0.017,1.020
1680017581774,2023-03-28T17.33.01.774,3.640,0.032,-0.018,1.021
1680017581784,2023-03-28T17.33.01.784,3.650,0.032,-0.017,1.020
1680017581794,2023-03-28T17.33.01.794,3.660,0.031,-0.018,1.021
1680017581804,2023-03-28T17.33.01.804,3.670,0.031,-0.018,1.021
1680017581814,2023-03-28T17.33.01.814,3.680,0.032,-0.018,1.020
1680017581824,2023-03-28T17.33.01.824,3.690,0.033,-0.016,1.021
1680017581834,2023-03-28T17.33.01.834,3.700,0.033,-0.017,1.020
1680017581844,2023-03-28T17.33.01.844,3.710,0.031,-0.017,1.021
1680017581854,2023-03-28T17.33.01.854,3.720,0.031,-0.017,1.020
1680017581864,2023-03-28T17.33.01.864,3.730,0.031,-0.018,1.018
1680017581874,2023-03-28T17.33.01.874,3.740,0.032,-0.016,1.023
1680017581884,2023-03-28T17.33.01.884,3.750,0.030,-0.018,1.021
1680017581894,2023-03-28T17.33.01.894,3.760,0.032,-0.018,1.020
1680017581904,2023-03-28T17.33.01.904,3.770,0.032,-0.016,1.018
1680017581914,2023-03-28T17.33.01.914,3.780,0.032,-0.017,1.019
1680017581924,2023-03-28T17.33.01.924,3.790,0.030,-0.017,1.021
1680017581934,2023-03-28T17.33.01.934,3.800,0.031,-0.016,1.021
1680017581944,2023-03-28T17.33.01.944,3.810,0.032,-0.017,1.022
1680017581954,2023-03-28T17.33.01.954,3.820,0.032,-0.018,1.022
1680017581964,2023-03-28T17.33.01.964,3.830,0.029,-0.016,1.022
1680017581974,2023-03-28T17.33.01.974,3.840,0.030,-0.017,1.021
1680017581984,2023-03-28T17.33.01.984,3.850,0.031,-0.019,1.021
1680017581994,2023-03-28T17.33.01.994,3.860,0.032,-0.017,1.020
1680017582004,2023-03-28T17.33.02.004,3.870,0.031,-0.015,1.021
1680017582014,2023-03-28T17.33.02.014,3.880,0.030,-0.016,1.020
1680017582024,2023-03-28T17.33.02.024,3.890,0.031,-0.017,1.020
1680017582034,2023-03-28T17.33.02.034,3.900,0.031,-0.018,1.021
1680017582044,2023-03-28T17.33.02.044,3.910,0.029,-0.016,1.022
1680017582054,2023-03-28T17.33.02.054,3.920,0.031,-0.016,1.021
1680017582064,2023-03-28T17.33.02.064,3.930,0.030,-0.016,1.021
1680017582074,2023-03-28T17.33.02.074,3.940,0.030,-0.016,1.020
1680017582084,2023-03-28T17.33.02.084,3.950,0.031,-0.016,1.019
1680017582094,2023-03-28T17.33.02.094,3.960,0.032,-0.019,1.022
1680017582104,2023-03-28T17.33.02.104,3.970,0.031,-0.016,1.021
1680017582114,2023-03-28T17.33.02.114,3.980,0.030,-0.016,1.020
1680017582124,2023-03-28T17.33.02.124,3.990,0.032,-0.017,1.022
1680017582134,2023-03-28T17.33.02.134,4.000,0.033,-0.018,1.021
1680017582144,2023-03-28T17.33.02.144,4.010,0.031,-0.017,1.021
1680017582154,2023-03-28T17.33.02.154,4.020,0.032,-0.015,1.020
1680017582164,2023-03-28T17.33.02.164,4.030,0.031,-0.017,1.022
1680017582174,2023-03-28T17.33.02.174,4.040,0.032,-0.017,1.021
1680017582184,2023-03-28T17.33.02.184,4.050,0.034,-0.016,1.018
1680017582194,2023-03-28T17.33.02.194,4.060,0.034,-0.017,1.021
1680017582204,2023-03-28T17.33.02.204,4.070,0.031,-0.017,1.022
1680017582214,2023-03-28T17.33.02.214,4.080,0.031,-0.017,1.021
1680017582224,2023-03-28T17.33.02.224,4.090,0.033,-0.016,1.020
1680017582234,2023-03-28T17.33.02.234,4.100,0.033,-0.017,1.020
1680017582244,2023-03-28T17.33.02.244,4.110,0.033,-0.018,1.021
1680017582254,2023-03-28T17.33.02.254,4.120,0.032,-0.017,1.022
1680017582264,2023-03-28T17.33.02.264,4.130,0.031,-0.016,1.021
1680017582274,2023-03-28T17.33.02.274,4.140,0.031,-0.017,1.022
1680017582284,2023-03-28T17.33.02.284,4.150,0.033,-0.018,1.021
1680017582294,2023-03-28T17.33.02.294,4.160,0.031,-0.016,1.021
1680017582304,2023-03-28T17.33.02.304,4.170,0.030,-0.016,1.022
1680017582314,2023-03-28T17.33.02.314,4.180,0.030,-0.016,1.022
1680017582324,2023-03-28T17.33.02.324,4.190,0.032,-0.016,1.021
1680017582334,2023-03-28T17.33.02.334,4.200,0.033,-0.017,1.020
1680017582344,2023-03-28T17.33.02.344,4.210,0.031,-0.016,1.021
1680017582354,2023-03-28T17.33.02.354,4.220,0.032,-0.018,1.021
1680017582364,2023-03-28T17.33.02.364,4.230,0.032,-0.018,1.021
1680017582374,2023-03-28T17.33.02.374,4.240,0.030,-0.017,1.021
1680017582384,2023-03-28T17.33.02.384,4.250,0.032,-0.017,1.021
1680017582394,2023-03-28T17.33.02.394,4.260,0.032,-0.017,1.021
1680017582404,2023-03-28T17.33.02.404,4.270,0.032,-0.018,1.021
1680017582414,2023-03-28T17.33.02.414,4.280,0.031,-0.016,1.021
1680017582424,2023-03-28T17.33.02.424,4.290,0.032,-0.017,1.021
1680017582434,2023-03-28T17.33.02.434,4.300,0.032,-0.018,1.019
1680017582444,2023-03-28T17.33.02.444,4.310,0.032,-0.017,1.021
1680017582454,2023-03-28T17.33.02.454,4.320,0.034,-0.017,1.021
1680017582464,2023-03-28T17.33.02.464,4.330,0.032,-0.015,1.021
1680017582474,2023-03-28T17.33.02.474,4.340,0.030,-0.017,1.021
1680017582484,2023-03-28T17.33.02.484,4.350,0.032,-0.017,1.020
1680017582494,2023-03-28T17.33.02.494,4.360,0.030,-0.017,1.020
1680017582504,2023-03-28T17.33.02.504,4.370,0.031,-0.016,1.021
1680017582514,2023-03-28T17.33.02.514,4.380,0.031,-0.016,1.021
1680017582524,2023-03-28T17.33.02.524,4.390,0.033,-0.017,1.022
1680017582534,2023-03-28T17.33.02.534,4.400,0.032,-0.018,1.019
1680017582544,2023-03-28T17.33.02.544,4.410,0.033,-0.017,1.022
1680017582554,2023-03-28T17.33.02.554,4.420,0.032,-0.016,1.023
1680017582564,2023-03-28T17.33.02.564,4.430,0.032,-0.016,1.020
1680017582574,2023-03-28T17.33.02.574,4.440,0.032,-0.017,1.021
1680017582584,2023-03-28T17.33.02.584,4.450,0.031,-0.016,1.021
1680017582594,2023-03-28T17.33.02.594,4.460,0.032,-0.016,1.021
1680017582604,2023-03-28T17.33.02.604,4.470,0.031,-0.017,1.021
1680017582614,2023-03-28T17.33.02.614,4.480,0.032,-0.018,1.020
1680017582624,2023-03-28T17.33.02.624,4.490,0.033,-0.017,1.020
1680017582634,2023-03-28T17.33.02.634,4.500,0.032,-0.017,1.021
1680017582644,2023-03-28T17.33.02.644,4.510,0.032,-0.018,1.021
1680017582654,2023-03-28T17.33.02.654,4.520,0.033,-0.018,1.021
1680017582664,2023-03-28T17.33.02.664,4.530,0.032,-0.018,1.022
1680017582674,2023-03-28T17.33.02.674,4.540,0.031,-0.017,1.021
1680017582684,2023-03-28T17.33.02.684,4.550,0.031,-0.016,1.021
1680017582694,2023-03-28T17.33.02.694,4.560,0.031,-0.018,1.019
1680017582704,2023-03-28T17.33.02.704,4.570,0.031,-0.016,1.021
1680017582714,2023-03-28T17.33.02.714,4.580,0.030,-0.017,1.021
1680017582724,2023-03-28T17.33.02.724,4.590,0.032,-0.017,1.021
1680017582734,2023-03-28T17.33.02.734,4.600,0.033,-0.016,1.021
1680017582744,2023-03-28T17.33.02.744,4.610,0.032,-0.017,1.021
1680017582754,2023-03-28T17.33.02.754,4.620,0.030,-0.018,1.021
1680017582764,2023-03-28T17.33.02.764,4.630,0.031,-0.016,1.021
1680017582774,2023-03-28T17.33.02.774,4.640,0.033,-0.015,1.020
1680017582784,2023-03-28T17.33.02.784,4.650,0.032,-0.016,1.021
1680017582794,2023-03-28T17.33.02.794,4.660,0.032,-0.019,1.022
1680017582804,2023-03-28T17.33.02.804,4.670,0.031,-0.017,1.021
1680017582814,2023-03-28T17.33.02.814,4.680,0.032,-0.017,1.018
1680017582824,2023-03-28T17.33.02.824,4.690,0.032,-0.017,1.021
1680017582834,2023-03-28T17.33.02.834,4.700,0.031,-0.018,1.021
1680017582844,2023-03-28T17.33.02.844,4.710,0.032,-0.018,1.021
1680017582854,2023-03-28T17.33.02.854,4.720,0.032,-0.016,1.021
1680017582864,2023-03-28T17.33.02.864,4.730,0.030,-0.015,1.021
1680017582874,2023-03-28T17.33.02.874,4.740,0.032,-0.017,1.021
1680017582884,2023-03-28T17.33.02.884,4.750,0.031,-0.017,1.022
1680017582894,2023-03-28T17.33.02.894,4.760,0.032,-0.018,1.021
1680017582904,2023-03-28T17.33.02.904,4.770,0.032,-0.015,1.020
1680017582914,2023-03-28T17.33.02.914,4.780,0.030,-0.018,1.021
1680017582924,2023-03-28T17.33.02.924,4.790,0.031,-0.017,1.022
1680017582934,2023-03-28T17.33.02.934,4.800,0.031,-0.016,1.022
1680017582944,2023-03-28T17.33.02.944,4.810,0.031,-0.018,1.021
1680017582954,2023-03-28T17.33.02.954,4.820,0.028,-0.019,1.021
1680017582964,2023-03-28T17.33.02.964,4.830,0.030,-0.018,1.023
1680017582974,2023-03-28T17.33.02.974,4.840,0.030,-0.017,1.019
1680017582984,2023-03-28T17.33.02.984,4.850,0.029,-0.017,1.021
1680017582994,2023-03-28T17.33.02.994,4.860,0.030,-0.017,1.021
1680017583004,2023-03-28T17.33.03.004,4.870,0.031,-0.019,1.019
1680017583014,2023-03-28T17.33.03.014,4.880,0.032,-0.016,1.021
1680017583024,2023-03-28T17.33.03.024,4.890,0.034,-0.016,1.022
1680017583034,2023-03-28T17.33.03.034,4.900,0.031,-0.018,1.021
1680017583044,2023-03-28T17.33.03.044,4.910,0.031,-0.015,1.021
1680017583054,2023-03-28T17.33.03.054,4.920,0.032,-0.016,1.022
1680017583064,2023-03-28T17.33.03.064,4.930,0.030,-0.016,1.022
1680017583074,2023-03-28T17.33.03.074,4.940,0.031,-0.016,1.022
1680017583084,2023-03-28T17.33.03.084,4.950,0.031,-0.016,1.022
1680017583094,2023-03-28T17.33.03.094,4.960,0.031,-0.015,1.021
1680017583104,2023-03-28T17.33.03.104,4.970,0.031,-0.016,1.022
1680017583114,2023-03-28T17.33.03.114,4.980,0.031,-0.017,1.021
1680017583124,2023-03-28T17.33.03.124,4.990,0.033,-0.018,1.021
1680017583134,2023-03-28T17.33.03.134,5.000,0.032,-0.018,1.020
1680017583144,2023-03-28T17.33.03.144,5.010,0.032,-0.015,1.020
1680017583154,2023-03-28T17.33.03.154,5.020,0.032,-0.018,1.021
1680017583164,2023-03-28T17.33.03.164,5.030,0.032,-0.017,1.022
1680017583174,2023-03-28T17.33.03.174,5.040,0.031,-0.017,1.021
1680017583184,2023-03-28T17.33.03.184,5.050,0.034,-0.018,1.019
1680017583194,2023-03-28T17.33.03.194,5.060,0.032,-0.017,1.021
1680017583204,2023-03-28T17.33.03.204,5.070,0.031,-0.017,1.021
1680017583214,2023-03-28T17.33.03.214,5.080,0.032,-0.015,1.021
1680017583224,2023-03-28T17.33.03.224,5.090,0.033,-0.015,1.021
1680017583234,2023-03-28T17.33.03.234,5.100,0.033,-0.016,1.021
1680017583244,2023-03-28T17.33.03.244,5.110,0.031,-0.015,1.022
1680017583254,2023-03-28T17.33.03.254,5.120,0.031,-0.017,1.021
1680017583264,2023-03-28T17.33.03.264,5.130,0.031,-0.019,1.021
1680017583274,2023-03-28T17.33.03.274,5.140,0.031,-0.017,1.023
1680017583284,2023-03-28T17.33.03.284,5.150,0.031,-0.016,1.022
1680017583294,2023-03-28T17.33.03.294,5.160,0.033,-0.017,1.020
1680017583304,2023-03-28T17.33.03.304,5.170,0.030,-0.016,1.021
1680017583314,2023-03-28T17.33.03.314,5.180,0.029,-0.017,1.020
1680017583324,2023-03-28T17.33.03.324,5.190,0.030,-0.018,1.021
1680017583334,2023-03-28T17.33.03.334,5.200,0.032,-0.018,1.020
1680017583344,2023-03-28T17.33.03.344,5.210,0.032,-0.017,1.021
1680017583354,2023-03-28T17.33.03.354,5.220,0.032,-0.016,1.021
1680017583364,2023-03-28T17.33.03.364,5.230,0.031,-0.016,1.021
1680017583374,2023-03-28T17.33.03.374,5.240,0.033,-0.017,1.021
1680017583384,2023-03-28T17.33.03.384,5.250,0.033,-0.018,1.021
1680017583394,2023-03-28T17.33.03.394,5.260,0.031,-0.019,1.021
1680017583404,2023-03-28T17.33.03.404,5.270,0.030,-0.016,1.021
1680017583414,2023-03-28T17.33.03.414,5.280,0.031,-0.016,1.021
1680017583424,2023-03-28T17.33.03.424,5.290,0.032,-0.017,1.022
1680017583434,2023-03-28T17.33.03.434,5.300,0.032,-0.018,1.022
1680017583444,2023-03-28T17.33.03.444,5.310,0.032,-0.015,1.023
1680017583454,2023-03-28T17.33.03.454,5.320,0.031,-0.017,1.020
1680017583464,2023-03-28T17.33.03.464,5.330,0.031,-0.018,1.021
1680017583474,2023-03-28T17.33.03.474,5.340,0.032,-0.018,1.021
1680017583484,2023-03-28T17.33.03.484,5.350,0.030,-0.017,1.020
1680017583494,2023-03-28T17.33.03.494,5.360,0.030,-0.015,1.021
1680017583504,2023-03-28T17.33.03.504,5.370,0.030,-0.016,1.021
1680017583514,2023-03-28T17.33.03.514,5.380,0.032,-0.016,1.021
1680017583524,2023-03-28T17.33.03.524,5.390,0.031,-0.017,1.020
1680017583534,2023-03-28T17.33.03.534,5.400,0.032,-0.017,1.023
1680017583544,2023-03-28T17.33.03.544,5.410,0.032,-0.017,1.020
1680017583554,2023-03-28T17.33.03.554,5.420,0.030,-0.017,1.020
1680017583564,2023-03-28T17.33.03.564,5.430,0.032,-0.018,1.021
1680017583574,2023-03-28T17.33.03.574,5.440,0.032,-0.017,1.021
1680017583584,2023-03-28T17.33.03.584,5.450,0.032,-0.017,1.021
1680017583594,2023-03-28T17.33.03.594,5.460,0.032,-0.017,1.021
1680017583604,2023-03-28T17.33.03.604,5.470,0.031,-0.016,1.019
1680017583614,2023-03-28T17.33.03.614,5.480,0.031,-0.017,1.022
1680017583624,2023-03-28T17.33.03.624,5.490,0.031,-0.018,1.021
1680017583634,2023-03-28T17.33.03.634,5.500,0.031,-0.018,1.020
1680017583644,2023-03-28T17.33.03.644,5.510,0.032,-0.017,1.021
1680017583654,2023-03-28T17.33.03.654,5.520,0.033,-0.017,1.021
1680017583664,2023-03-28T17.33.03.664,5.530,0.031,-0.018,1.019
1680017583674,2023-03-28T17.33.03.674,5.540,0.031,-0.016,1.021
1680017583684,2023-03-28T17.33.03.684,5.550,0.031,-0.017,1.021
1680017583694,2023-03-28T17.33.03.694,5.560,0.031,-0.017,1.021
1680017583704,2023-03-28T17.33.03.704,5.570,0.031,-0.018,1.020
1680017583714,2023-03-28T17.33.03.714,5.580,0.030,-0.017,1.020
1680017583724,2023-03-28T17.33.03.724,5.590,0.030,-0.016,1.021
1680017583734,2023-03-28T17.33.03.734,5.600,0.030,-0.017,1.020
1680017583744,2023-03-28T17.33.03.744,5.610,0.031,-0.018,1.020
1680017583754,2023-03-28T17.33.03.754,5.620,0.032,-0.017,1.021
1680017583764,2023-03-28T17.33.03.764,5.630,0.030,-0.017,1.022
1680017583774,2023-03-28T17.33.03.774,5.640,0.030,-0.017,1.021
1680017583784,2023-03-28T17.33.03.784,5.650,0.029,-0.017,1.021
1680017583794,2023-03-28T17.33.03.794,5.660,0.032,-0.016,1.021
1680017583804,2023-03-28T17.33.03.804,5.670,0.031,-0.016,1.022
1680017583814,2023-03-28T17.33.03.814,5.680,0.029,-0.016,1.021
1680017583824,2023-03-28T17.33.03.824,5.690,0.031,-0.018,1.021
1680017583834,2023-03-28T17.33.03.834,5.700,0.032,-0.017,1.021
1680017583844,2023-03-28T17.33.03.844,5.710,0.032,-0.018,1.023
1680017583854,2023-03-28T17.33.03.854,5.720,0.032,-0.017,1.022
1680017583864,2023-03-28T17.33.03.864,5.730,0.031,-0.017,1.021
1680017583874,2023-03-28T17.33.03.874,5.740,0.031,-0.019,1.020
1680017583884,2023-03-28T17.33.03.884,5.750,0.031,-0.018,1.022
1680017583894,2023-03-28T17.33.03.894,5.760,0.031,-0.016,1.021
1680017583904,2023-03-28T17.33.03.904,5.770,0.031,-0.019,1.021
1680017583914,2023-03-28T17.33.03.914,5.780,0.031,-0.017,1.022
1680017583924,2023-03-28T17.33.03.924,5.790,0.033,-0.018,1.021
1680017583934,2023-03-28T17.33.03.934,5.800,0.031,-0.018,1.020
1680017583944,2023-03-28T17.33.03.944,5.810,0.030,-0.017,1.023
1680017583954,2023-03-28T17.33.03.954,5.820,0.033,-0.016,1.021
1680017583964,2023-03-28T17.33.03.964,5.830,0.031,-0.016,1.019
1680017583974,2023-03-28T17.33.03.974,5.840,0.032,-0.018,1.021
1680017583984,2023-03-28T17.33.03.984,5.850,0.032,-0.017,1.021
1680017583994,2023-03-28T17.33.03.994,5.860,0.030,-0.017,1.020
1680017584004,2023-03-28T17.33.04.004,5.870,0.032,-0.017,1.023
1680017584014,2023-03-28T17.33.04.014,5.880,0.032,-0.017,1.021
1680017584024,2023-03-28T17.33.04.024,5.890,0.032,-0.017,1.021
1680017584034,2023-03-28T17.33.04.034,5.900,0.032,-0.015,1.021
1680017584044,2023-03-28T17.33.04.044,5.910,0.031,-0.016,1.021
1680017584054,2023-03-28T17.33.04.054,5.920,0.030,-0.017,1.021
1680017584064,2023-03-28T17.33.04.064,5.930,0.029,-0.017,1.021
1680017584074,2023-03-28T17.33.04.074,5.940,0.032,-0.017,1.021
1680017584084,2023-03-28T17.33.04.084,5.950,0.032,-0.016,1.020
1680017584094,2023-03-28T17.33.04.094,5.960,0.031,-0.017,1.021
1680017584104,2023-03-28T17.33.04.104,5.970,0.031,-0.017,1.021
1680017584114,2023-03-28T17.33.04.114,5.980,0.033,-0.019,1.020
1680017584124,2023-03-28T17.33.04.124,5.990,0.031,-0.017,1.019
1680017584134,2023-03-28T17.33.04.134,6.000,0.030,-0.016,1.020
1680017584144,2023-03-28T17.33.04.144,6.010,0.032,-0.016,1.019
1680017584154,2023-03-28T17.33.04.154,6.020,0.031,-0.015,1.021
1680017584164,2023-03-28T17.33.04.164,6.030,0.032,-0.017,1.021
1680017584174,2023-03-28T17.33.04.174,6.040,0.030,-0.017,1.021
1680017584184,2023-03-28T17.33.04.184,6.050,0.030,-0.015,1.020
1680017584194,2023-03-28T17.33.04.194,6.060,0.033,-0.016,1.021
1680017584204,2023-03-28T17.33.04.204,6.070,0.032,-0.017,1.020
1680017584214,2023-03-28T17.33.04.214,6.080,0.031,-0.015,1.022
1680017584224,2023-03-28T17.33.04.224,6.090,0.030,-0.017,1.021
1680017584234,2023-03-28T17.33.04.234,6.100,0.031,-0.016,1.021
1680017584244,2023-03-28T17.33.04.244,6.110,0.031,-0.017,1.021
1680017584254,2023-03-28T17.33.04.254,6.120,0.032,-0.016,1.021
1680017584264,2023-03-28T17.33.04.264,6.130,0.029,-0.017,1.021
1680017584274,2023-03-28T17.33.04.274,6.140,0.030,-0.017,1.020
1680017584284,2023-03-28T17.33.04.284,6.150,0.032,-0.017,1.023
1680017584294,2023-03-28T17.33.04.294,6.160,0.031,-0.018,1.021
1680017584304,2023-03-28T17.33.04.304,6.170,0.032,-0.018,1.021
1680017584314,2023-03-28T17.33.04.314,6.180,0.031,-0.016,1.021
1680017584324,2023-03-28T17.33.04.324,6.190,0.031,-0.016,1.021
1680017584334,2023-03-28T17.33.04.334,6.200,0.032,-0.017,1.022
1680017584344,2023-03-28T17.33.04.344,6.210,0.030,-0.016,1.021
1680017584354,2023-03-28T17.33.04.354,6.220,0.031,-0.017,1.021
1680017584364,2023-03-28T17.33.04.364,6.230,0.031,-0.017,1.020
1680017584374,2023-03-28T17.33.04.374,6.240,0.030,-0.016,1.021
1680017584384,2023-03-28T17.33.04.384,6.250,0.031,-0.015,1.020
1680017584394,2023-03-28T17.33.04.394,6.260,0.031,-0.014,1.021
1680017584404,2023-03-28T17.33.04.404,6.270,0.032,-0.016,1.022
1680017584414,2023-03-28T17.33.04.414,6.280,0.032,-0.016,1.021
1680017584424,2023-03-28T17.33.04.424,6.290,0.031,-0.017,1.022
1680017584434,2023-03-28T17.33.04.434,6.300,0.032,-0.017,1.021
1680017584444,2023-03-28T17.33.04.444,6.310,0.032,-0.016,1.020
1680017584454,2023-03-28T17.33.04.454,6.320,0.032,-0.018,1.021
1680017584464,2023-03-28T17.33.04.464,6.330,0.031,-0.018,1.022
1680017584474,2023-03-28T17.33.04.474,6.340,0.030,-0.016,1.021
1680017584484,2023-03-28T17.33.04.484,6.350,0.029,-0.018,1.022
1680017584494,2023-03-28T17.33.04.494,6.360,0.032,-0.018,1.021
1680017584504,2023-03-28T17.33.04.504,6.370,0.031,-0.017,1.021
1680017584514,2023-03-28T17.33.04.514,6.380,0.032,-0.017,1.021
1680017584524,2023-03-28T17.33.04.524,6.390,0.033,-0.017,1.021
1680017584534,2023-03-28T17.33.04.534,6.400,0.032,-0.017,1.020
1680017584544,2023-03-28T17.33.04.544,6.410,0.030,-0.017,1.019
1680017584554,2023-03-28T17.33.04.554,6.420,0.032,-0.017,1.020
1680017584564,2023-03-28T17.33.04.564,6.430,0.031,-0.018,1.021
1680017584574,2023-03-28T17.33.04.574,6.440,0.030,-0.016,1.021
1680017584584,2023-03-28T17.33.04.584,6.450,0.032,-0.017,1.021
1680017584594,2023-03-28T17.33.04.594,6.460,0.031,-0.017,1.021
1680017584604,2023-03-28T17.33.04.604,6.470,0.030,-0.017,1.021
1680017584614,2023-03-28T17.33.04.614,6.480,0.030,-0.017,1.021
1680017584624,2023-03-28T17.33.04.624,6.490,0.031,-0.017,1.022
1680017584634,2023-03-28T17.33.04.634,6.500,0.032,-0.017,1.021
1680017584644,2023-03-28T17.33.04.644,6.510,0.031,-0.018,1.021
1680017584654,2023-03-28T17.33.04.654,6.520,0.030,-0.017,1.021
1680017584664,2023-03-28T17.33.04.664,6.530,0.031,-0.018,1.023
1680017584674,2023-03-28T17.33.04.674,6.540,0.031,-0.017,1.021
1680017584684,2023-03-28T17.33.04.684,6.550,0.033,-0.018,1.020
1680017584694,2023-03-28T17.33.04.694,6.560,0.031,-0.016,1.021
1680017584704,2023-03-28T17.33.04.704,6.570,0.031,-0.017,1.021
1680017584714,2023-03-28T17.33.04.714,6.580,0.032,-0.018,1.019
1680017584724,2023-03-28T17.33.04.724,6.590,0.032,-0.018,1.020
1680017584734,2023-03-28T17.33.04.734,6.600,0.031,-0.016,1.022
1680017584744,2023-03-28T17.33.04.744,6.610,0.030,-0.017,1.021
1680017584754,2023-03-28T17.33.04.754,6.620,0.030,-0.017,1.024
1680017584764,2023-03-28T17.33.04.764,6.630,0.031,-0.016,1.023
1680017584774,2023-03-28T17.33.04.774,6.640,0.029,-0.017,1.020
1680017584784,2023-03-28T17.33.04.784,6.650,0.031,-0.017,1.022
1680017584794,2023-03-28T17.33.04.794,6.660,0.030,-0.017,1.021
1680017584804,2023-03-28T17.33.04.804,6.670,0.031,-0.017,1.020
1680017584814,2023-03-28T17.33.04.814,6.680,0.031,-0.018,1.021
1680017584824,2023-03-28T17.33.04.824,6.690,0.031,-0.018,1.020
1680017584834,2023-03-28T17.33.04.834,6.700,0.031,-0.017,1.021
1680017584844,2023-03-28T17.33.04.844,6.710,0.030,-0.018,1.022
1680017584854,2023-03-28T17.33.04.854,6.720,0.031,-0.017,1.022
1680017584864,2023-03-28T17.33.04.864,6.730,0.032,-0.017,1.022
1680017584874,2023-03-28T17.33.04.874,6.740,0.030,-0.017,1.021
1680017584884,2023-03-28T17.33.04.884,6.750,0.032,-0.017,1.019
1680017584894,2023-03-28T17.33.04.894,6.760,0.034,-0.017,1.020
1680017584904,2023-03-28T17.33.04.904,6.770,0.031,-0.017,1.022
1680017584914,2023-03-28T17.33.04.914,6.780,0.031,-0.016,1.021
1680017584924,2023-03-28T17.33.04.924,6.790,0.033,-0.017,1.020
1680017584934,2023-03-28T17.33.04.934,6.800,0.032,-0.016,1.020
1680017584944,2023-03-28T17.33.04.944,6.810,0.032,-0.016,1.021
1680017584954,2023-03-28T17.33.04.954,6.820,0.032,-0.018,1.022
1680017584964,2023-03-28T17.33.04.964,6.830,0.034,-0.017,1.021
1680017584974,2023-03-28T17.33.04.974,6.840,0.031,-0.017,1.021
1680017584984,2023-03-28T17.33.04.984,6.850,0.030,-0.017,1.021
1680017584994,2023-03-28T17.33.04.994,6.860,0.030,-0.017,1.021
1680017585004,2023-03-28T17.33.05.004,6.870,0.029,-0.016,1.020
1680017585014,2023-03-28T17.33.05.014,6.880,0.032,-0.016,1.020
1680017585024,2023-03-28T17.33.05.024,6.890,0.031,-0.016,1.021
1680017585034,2023-03-28T17.33.05.034,6.900,0.032,-0.017,1.021
1680017585044,2023-03-28T17.33.05.044,6.910,0.032,-0.019,1.022
1680017585054,2023-03-28T17.33.05.054,6.920,0.032,-0.015,1.020
1680017585064,2023-03-28T17.33.05.064,6.930,0.032,-0.016,1.019
1680017585074,2023-03-28T17.33.05.074,6.940,0.029,-0.016,1.020
1680017585084,2023-03-28T17.33.05.084,6.950,0.031,-0.014,1.021
1680017585094,2023-03-28T17.33.05.094,6.960,0.033,-0.015,1.020
1680017585104,2023-03-28T17.33.05.104,6.970,0.030,-0.018,1.021
1680017585114,2023-03-28T17.33.05.114,6.980,0.031,-0.018,1.022
1680017585124,2023-03-28T17.33.05.124,6.990,0.033,-0.017,1.022
1680017585134,2023-03-28T17.33.05.134,7.000,0.030,-0.017,1.021
1680017585144,2023-03-28T17.33.05.144,7.010,0.032,-0.017,1.021
1680017585154,2023-03-28T17.33.05.154,7.020,0.031,-0.016,1.022
1680017585164,2023-03-28T17.33.05.164,7.030,0.031,-0.015,1.022
1680017585174,2023-03-28T17.33.05.174,7.040,0.032,-0.018,1.020
1680017585184,2023-03-28T17.33.05.184,7.050,0.031,-0.017,1.021
1680017585194,2023-03-28T17.33.05.194,7.060,0.030,-0.017,1.023
1680017585204,2023-03-28T17.33.05.204,7.070,0.031,-0.017,1.021
1680017585214,2023-03-28T17.33.05.214,7.080,0.030,-0.019,1.022
1680017585224,2023-03-28T17.33.05.224,7.090,0.031,-0.016,1.021
1680017585234,2023-03-28T17.33.05.234,7.100,0.032,-0.017,1.020
1680017585244,2023-03-28T17.33.05.244,7.110,0.033,-0.017,1.022
1680017585254,2023-03-28T17.33.05.254,7.120,0.031,-0.016,1.021
1680017585264,2023-03-28T17.33.05.264,7.130,0.030,-0.017,1.021
1680017585274,2023-03-28T17.33.05.274,7.140,0.030,-0.017,1.021
1680017585284,2023-03-28T17.33.05.284,7.150,0.032,-0.015,1.021
1680017585294,2023-03-28T17.33.05.294,7.160,0.032,-0.017,1.022
1680017585304,2023-03-28T17.33.05.304,7.170,0.031,-0.017,1.019
1680017585314,2023-03-28T17.33.05.314,7.180,0.031,-0.017,1.021
1680017585324,2023-03-28T17.33.05.324,7.190,0.032,-0.017,1.021
1680017585334,2023-03-28T17.33.05.334,7.200,0.030,-0.018,1.019
1680017585344,2023-03-28T17.33.05.344,7.210,0.030,-0.015,1.021
1680017585354,2023-03-28T17.33.05.354,7.220,0.029,-0.016,1.021
1680017585364,2023-03-28T17.33.05.364,7.230,0.029,-0.017,1.021
1680017585374,2023-03-28T17.33.05.374,7.240,0.032,-0.017,1.020
1680017585384,2023-03-28T17.33.05.384,7.250,0.032,-0.016,1.021
1680017585394,2023-03-28T17.33.05.394,7.260,0.030,-0.018,1.021
1680017585404,2023-03-28T17.33.05.404,7.270,0.032,-0.015,1.021
1680017585414,2023-03-28T17.33.05.414,7.280,0.030,-0.016,1.023
1680017585424,2023-03-28T17.33.05.424,7.290,0.031,-0.017,1.022
