epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1680017585434,2023-03-28T17.33.05.434,7.300,0.032,-0.016,1.021
1680017585444,2023-03-28T17.33.05.444,7.310,0.032,-0.017,1.020
1680017585454,2023-03-28T17.33.05.454,7.320,0.029,-0.016,1.021
1680017585464,2023-03-28T17.33.05.464,7.330,0.030,-0.016,1.021
1680017585474,2023-03-28T17.33.05.474,7.340,0.034,-0.017,1.020
1680017585484,2023-03-28T17.33.05.484,7.350,0.032,-0.017,1.020
1680017585494,2023-03-28T17.33.05.494,7.360,0.032,-0.016,1.021
1680017585504,2023-03-28T17.33.05.504,7.370,0.030,-0.016,1.021
1680017585514,2023-03-28T17.33.05.514,7.380,0.030,-0.018,1.020
1680017585524,2023-03-28T17.33.05.524,7.390,0.031,-0.018,1.020
1680017585534,2023-03-28T17.33.05.534,7.400,0.030,-0.017,1.021
1680017585544,2023-03-28T17.33.05.544,7.410,0.031,-0.017,1.022
1680017585554,2023-03-28T17.33.05.554,7.420,0.030,-0.017,1.021
1680017585564,2023-03-28T17.33.05.564,7.430,0.033,-0.018,1.022
1680017585574,2023-03-28T17.33.05.574,7.440,0.033,-0.016,1.021
1680017585584,2023-03-28T17.33.05.584,7.450,0.032,-0.018,1.024
1680017585594,2023-03-28T17.33.05.594,7.460,0.031,-0.018,1.022
1680017585604,2023-03-28T17.33.05.604,7.470,0.031,-0.017,1.021
1680017585614,2023-03-28T17.33.05.614,7.480,0.031,-0.017,1.019
1680017585624,2023-03-28T17.33.05.624,7.490,0.033,-0.017,1.020
1680017585634,2023-03-28T17.33.05.634,7.500,0.030,-0.016,1.020
1680017585644,2023-03-28T17.33.05.644,7.510,0.031,-0.016,1.021
1680017585654,2023-03-28T17.33.05.654,7.520,0.031,-0.017,1.022
1680017585664,2023-03-28T17.33.05.664,7.530,0.029,-0.016,1.022
1680017585674,2023-03-28T17.33.05.674,7.540,0.030,-0.017,1.022
1680017585684,2023-03-28T17.33.05.684,7.550,0.032,-0.017,1.021
1680017585694,2023-03-28T17.33.05.694,7.560,0.033,-0.017,1.022
1680017585704,2023-03-28T17.33.05.704,7.570,0.030,-0.017,1.021
1680017585714,2023-03-28T17.33.05.714,7.580,0.033,-0.015,1.021
1680017585724,2023-03-28T17.33.05.724,7.590,0.033,-0.016,1.020
1680017585734,2023-03-28T17.33.05.734,7.600,0.032,-0.016,1.021
1680017585744,2023-03-28T17.33.05.744,7.610,0.032,-0.018,1.022
1680017585754,2023-03-28T17.33.05.754,7.620,0.032,-0.017,1.022
1680017585764,2023-03-28T17.33.05.764,7.630,0.031,-0.016,1.021
1680017585774,2023-03-28T17.33.05.774,7.640,0.030,-0.017,1.021
1680017585784,2023-03-28T17.33.05.784,7.650,0.031,-0.018,1.020
1680017585794,2023-03-28T17.33.05.794,7.660,0.032,-0.017,1.021
1680017585804,2023-03-28T17.33.05.804,7.670,0.031,-0.017,1.021
1680017585814,2023-03-28T17.33.05.814,7.680,0.031,-0.016,1.021
1680017585824,2023-03-28T17.33.05.824,7.690,0.030,-0.017,1.021
1680017585834,2023-03-28T17.33.05.834,7.700,0.031,-0.018,1.021
1680017585844,2023-03-28T17.33.05.844,7.710,0.032,-0.017,1.021
1680017585854,2023-03-28T17.33.05.854,7.720,0.030,-0.018,1.018
1680017585864,2023-03-28T17.33.05.864,7.730,0.030,-0.015,1.020
1680017585874,2023-03-28T17.33.05.874,7.740,0.031,-0.016,1.021
1680017585884,2023-03-28T17.33.05.884,7.750,0.031,-0.016,1.022
1680017585894,2023-03-28T17.33.05.894,7.760,0.031,-0.017,1.021
1680017585904,2023-03-28T17.33.05.904,7.770,0.030,-0.017,1.020
1680017585914,2023-03-28T17.33.05.914,7.780,0.033,-0.017,1.020
1680017585924,2023-03-28T17.33.05.924,7.790,0.032,-0.016,1.021
1680017585934,2023-03-28T17.33.05.934,7.800,0.033,-0.018,1.022
1680017585944,2023-03-28T17.33.05.944,7.810,0.032,-0.017,1.022
1680017585954,2023-03-28T17.33.05.954,7.820,0.032,-0.016,1.021
1680017585964,2023-03-28T17.33.05.964,7.830,0.030,-0.016,1.020
1680017585974,2023-03-28T17.33.05.974,7.840,0.030,-0.017,1.021
1680017585984,2023-03-28T17.33.05.984,7.850,0.031,-0.017,1.023
1680017585994,2023-03-28T17.33.05.994,7.860,0.030,-0.018,1.015
1680017586004,2023-03-28T17.33.06.004,7.870,0.030,-0.019,1.023
1680017586014,2023-03-28T17.33.06.014,7.880,0.033,-0.016,1.023
1680017586024,2023-03-28T17.33.06.024,7.890,0.032,-0.014,1.017
1680017586034,2023-03-28T17.33.06.034,7.900,0.030,-0.017,1.020
1680017586044,2023-03-28T17.33.06.044,7.910,0.031,-0.017,1.021
1680017586054,2023-03-28T17.33.06.054,7.920,0.031,-0.016,1.021
1680017586064,2023-03-28T17.33.06.064,7.930,0.032,-0.018,1.022
1680017586074,2023-03-28T17.33.06.074,7.940,0.032,-0.017,1.021
1680017586084,2023-03-28T17.33.06.084,7.950,0.031,-0.018,1.021
1680017586094,2023-03-28T17.33.06.094,7.960,0.030,-0.017,1.021
1680017586104,2023-03-28T17.33.06.104,7.970,0.030,-0.016,1.020
1680017586114,2023-03-28T17.33.06.114,7.980,0.032,-0.019,1.021
1680017586124,2023-03-28T17.33.06.124,7.990,0.032,-0.019,1.021
1680017586134,2023-03-28T17.33.06.134,8.000,0.031,-0.015,1.021
1680017586144,2023-03-28T17.33.06.144,8.010,0.031,-0.018,1.021
1680017586154,2023-03-28T17.33.06.154,8.020,0.030,-0.019,1.021
1680017586164,2023-03-28T17.33.06.164,8.030,0.033,-0.016,1.021
1680017586174,2023-03-28T17.33.06.174,8.040,0.032,-0.016,1.020
1680017586184,2023-03-28T17.33.06.184,8.050,0.031,-0.016,1.020
1680017586194,2023-03-28T17.33.06.194,8.060,0.031,-0.016,1.021
1680017586204,2023-03-28T17.33.06.204,8.070,0.030,-0.017,1.021
1680017586214,2023-03-28T17.33.06.214,8.080,0.031,-0.018,1.021
1680017586224,2023-03-28T17.33.06.224,8.090,0.032,-0.019,1.021
1680017586234,2023-03-28T17.33.06.234,8.100,0.031,-0.016,1.021
1680017586244,2023-03-28T17.33.06.244,8.110,0.031,-0.016,1.021
1680017586254,2023-03-28T17.33.06.254,8.120,0.032,-0.016,1.021
1680017586264,2023-03-28T17.33.06.264,8.130,0.033,-0.017,1.021
1680017586274,2023-03-28T17.33.06.274,8.140,0.033,-0.018,1.019
1680017586284,2023-03-28T17.33.06.284,8.150,0.030,-0.017,1.024
1680017586294,2023-03-28T17.33.06.294,8.160,0.031,-0.017,1.022
1680017586304,2023-03-28T17.33.06.304,8.170,0.031,-0.016,1.019
1680017586314,2023-03-28T17.33.06.314,8.180,0.031,-0.017,1.020
1680017586324,2023-03-28T17.33.06.324,8.190,0.032,-0.015,1.022
1680017586334,2023-03-28T17.33.06.334,8.200,0.030,-0.016,1.018
1680017586344,2023-03-28T17.33.06.344,8.210,0.031,-0.018,1.020
1680017586354,2023-03-28T17.33.06.354,8.220,0.031,-0.018,1.022
1680017586364,2023-03-28T17.33.06.364,8.230,0.030,-0.017,1.021
1680017586374,2023-03-28T17.33.06.374,8.240,0.031,-0.016,1.022
1680017586384,2023-03-28T17.33.06.384,8.250,0.029,-0.018,1.014
1680017586394,2023-03-28T17.33.06.394,8.260,0.031,-0.017,1.023
1680017586404,2023-03-28T17.33.06.404,8.270,0.032,-0.017,1.022
1680017586414,2023-03-28T17.33.06.414,8.280,0.032,-0.016,1.015
1680017586424,2023-03-28T17.33.06.424,8.290,0.032,-0.020,1.022
1680017586434,2023-03-28T17.33.06.434,8.300,0.030,-0.021,1.020
1680017586444,2023-03-28T17.33.06.444,8.310,0.030,-0.019,1.021
1680017586454,2023-03-28T17.33.06.454,8.320,0.031,-0.016,1.022
1680017586464,2023-03-28T17.33.06.464,8.330,0.032,-0.014,1.017
1680017586474,2023-03-28T17.33.06.474,8.340,0.030,-0.014,1.021
1680017586484,2023-03-28T17.33.06.484,8.350,0.031,-0.015,1.021
1680017586494,2023-03-28T17.33.06.494,8.360,0.033,-0.019,1.019
1680017586504,2023-03-28T17.33.06.504,8.370,0.034,-0.018,1.021
1680017586514,2023-03-28T17.33.06.514,8.380,0.031,-0.020,1.022
1680017586524,2023-03-28T17.33.06.524,8.390,0.030,-0.019,1.019
1680017586534,2023-03-28T17.33.06.534,8.400,0.028,-0.016,1.020
1680017586544,2023-03-28T17.33.06.544,8.410,0.030,-0.014,1.022
1680017586554,2023-03-28T17.33.06.554,8.420,0.033,-0.015,1.021
1680017586564,2023-03-28T17.33.06.564,8.430,0.032,-0.016,1.021
1680017586574,2023-03-28T17.33.06.574,8.440,0.032,-0.020,1.021
1680017586584,2023-03-28T17.33.06.584,8.450,0.032,-0.021,1.021
1680017586594,2023-03-28T17.33.06.594,8.460,0.034,-0.018,1.022
1680017586604,2023-03-28T17.33.06.604,8.470,0.031,-0.014,1.021
1680017586614,2023-03-28T17.33.06.614,8.480,0.030,-0.015,1.021
1680017586624,2023-03-28T17.33.06.624,8.490,0.032,-0.016,1.021
1680017586634,2023-03-28T17.33.06.634,8.500,0.031,-0.016,1.020
1680017586644,2023-03-28T17.33.06.644,8.510,0.033,-0.018,1.020
1680017586654,2023-03-28T17.33.06.654,8.520,0.032,-0.018,1.019
1680017586664,2023-03-28T17.33.06.664,8.530,0.034,-0.017,1.019
1680017586674,2023-03-28T17.33.06.674,8.540,0.031,-0.015,1.022
1680017586684,2023-03-28T17.33.06.684,8.550,0.030,-0.013,1.021
1680017586694,2023-03-28T17.33.06.694,8.560,0.031,-0.016,1.021
1680017586704,2023-03-28T17.33.06.704,8.570,0.032,-0.016,1.023
1680017586714,2023-03-28T17.33.06.714,8.580,0.034,-0.019,1.019
1680017586724,2023-03-28T17.33.06.724,8.590,0.032,-0.018,1.019
1680017586734,2023-03-28T17.33.06.734,8.600,0.032,-0.016,1.023
1680017586744,2023-03-28T17.33.06.744,8.610,0.031,-0.015,1.021
1680017586754,2023-03-28T17.33.06.754,8.620,0.030,-0.015,1.024
1680017586764,2023-03-28T17.33.06.764,8.630,0.028,-0.017,1.019
1680017586774,2023-03-28T17.33.06.774,8.640,0.032,-0.018,1.017
1680017586784,2023-03-28T17.33.06.784,8.650,0.031,-0.018,1.022
1680017586794,2023-03-28T17.33.06.794,8.660,0.033,-0.017,1.021
1680017586804,2023-03-28T17.33.06.804,8.670,0.033,-0.017,1.020
1680017586814,2023-03-28T17.33.06.814,8.680,0.033,-0.016,1.021
1680017586824,2023-03-28T17.33.06.824,8.690,0.032,-0.016,1.022
1680017586834,2023-03-28T17.33.06.834,8.700,0.031,-0.016,1.020
1680017586844,2023-03-28T17.33.06.844,8.710,0.032,-0.017,1.020
1680017586854,2023-03-28T17.33.06.854,8.720,0.030,-0.015,1.019
1680017586864,2023-03-28T17.33.06.864,8.730,0.031,-0.017,1.021
1680017586874,2023-03-28T17.33.06.874,8.740,0.033,-0.019,1.023
1680017586884,2023-03-28T17.33.06.884,8.750,0.032,-0.017,1.020
1680017586894,2023-03-28T17.33.06.894,8.760,0.033,-0.015,1.020
1680017586904,2023-03-28T17.33.06.904,8.770,0.031,-0.015,1.021
1680017586914,2023-03-28T17.33.06.914,8.780,0.030,-0.015,1.021
1680017586924,2023-03-28T17.33.06.924,8.790,0.031,-0.017,1.020
1680017586934,2023-03-28T17.33.06.934,8.800,0.030,-0.018,1.021
1680017586944,2023-03-28T17.33.06.944,8.810,0.030,-0.017,1.020
1680017586954,2023-03-28T17.33.06.954,8.820,0.031,-0.018,1.020
1680017586964,2023-03-28T17.33.06.964,8.830,0.032,-0.015,1.021
1680017586974,2023-03-28T17.33.06.974,8.840,0.031,-0.014,1.022
1680017586984,2023-03-28T17.33.06.984,8.850,0.031,-0.015,1.019
1680017586994,2023-03-28T17.33.06.994,8.860,0.032,-0.016,1.020
1680017587004,2023-03-28T17.33.07.004,8.870,0.033,-0.016,1.021
1680017587014,2023-03-28T17.33.07.014,8.880,0.032,-0.017,1.021
1680017587024,2023-03-28T17.33.07.024,8.890,0.033,-0.017,1.021
1680017587034,2023-03-28T17.33.07.034,8.900,0.032,-0.018,1.021
1680017587044,2023-03-28T17.33.07.044,8.910,0.031,-0.016,1.021
1680017587054,2023-03-28T17.33.07.054,8.920,0.030,-0.015,1.020
1680017587064,2023-03-28T17.33.07.064,8.930,0.031,-0.017,1.020
1680017587074,2023-03-28T17.33.07.074,8.940,0.032,-0.016,1.020
1680017587084,2023-03-28T17.33.07.084,8.950,0.032,-0.016,1.023
1680017587094,2023-03-28T17.33.07.094,8.960,0.033,-0.019,1.021
1680017587104,2023-03-28T17.33.07.104,8.970,0.032,-0.017,1.021
1680017587114,2023-03-28T17.33.07.114,8.980,0.032,-0.017,1.018
1680017587124,2023-03-28T17.33.07.124,8.990,0.031,-0.017,1.020
1680017587134,2023-03-28T17.33.07.134,9.000,0.032,-0.016,1.020
1680017587144,2023-03-28T17.33.07.144,9.010,0.030,-0.015,1.022
1680017587154,2023-03-28T17.33.07.154,9.020,0.033,-0.017,1.023
1680017587164,2023-03-28T17.33.07.164,9.030,0.031,-0.018,1.021
1680017587174,2023-03-28T17.33.07.174,9.040,0.032,-0.018,1.022
1680017587184,2023-03-28T17.33.07.184,9.050,0.032,-0.019,1.019
1680017587194,2023-03-28T17.33.07.194,9.060,0.030,-0.016,1.019
1680017587204,2023-03-28T17.33.07.204,9.070,0.031,-0.014,1.021
1680017587214,2023-03-28T17.33.07.214,9.080,0.032,-0.016,1.022
1680017587224,2023-03-28T17.33.07.224,9.090,0.031,-0.016,1.021
1680017587234,2023-03-28T17.33.07.234,9.100,0.031,-0.016,1.021
1680017587244,2023-03-28T17.33.07.244,9.110,0.031,-0.017,1.020
1680017587254,2023-03-28T17.33.07.254,9.120,0.032,-0.018,1.022
1680017587264,2023-03-28T17.33.07.264,9.130,0.031,-0.016,1.021
1680017587274,2023-03-28T17.33.07.274,9.140,0.031,-0.016,1.019
1680017587284,2023-03-28T17.33.07.284,9.150,0.030,-0.015,1.021
1680017587294,2023-03-28T17.33.07.294,9.160,0.031,-0.016,1.023
1680017587304,2023-03-28T17.33.07.304,9.170,0.031,-0.018,1.021
1680017587314,2023-03-28T17.33.07.314,9.180,0.031,-0.018,1.021
1680017587324,2023-03-28T17.33.07.324,9.190,0.031,-0.018,1.021
1680017587334,2023-03-28T17.33.07.334,9.200,0.031,-0.016,1.020
1680017587344,2023-03-28T17.33.07.344,9.210,0.033,-0.017,1.020
1680017587354,2023-03-28T17.33.07.354,9.220,0.031,-0.015,1.021
1680017587364,2023-03-28T17.33.07.364,9.230,0.030,-0.015,1.019
1680017587374,2023-03-28T17.33.07.374,9.240,0.031,-0.017,1.021
1680017587384,2023-03-28T17.33.07.384,9.250,0.032,-0.017,1.021
1680017587394,2023-03-28T17.33.07.394,9.260,0.033,-0.018,1.020
1680017587404,2023-03-28T17.33.07.404,9.270,0.032,-0.018,1.020
1680017587414,2023-03-28T17.33.07.414,9.280,0.033,-0.017,1.020
1680017587424,2023-03-28T17.33.07.424,9.290,0.032,-0.016,1.022
1680017587434,2023-03-28T17.33.07.434,9.300,0.033,-0.016,1.022
1680017587444,2023-03-28T17.33.07.444,9.310,0.032,-0.016,1.020
1680017587454,2023-03-28T17.33.07.454,9.320,0.033,-0.018,1.020
1680017587464,2023-03-28T17.33.07.464,9.330,0.031,-0.018,1.021
1680017587474,2023-03-28T17.33.07.474,9.340,0.032,-0.017,1.021
1680017587484,2023-03-28T17.33.07.484,9.350,0.033,-0.019,1.022
1680017587494,2023-03-28T17.33.07.494,9.360,0.030,-0.016,1.021
1680017587504,2023-03-28T17.33.07.504,9.370,0.030,-0.015,1.019
1680017587514,2023-03-28T17.33.07.514,9.380,0.032,-0.015,1.021
1680017587524,2023-03-28T17.33.07.524,9.390,0.031,-0.016,1.021
1680017587534,2023-03-28T17.33.07.534,9.400,0.030,-0.017,1.020
1680017587544,2023-03-28T17.33.07.544,9.410,0.030,-0.017,1.021
1680017587554,2023-03-28T17.33.07.554,9.420,0.033,-0.019,1.021
1680017587564,2023-03-28T17.33.07.564,9.430,0.031,-0.018,1.021
1680017587574,2023-03-28T17.33.07.574,9.440,0.032,-0.016,1.023
1680017587584,2023-03-28T17.33.07.584,9.450,0.032,-0.016,1.022
1680017587594,2023-03-28T17.33.07.594,9.460,0.030,-0.017,1.019
1680017587604,2023-03-28T17.33.07.604,9.470,0.032,-0.016,1.021
1680017587614,2023-03-28T17.33.07.614,9.480,0.032,-0.018,1.020
1680017587624,2023-03-28T17.33.07.624,9.490,0.031,-0.017,1.019
1680017587634,2023-03-28T17.33.07.634,9.500,0.031,-0.017,1.019
1680017587644,2023-03-28T17.33.07.644,9.510,0.031,-0.016,1.020
1680017587654,2023-03-28T17.33.07.654,9.520,0.031,-0.016,1.021
1680017587664,2023-03-28T17.33.07.664,9.530,0.030,-0.016,1.021
1680017587674,2023-03-28T17.33.07.674,9.540,0.033,-0.016,1.021
1680017587684,2023-03-28T17.33.07.684,9.550,0.031,-0.016,1.020
1680017587694,2023-03-28T17.33.07.694,9.560,0.031,-0.016,1.021
1680017587704,2023-03-28T17.33.07.704,9.570,0.033,-0.018,1.020
1680017587714,2023-03-28T17.33.07.714,9.580,0.032,-0.015,1.021
1680017587724,2023-03-28T17.33.07.724,9.590,0.031,-0.014,1.021
1680017587734,2023-03-28T17.33.07.734,9.600,0.031,-0.015,1.021
1680017587744,2023-03-28T17.33.07.744,9.610,0.032,-0.016,1.020
1680017587754,2023-03-28T17.33.07.754,9.620,0.031,-0.015,1.021
1680017587764,2023-03-28T17.33.07.764,9.630,0.032,-0.016,1.021
1680017587774,2023-03-28T17.33.07.774,9.640,0.030,-0.017,1.023
1680017587784,2023-03-28T17.33.07.784,9.650,0.031,-0.017,1.024
1680017587794,2023-03-28T17.33.07.794,9.660,0.032,-0.016,1.020
1680017587804,2023-03-28T17.33.07.804,9.670,0.032,-0.016,1.022
1680017587814,2023-03-28T17.33.07.814,9.680,0.030,-0.016,1.024
1680017587824,2023-03-28T17.33.07.824,9.690,0.030,-0.016,1.021
1680017587834,2023-03-28T17.33.07.834,9.700,0.033,-0.017,1.021
1680017587844,2023-03-28T17.33.07.844,9.710,0.031,-0.016,1.020
1680017587854,2023-03-28T17.33.07.854,9.720,0.031,-0.018,1.021
1680017587864,2023-03-28T17.33.07.864,9.730,0.032,-0.018,1.021
1680017587874,2023-03-28T17.33.07.874,9.740,0.032,-0.016,1.021
1680017587884,2023-03-28T17.33.07.884,9.750,0.032,-0.016,1.023
1680017587894,2023-03-28T17.33.07.894,9.760,0.031,-0.019,1.023
1680017587904,2023-03-28T17.33.07.904,9.770,0.032,-0.017,1.018
1680017587914,2023-03-28T17.33.07.914,9.780,0.031,-0.017,1.023
1680017587924,2023-03-28T17.33.07.924,9.790,0.030,-0.017,1.021
1680017587934,2023-03-28T17.33.07.934,9.800,0.032,-0.016,1.021
1680017587944,2023-03-28T17.33.07.944,9.810,0.032,-0.016,1.021
1680017587954,2023-03-28T17.33.07.954,9.820,0.031,-0.016,1.021
1680017587964,2023-03-28T17.33.07.964,9.830,0.032,-0.017,1.022
1680017587974,2023-03-28T17.33.07.974,9.840,0.030,-0.018,1.022
1680017587984,2023-03-28T17.33.07.984,9.850,0.031,-0.017,1.022
1680017587994,2023-03-28T17.33.07.994,9.860,0.032,-0.016,1.021
1680017588004,2023-03-28T17.33.08.004,9.870,0.031,-0.016,1.022
1680017588014,2023-03-28T17.33.08.014,9.880,0.032,-0.018,1.021
1680017588024,2023-03-28T17.33.08.024,9.890,0.034,-0.019,1.020
1680017588034,2023-03-28T17.33.08.034,9.900,0.032,-0.017,1.021
1680017588044,2023-03-28T17.33.08.044,9.910,0.030,-0.017,1.022
1680017588054,2023-03-28T17.33.08.054,9.920,0.032,-0.018,1.021
1680017588064,2023-03-28T17.33.08.064,9.930,0.031,-0.017,1.021
1680017588074,2023-03-28T17.33.08.074,9.940,0.032,-0.016,1.020
1680017588084,2023-03-28T17.33.08.084,9.950,0.033,-0.016,1.020
1680017588094,2023-03-28T17.33.08.094,9.960,0.031,-0.018,1.022
1680017588104,2023-03-28T17.33.08.104,9.970,0.033,-0.018,1.022
1680017588114,2023-03-28T17.33.08.114,9.980,0.032,-0.019,1.021
1680017588124,2023-03-28T17.33.08.124,9.990,0.032,-0.016,1.020
1680017588134,2023-03-28T17.33.08.134,10.000,0.033,-0.015,1.020
1680017588144,2023-03-28T17.33.08.144,10.010,0.030,-0.015,1.022
1680017588154,2023-03-28T17.33.08.154,10.020,0.032,-0.017,1.021
1680017588164,2023-03-28T17.33.08.164,10.030,0.031,-0.018,1.021
1680017588174,2023-03-28T17.33.08.174,10.040,0.032,-0.018,1.021
1680017588184,2023-03-28T17.33.08.184,10.050,0.032,-0.017,1.019
1680017588194,2023-03-28T17.33.08.194,10.060,0.032,-0.018,1.019
1680017588204,2023-03-28T17.33.08.204,10.070,0.031,-0.017,1.020
1680017588214,2023-03-28T17.33.08.214,10.080,0.031,-0.018,1.022
1680017588224,2023-03-28T17.33.08.224,10.090,0.032,-0.014,1.020
