epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1680016715221,2023-03-28T17.18.35.221,4.730,-1.093,-0.062,0.039
1680016715231,2023-03-28T17.18.35.231,4.740,-1.183,-0.134,-0.038
1680016715241,2023-03-28T17.18.35.241,4.750,-1.406,-0.451,0.212
1680016715251,2023-03-28T17.18.35.251,4.760,-1.634,-0.856,0.858
1680016715261,2023-03-28T17.18.35.261,4.770,-1.448,-0.702,0.765
1680016715271,2023-03-28T17.18.35.271,4.780,-1.207,-0.409,0.271
1680016715281,2023-03-28T17.18.35.281,4.790,-1.162,-0.273,0.219
1680016715291,2023-03-28T17.18.35.291,4.800,-1.161,-0.067,0.085
1680016715301,2023-03-28T17.18.35.301,4.810,-1.073,0.113,-0.094
1680016715311,2023-03-28T17.18.35.311,4.820,-0.920,0.360,-0.044
1680016715321,2023-03-28T17.18.35.321,4.830,-0.772,0.658,-0.047
1680016715331,2023-03-28T17.18.35.331,4.840,-0.678,0.604,0.050
1680016715341,2023-03-28T17.18.35.341,4.850,-0.695,0.316,0.241
1680016715351,2023-03-28T17.18.35.351,4.860,-0.841,0.133,0.162
1680016715361,2023-03-28T17.18.35.361,4.870,-1.006,0.093,0.028
1680016715371,2023-03-28T17.18.35.371,4.880,-1.084,0.168,-0.072
1680016715381,2023-03-28T17.18.35.381,4.890,-1.050,0.274,-0.101
1680016715391,2023-03-28T17.18.35.391,4.900,-0.984,0.306,0.015
1680016715401,2023-03-28T17.18.35.401,4.910,-0.960,0.256,0.142
1680016715411,2023-03-28T17.18.35.411,4.920,-0.962,0.172,0.214
1680016715421,2023-03-28T17.18.35.421,4.930,-0.994,0.090,0.255
1680016715431,2023-03-28T17.18.35.431,4.940,-1.027,0.058,0.243
1680016715441,2023-03-28T17.18.35.441,4.950,-1.058,0.085,0.174
1680016715451,2023-03-28T17.18.35.451,4.960,-1.057,0.133,0.105
1680016715461,2023-03-28T17.18.35.461,4.970,-1.022,0.199,0.032
1680016715471,2023-03-28T17.18.35.471,4.980,-0.984,0.265,-0.016
1680016715481,2023-03-28T17.18.35.481,4.990,-0.964,0.318,-0.059
1680016715491,2023-03-28T17.18.35.491,5.000,-0.966,0.355,-0.079
1680016715501,2023-03-28T17.18.35.501,5.010,-0.971,0.383,-0.066
1680016715511,2023-03-28T17.18.35.511,5.020,-0.991,0.405,-0.055
1680016715521,2023-03-28T17.18.35.521,5.030,-1.033,0.391,-0.049
1680016715531,2023-03-28T17.18.35.531,5.040,-1.069,0.336,-0.018
1680016715541,2023-03-28T17.18.35.541,5.050,-1.077,0.276,0.049
1680016715551,2023-03-28T17.18.35.551,5.060,-1.052,0.225,0.096
1680016715561,2023-03-28T17.18.35.561,5.070,-1.028,0.185,0.089
1680016715571,2023-03-28T17.18.35.571,5.080,-1.028,0.175,0.038
1680016715581,2023-03-28T17.18.35.581,5.090,-1.034,0.193,0.006
1680016715591,2023-03-28T17.18.35.591,5.100,-1.022,0.235,-0.017
1680016715601,2023-03-28T17.18.35.601,5.110,-1.018,0.280,-0.039
1680016715611,2023-03-28T17.18.35.611,5.120,-1.025,0.301,-0.043
1680016715621,2023-03-28T17.18.35.621,5.130,-1.018,0.289,-0.026
1680016715631,2023-03-28T17.18.35.631,5.140,-1.009,0.260,-0.001
1680016715641,2023-03-28T17.18.35.641,5.150,-1.013,0.229,0.021
1680016715651,2023-03-28T17.18.35.651,5.160,-1.018,0.194,0.039
1680016715661,2023-03-28T17.18.35.661,5.170,-1.023,0.164,0.061
1680016715671,2023-03-28T17.18.35.671,5.180,-1.028,0.150,0.063
1680016715681,2023-03-28T17.18.35.681,5.190,-1.030,0.148,0.042
1680016715691,2023-03-28T17.18.35.691,5.200,-1.024,0.173,0.023
1680016715701,2023-03-28T17.18.35.701,5.210,-1.009,0.216,0.019
1680016715711,2023-03-28T17.18.35.711,5.220,-0.992,0.261,0.027
1680016715721,2023-03-28T17.18.35.721,5.230,-0.989,0.280,0.029
1680016715731,2023-03-28T17.18.35.731,5.240,-1.006,0.278,0.041
1680016715741,2023-03-28T17.18.35.741,5.250,-1.012,0.273,0.056
1680016715751,2023-03-28T17.18.35.751,5.260,-1.011,0.249,0.062
1680016715761,2023-03-28T17.18.35.761,5.270,-1.023,0.221,0.055
1680016715771,2023-03-28T17.18.35.771,5.280,-1.030,0.206,0.056
1680016715781,2023-03-28T17.18.35.781,5.290,-1.019,0.219,0.052
1680016715791,2023-03-28T17.18.35.791,5.300,-1.005,0.228,0.046
1680016715801,2023-03-28T17.18.35.801,5.310,-1.000,0.225,0.052
1680016715811,2023-03-28T17.18.35.811,5.320,-1.007,0.227,0.051
1680016715821,2023-03-28T17.18.35.821,5.330,-1.009,0.215,0.048
1680016715831,2023-03-28T17.18.35.831,5.340,-1.003,0.193,0.041
1680016715841,2023-03-28T17.18.35.841,5.350,-0.996,0.168,0.026
1680016715851,2023-03-28T17.18.35.851,5.360,-0.997,0.145,0.009
1680016715861,2023-03-28T17.18.35.861,5.370,-1.005,0.107,-0.007
1680016715871,2023-03-28T17.18.35.871,5.380,-1.012,0.097,-0.026
1680016715881,2023-03-28T17.18.35.881,5.390,-1.012,0.109,-0.025
1680016715891,2023-03-28T17.18.35.891,5.400,-1.011,0.142,-0.023
1680016715901,2023-03-28T17.18.35.901,5.410,-1.027,0.219,0.031
1680016715911,2023-03-28T17.18.35.911,5.420,-1.072,0.277,0.066
1680016715921,2023-03-28T17.18.35.921,5.430,-1.091,0.283,0.049
1680016715931,2023-03-28T17.18.35.931,5.440,-1.071,0.228,0.029
1680016715941,2023-03-28T17.18.35.941,5.450,-1.075,0.112,0.029
1680016715951,2023-03-28T17.18.35.951,5.460,-1.063,0.076,0.015
1680016715961,2023-03-28T17.18.35.961,5.470,-1.067,0.104,-0.020
1680016715971,2023-03-28T17.18.35.971,5.480,-1.086,0.128,0.000
1680016715981,2023-03-28T17.18.35.981,5.490,-1.084,0.164,0.040
1680016715991,2023-03-28T17.18.35.991,5.500,-1.084,0.202,0.071
1680016716001,2023-03-28T17.18.36.001,5.510,-1.078,0.233,0.111
1680016716011,2023-03-28T17.18.36.011,5.520,-1.048,0.265,0.125
1680016716021,2023-03-28T17.18.36.021,5.530,-1.030,0.284,0.134
1680016716031,2023-03-28T17.18.36.031,5.540,-1.041,0.296,0.125
1680016716041,2023-03-28T17.18.36.041,5.550,-1.048,0.303,0.128
1680016716051,2023-03-28T17.18.36.051,5.560,-1.049,0.315,0.106
1680016716061,2023-03-28T17.18.36.061,5.570,-1.070,0.311,0.099
1680016716071,2023-03-28T17.18.36.071,5.580,-1.126,0.314,0.076
1680016716081,2023-03-28T17.18.36.081,5.590,-1.240,0.299,0.045
1680016716091,2023-03-28T17.18.36.091,5.600,-1.333,0.238,0.091
1680016716101,2023-03-28T17.18.36.101,5.610,-1.396,0.185,0.073
1680016716111,2023-03-28T17.18.36.111,5.620,-1.478,0.092,0.099
1680016716121,2023-03-28T17.18.36.121,5.630,-1.583,-0.022,0.167
1680016716131,2023-03-28T17.18.36.131,5.640,-1.735,-0.185,0.230
1680016716141,2023-03-28T17.18.36.141,5.650,-1.814,-0.337,0.354
1680016716151,2023-03-28T17.18.36.151,5.660,-1.699,-0.371,0.479
1680016716161,2023-03-28T17.18.36.161,5.670,-1.469,-0.284,0.415
1680016716171,2023-03-28T17.18.36.171,5.680,-1.276,-0.118,0.243
1680016716181,2023-03-28T17.18.36.181,5.690,-1.162,0.076,0.215
1680016716191,2023-03-28T17.18.36.191,5.700,-1.116,0.239,0.293
1680016716201,2023-03-28T17.18.36.201,5.710,-1.122,0.508,0.233
1680016716211,2023-03-28T17.18.36.211,5.720,-1.126,0.819,0.103
1680016716221,2023-03-28T17.18.36.221,5.730,-1.109,1.070,-0.006
1680016716231,2023-03-28T17.18.36.231,5.740,-1.049,1.181,-0.058
1680016716241,2023-03-28T17.18.36.241,5.750,-0.888,1.101,-0.053
1680016716251,2023-03-28T17.18.36.251,5.760,-0.690,0.973,-0.092
1680016716261,2023-03-28T17.18.36.261,5.770,-0.477,0.887,-0.083
1680016716271,2023-03-28T17.18.36.271,5.780,-0.302,0.818,0.075
1680016716281,2023-03-28T17.18.36.281,5.790,-0.257,0.824,0.320
1680016716291,2023-03-28T17.18.36.291,5.800,-0.278,0.946,0.465
1680016716301,2023-03-28T17.18.36.301,5.810,-0.191,1.043,0.379
1680016716311,2023-03-28T17.18.36.311,5.820,-0.098,0.927,0.246
1680016716321,2023-03-28T17.18.36.321,5.830,-0.194,0.715,0.170
1680016716331,2023-03-28T17.18.36.331,5.840,-0.385,0.570,0.172
1680016716341,2023-03-28T17.18.36.341,5.850,-0.520,0.490,0.219
1680016716351,2023-03-28T17.18.36.351,5.860,-0.547,0.412,0.254
1680016716361,2023-03-28T17.18.36.361,5.870,-0.461,0.352,0.293
1680016716371,2023-03-28T17.18.36.371,5.880,-0.364,0.340,0.330
1680016716381,2023-03-28T17.18.36.381,5.890,-0.350,0.382,0.325
1680016716391,2023-03-28T17.18.36.391,5.900,-0.374,0.454,0.300
1680016716401,2023-03-28T17.18.36.401,5.910,-0.413,0.556,0.267
1680016716411,2023-03-28T17.18.36.411,5.920,-0.477,0.645,0.184
1680016716421,2023-03-28T17.18.36.421,5.930,-0.533,0.688,0.078
1680016716431,2023-03-28T17.18.36.431,5.940,-0.594,0.703,0.036
1680016716441,2023-03-28T17.18.36.441,5.950,-0.647,0.700,0.009
1680016716451,2023-03-28T17.18.36.451,5.960,-0.664,0.706,0.040
1680016716461,2023-03-28T17.18.36.461,5.970,-0.646,0.742,0.114
1680016716471,2023-03-28T17.18.36.471,5.980,-0.590,0.797,0.160
1680016716481,2023-03-28T17.18.36.481,5.990,-0.532,0.803,0.182
1680016716491,2023-03-28T17.18.36.491,6.000,-0.493,0.726,0.197
1680016716501,2023-03-28T17.18.36.501,6.010,-0.500,0.606,0.211
1680016716511,2023-03-28T17.18.36.511,6.020,-0.546,0.493,0.232
1680016716521,2023-03-28T17.18.36.521,6.030,-0.624,0.418,0.245
1680016716531,2023-03-28T17.18.36.531,6.040,-0.726,0.390,0.244
1680016716541,2023-03-28T17.18.36.541,6.050,-0.838,0.394,0.190
1680016716551,2023-03-28T17.18.36.551,6.060,-0.942,0.409,0.112
1680016716561,2023-03-28T17.18.36.561,6.070,-1.028,0.420,0.088
1680016716571,2023-03-28T17.18.36.571,6.080,-1.102,0.355,0.095
1680016716581,2023-03-28T17.18.36.581,6.090,-1.177,0.221,0.125
1680016716591,2023-03-28T17.18.36.591,6.100,-1.235,0.094,0.140
1680016716601,2023-03-28T17.18.36.601,6.110,-1.227,0.049,0.157
1680016716611,2023-03-28T17.18.36.611,6.120,-1.188,0.088,0.209
1680016716621,2023-03-28T17.18.36.621,6.130,-1.163,0.122,0.258
1680016716631,2023-03-28T17.18.36.631,6.140,-1.157,0.112,0.271
1680016716641,2023-03-28T17.18.36.641,6.150,-1.160,0.076,0.256
1680016716651,2023-03-28T17.18.36.651,6.160,-1.139,0.028,0.161
1680016716661,2023-03-28T17.18.36.661,6.170,-1.123,-0.044,0.097
1680016716671,2023-03-28T17.18.36.671,6.180,-1.132,-0.125,0.123
1680016716681,2023-03-28T17.18.36.681,6.190,-1.137,-0.171,0.139
1680016716691,2023-03-28T17.18.36.691,6.200,-1.111,-0.154,0.118
1680016716701,2023-03-28T17.18.36.701,6.210,-1.063,-0.071,0.054
1680016716711,2023-03-28T17.18.36.711,6.220,-1.004,0.052,-0.000
1680016716721,2023-03-28T17.18.36.721,6.230,-0.942,0.171,0.006
1680016716731,2023-03-28T17.18.36.731,6.240,-0.948,0.305,0.017
1680016716741,2023-03-28T17.18.36.741,6.250,-0.932,0.362,0.072
1680016716751,2023-03-28T17.18.36.751,6.260,-1.093,0.497,0.174
1680016716761,2023-03-28T17.18.36.761,6.270,-1.263,0.408,-0.239
1680016716771,2023-03-28T17.18.36.771,6.280,-1.588,-0.421,0.415
1680016716781,2023-03-28T17.18.36.781,6.290,-2.156,-1.342,1.648
1680016716791,2023-03-28T17.18.36.791,6.300,-1.437,-0.666,0.641
1680016716811,2023-03-28T17.18.36.811,6.320,-1.314,0.432,-0.295
1680016716821,2023-03-28T17.18.36.821,6.330,-1.167,0.600,-0.412
1680016716831,2023-03-28T17.18.36.831,6.340,-0.998,0.828,-0.667
1680016716841,2023-03-28T17.18.36.841,6.350,-0.825,1.058,-0.447
1680016716851,2023-03-28T17.18.36.851,6.360,-0.613,1.102,0.198
1680016716861,2023-03-28T17.18.36.861,6.370,-0.609,1.101,0.232
1680016716871,2023-03-28T17.18.36.871,6.380,-0.777,0.872,0.112
1680016716881,2023-03-28T17.18.36.881,6.390,-0.955,0.482,0.145
1680016716891,2023-03-28T17.18.36.891,6.400,-1.070,0.290,0.127
1680016716901,2023-03-28T17.18.36.901,6.410,-1.085,0.359,0.132
1680016716911,2023-03-28T17.18.36.911,6.420,-1.069,0.354,0.164
1680016716921,2023-03-28T17.18.36.921,6.430,-1.081,0.169,0.177
1680016716931,2023-03-28T17.18.36.931,6.440,-1.024,-0.006,0.218
1680016716941,2023-03-28T17.18.36.941,6.450,-0.977,-0.096,0.177
1680016716951,2023-03-28T17.18.36.951,6.460,-1.020,-0.091,0.098
1680016716961,2023-03-28T17.18.36.961,6.470,-1.081,-0.055,0.029
1680016716971,2023-03-28T17.18.36.971,6.480,-1.099,0.032,-0.102
1680016716981,2023-03-28T17.18.36.981,6.490,-1.074,0.231,-0.187
1680016716991,2023-03-28T17.18.36.991,6.500,-1.008,0.427,-0.149
1680016717001,2023-03-28T17.18.37.001,6.510,-0.937,0.422,-0.062
1680016717011,2023-03-28T17.18.37.011,6.520,-0.936,0.224,0.037
1680016717021,2023-03-28T17.18.37.021,6.530,-1.010,-0.012,0.127
1680016717031,2023-03-28T17.18.37.031,6.540,-1.083,-0.209,0.152
1680016717041,2023-03-28T17.18.37.041,6.550,-1.124,-0.317,0.117
1680016717051,2023-03-28T17.18.37.051,6.560,-1.119,-0.282,0.064
1680016717061,2023-03-28T17.18.37.061,6.570,-1.084,-0.152,0.042
1680016717071,2023-03-28T17.18.37.071,6.580,-1.029,-0.041,0.041
1680016717081,2023-03-28T17.18.37.081,6.590,-0.976,0.018,0.038
1680016717091,2023-03-28T17.18.37.091,6.600,-0.982,0.035,-0.015
1680016717101,2023-03-28T17.18.37.101,6.610,-1.026,0.089,-0.063
1680016717111,2023-03-28T17.18.37.111,6.620,-1.044,0.109,-0.086
1680016717121,2023-03-28T17.18.37.121,6.630,-1.064,0.046,-0.077
1680016717131,2023-03-28T17.18.37.131,6.640,-1.072,-0.026,-0.025
1680016717141,2023-03-28T17.18.37.141,6.650,-1.066,-0.045,-0.004
1680016717151,2023-03-28T17.18.37.151,6.660,-1.038,0.000,-0.009
1680016717161,2023-03-28T17.18.37.161,6.670,-1.000,0.089,0.048
1680016717171,2023-03-28T17.18.37.171,6.680,-0.957,0.191,0.093
1680016717181,2023-03-28T17.18.37.181,6.690,-0.945,0.294,0.087
1680016717191,2023-03-28T17.18.37.191,6.700,-0.950,0.383,0.109
1680016717201,2023-03-28T17.18.37.201,6.710,-0.961,0.433,0.104
1680016717211,2023-03-28T17.18.37.211,6.720,-0.981,0.439,0.094
1680016717221,2023-03-28T17.18.37.221,6.730,-0.987,0.431,0.092
1680016717231,2023-03-28T17.18.37.231,6.740,-0.975,0.394,0.071
1680016717241,2023-03-28T17.18.37.241,6.750,-0.958,0.365,0.048
1680016717251,2023-03-28T17.18.37.251,6.760,-0.949,0.346,0.055
1680016717261,2023-03-28T17.18.37.261,6.770,-0.973,0.327,0.081
1680016717271,2023-03-28T17.18.37.271,6.780,-1.015,0.320,0.111
1680016717281,2023-03-28T17.18.37.281,6.790,-1.033,0.302,0.085
1680016717291,2023-03-28T17.18.37.291,6.800,-1.016,0.255,0.084
1680016717301,2023-03-28T17.18.37.301,6.810,-1.006,0.232,0.087
1680016717311,2023-03-28T17.18.37.311,6.820,-1.003,0.225,0.077
1680016717321,2023-03-28T17.18.37.321,6.830,-1.001,0.236,0.064
1680016717331,2023-03-28T17.18.37.331,6.840,-1.011,0.260,0.063
1680016717341,2023-03-28T17.18.37.341,6.850,-1.038,0.262,0.052
1680016717351,2023-03-28T17.18.37.351,6.860,-1.048,0.255,0.052
1680016717361,2023-03-28T17.18.37.361,6.870,-1.021,0.250,0.054
1680016717371,2023-03-28T17.18.37.371,6.880,-0.998,0.250,0.059
1680016717381,2023-03-28T17.18.37.381,6.890,-1.001,0.239,0.057
1680016717391,2023-03-28T17.18.37.391,6.900,-1.015,0.240,0.056
1680016717401,2023-03-28T17.18.37.401,6.910,-1.027,0.249,0.051
1680016717411,2023-03-28T17.18.37.411,6.920,-1.043,0.255,0.012
1680016717421,2023-03-28T17.18.37.421,6.930,-1.067,0.245,0.018
1680016717431,2023-03-28T17.18.37.431,6.940,-1.094,0.253,0.060
1680016717441,2023-03-28T17.18.37.441,6.950,-1.138,0.321,0.063
1680016717451,2023-03-28T17.18.37.451,6.960,-1.210,0.376,0.079
1680016717461,2023-03-28T17.18.37.461,6.970,-1.336,0.365,0.056
1680016717471,2023-03-28T17.18.37.471,6.980,-1.549,0.238,0.093
1680016717481,2023-03-28T17.18.37.481,6.990,-1.786,-0.009,0.176
1680016717491,2023-03-28T17.18.37.491,7.000,-1.912,-0.299,0.241
1680016717501,2023-03-28T17.18.37.501,7.010,-1.874,-0.559,0.339
1680016717511,2023-03-28T17.18.37.511,7.020,-1.768,-0.565,0.475
1680016717521,2023-03-28T17.18.37.521,7.030,-1.696,-0.334,0.385
1680016717531,2023-03-28T17.18.37.531,7.040,-1.605,-0.182,0.176
1680016717541,2023-03-28T17.18.37.541,7.050,-1.452,-0.074,0.183
1680016717551,2023-03-28T17.18.37.551,7.060,-1.299,0.074,0.295
1680016717561,2023-03-28T17.18.37.561,7.070,-1.120,0.309,0.285
1680016717571,2023-03-28T17.18.37.571,7.080,-0.966,0.622,0.206
1680016717581,2023-03-28T17.18.37.581,7.090,-0.910,0.937,0.079
1680016717591,2023-03-28T17.18.37.591,7.100,-0.899,1.137,-0.014
1680016717601,2023-03-28T17.18.37.601,7.110,-0.878,1.220,-0.015
1680016717611,2023-03-28T17.18.37.611,7.120,-0.839,1.238,-0.070
1680016717621,2023-03-28T17.18.37.621,7.130,-0.739,1.183,-0.136
1680016717631,2023-03-28T17.18.37.631,7.140,-0.597,1.086,-0.121
1680016717641,2023-03-28T17.18.37.641,7.150,-0.460,1.019,0.022
1680016717661,2023-03-28T17.18.37.661,7.170,-0.282,1.020,0.303
1680016717671,2023-03-28T17.18.37.671,7.180,-0.161,0.797,0.256
1680016717681,2023-03-28T17.18.37.681,7.190,-0.270,0.580,0.207
1680016717691,2023-03-28T17.18.37.691,7.200,-0.432,0.443,0.229
1680016717701,2023-03-28T17.18.37.701,7.210,-0.449,0.374,0.309
1680016717711,2023-03-28T17.18.37.711,7.220,-0.340,0.350,0.373
1680016717721,2023-03-28T17.18.37.721,7.230,-0.250,0.363,0.348
1680016717731,2023-03-28T17.18.37.731,7.240,-0.236,0.420,0.279
1680016717741,2023-03-28T17.18.37.741,7.250,-0.269,0.495,0.221
1680016717751,2023-03-28T17.18.37.751,7.260,-0.303,0.547,0.176
1680016717761,2023-03-28T17.18.37.761,7.270,-0.338,0.609,0.140
1680016717771,2023-03-28T17.18.37.771,7.280,-0.416,0.721,0.059
1680016717781,2023-03-28T17.18.37.781,7.290,-0.510,0.802,0.030
1680016717791,2023-03-28T17.18.37.791,7.300,-0.551,0.805,0.084
1680016717801,2023-03-28T17.18.37.801,7.310,-0.546,0.793,0.103
1680016717811,2023-03-28T17.18.37.811,7.320,-0.515,0.775,0.080
1680016717821,2023-03-28T17.18.37.821,7.330,-0.465,0.749,0.095
1680016717831,2023-03-28T17.18.37.831,7.340,-0.413,0.708,0.182
1680016717841,2023-03-28T17.18.37.841,7.350,-0.365,0.630,0.263
1680016717851,2023-03-28T17.18.37.851,7.360,-0.343,0.523,0.279
1680016717861,2023-03-28T17.18.37.861,7.370,-0.388,0.434,0.244
1680016717871,2023-03-28T17.18.37.871,7.380,-0.515,0.417,0.213
1680016717881,2023-03-28T17.18.37.881,7.390,-0.690,0.494,0.176
1680016717891,2023-03-28T17.18.37.891,7.400,-0.850,0.613,0.081
1680016717901,2023-03-28T17.18.37.901,7.410,-0.920,0.664,0.014
1680016717911,2023-03-28T17.18.37.911,7.420,-0.928,0.563,0.028
1680016717921,2023-03-28T17.18.37.921,7.430,-0.997,0.378,0.102
1680016717931,2023-03-28T17.18.37.931,7.440,-1.129,0.208,0.114
1680016717941,2023-03-28T17.18.37.941,7.450,-1.267,0.072,0.002
1680016717951,2023-03-28T17.18.37.951,7.460,-1.297,0.014,0.044
1680016717961,2023-03-28T17.18.37.961,7.470,-1.294,0.023,0.134
1680016717971,2023-03-28T17.18.37.971,7.480,-1.294,0.041,0.180
1680016717981,2023-03-28T17.18.37.981,7.490,-1.273,0.016,0.202
1680016717991,2023-03-28T17.18.37.991,7.500,-1.231,-0.002,0.212
1680016718001,2023-03-28T17.18.38.001,7.510,-1.168,-0.017,0.206
1680016718011,2023-03-28T17.18.38.011,7.520,-1.152,-0.048,0.162
1680016718021,2023-03-28T17.18.38.021,7.530,-1.147,-0.087,0.131
1680016718031,2023-03-28T17.18.38.031,7.540,-1.109,-0.113,0.143
1680016718041,2023-03-28T17.18.38.041,7.550,-1.074,-0.084,0.124
1680016718051,2023-03-28T17.18.38.051,7.560,-1.053,-0.017,0.033
1680016718061,2023-03-28T17.18.38.061,7.570,-1.025,0.028,-0.026
1680016718071,2023-03-28T17.18.38.071,7.580,-0.976,0.054,-0.009
1680016718081,2023-03-28T17.18.38.081,7.590,-0.942,0.095,0.034
1680016718091,2023-03-28T17.18.38.091,7.600,-0.918,0.155,0.106
1680016718101,2023-03-28T17.18.38.101,7.610,-0.971,0.169,0.070
1680016718111,2023-03-28T17.18.38.111,7.620,-1.010,0.127,0.198
1680016718121,2023-03-28T17.18.38.121,7.630,-1.130,0.160,0.396
1680016718131,2023-03-28T17.18.38.131,7.640,-1.377,-0.028,0.203
1680016718141,2023-03-28T17.18.38.141,7.650,-1.799,-0.686,0.569
1680016718151,2023-03-28T17.18.38.151,7.660,-1.939,-1.454,1.373
1680016718161,2023-03-28T17.18.38.161,7.670,-1.263,-0.784,0.894
1680016718171,2023-03-28T17.18.38.171,7.680,-1.234,-0.229,0.341
1680016718181,2023-03-28T17.18.38.181,7.690,-1.283,0.197,0.519
1680016718191,2023-03-28T17.18.38.191,7.700,-1.108,0.513,-0.158
1680016718201,2023-03-28T17.18.38.201,7.710,-1.062,0.340,-0.640
1680016718211,2023-03-28T17.18.38.211,7.720,-0.979,0.302,-1.092
1680016718221,2023-03-28T17.18.38.221,7.730,-0.579,0.795,-0.653
1680016718231,2023-03-28T17.18.38.231,7.740,-0.395,0.875,0.242
1680016718241,2023-03-28T17.18.38.241,7.750,-0.724,0.876,0.052
1680016718251,2023-03-28T17.18.38.251,7.760,-0.968,0.961,-0.513
1680016718261,2023-03-28T17.18.38.261,7.770,-0.995,0.808,-0.041
1680016718271,2023-03-28T17.18.38.271,7.780,-1.021,0.649,0.176
1680016718281,2023-03-28T17.18.38.281,7.790,-1.028,0.467,0.371
1680016718291,2023-03-28T17.18.38.291,7.800,-1.166,-0.007,0.442
1680016718301,2023-03-28T17.18.38.301,7.810,-1.139,-0.613,0.382
1680016718311,2023-03-28T17.18.38.311,7.820,-0.980,-0.716,0.156
1680016718321,2023-03-28T17.18.38.321,7.830,-0.890,-0.245,-0.056
1680016718331,2023-03-28T17.18.38.331,7.840,-0.933,0.217,-0.090
1680016718341,2023-03-28T17.18.38.341,7.850,-1.063,0.551,-0.160
1680016718351,2023-03-28T17.18.38.351,7.860,-1.152,0.820,-0.174
1680016718361,2023-03-28T17.18.38.361,7.870,-1.061,0.900,-0.137
1680016718371,2023-03-28T17.18.38.371,7.880,-0.877,0.795,-0.068
1680016718381,2023-03-28T17.18.38.381,7.890,-0.851,0.542,-0.004
1680016718391,2023-03-28T17.18.38.391,7.900,-0.953,0.249,0.065
1680016718401,2023-03-28T17.18.38.401,7.910,-1.055,0.039,0.088
1680016718411,2023-03-28T17.18.38.411,7.920,-1.104,-0.059,0.104
1680016718421,2023-03-28T17.18.38.421,7.930,-1.099,-0.068,0.124
1680016718431,2023-03-28T17.18.38.431,7.940,-1.064,-0.028,0.122
1680016718441,2023-03-28T17.18.38.441,7.950,-0.999,0.063,0.126
1680016718451,2023-03-28T17.18.38.451,7.960,-0.953,0.198,0.111
1680016718461,2023-03-28T17.18.38.461,7.970,-0.962,0.290,0.103
1680016718471,2023-03-28T17.18.38.471,7.980,-0.997,0.314,0.069
1680016718481,2023-03-28T17.18.38.481,7.990,-1.017,0.309,0.036
1680016718491,2023-03-28T17.18.38.491,8.000,-1.020,0.265,0.019
1680016718501,2023-03-28T17.18.38.501,8.010,-1.027,0.185,0.008
1680016718511,2023-03-28T17.18.38.511,8.020,-1.030,0.116,0.001
1680016718521,2023-03-28T17.18.38.521,8.030,-1.022,0.094,0.025
1680016718531,2023-03-28T17.18.38.531,8.040,-1.017,0.092,0.050
1680016718541,2023-03-28T17.18.38.541,8.050,-1.018,0.109,0.053
1680016718551,2023-03-28T17.18.38.551,8.060,-1.006,0.170,0.060
1680016718561,2023-03-28T17.18.38.561,8.070,-0.988,0.226,0.073
1680016718571,2023-03-28T17.18.38.571,8.080,-0.981,0.259,0.075
1680016718581,2023-03-28T17.18.38.581,8.090,-0.985,0.288,0.074
1680016718591,2023-03-28T17.18.38.591,8.100,-0.984,0.306,0.094
1680016718601,2023-03-28T17.18.38.601,8.110,-0.983,0.312,0.109
1680016718611,2023-03-28T17.18.38.611,8.120,-0.989,0.308,0.111
1680016718621,2023-03-28T17.18.38.621,8.130,-0.999,0.276,0.120
1680016718631,2023-03-28T17.18.38.631,8.140,-1.011,0.222,0.091
1680016718641,2023-03-28T17.18.38.641,8.150,-1.024,0.155,0.072
1680016718651,2023-03-28T17.18.38.651,8.160,-1.037,0.099,0.044
1680016718661,2023-03-28T17.18.38.661,8.170,-1.036,0.069,0.019
1680016718671,2023-03-28T17.18.38.671,8.180,-1.035,0.062,0.010
1680016718681,2023-03-28T17.18.38.681,8.190,-1.037,0.061,0.009
1680016718691,2023-03-28T17.18.38.691,8.200,-1.051,0.059,0.013
1680016718701,2023-03-28T17.18.38.701,8.210,-1.074,0.055,0.018
1680016718711,2023-03-28T17.18.38.711,8.220,-1.096,0.055,-0.024
1680016718721,2023-03-28T17.18.38.721,8.230,-1.101,0.080,-0.006
1680016718731,2023-03-28T17.18.38.731,8.240,-1.096,0.105,0.046
1680016718791,2023-03-28T17.18.38.791,8.300,-1.592,0.004,0.312
1680016718801,2023-03-28T17.18.38.801,8.310,-1.412,0.126,0.288
1680016718811,2023-03-28T17.18.38.811,8.320,-1.203,0.262,0.343
1680016718821,2023-03-28T17.18.38.821,8.330,-0.988,0.465,0.356
1680016718851,2023-03-28T17.18.38.851,8.360,-0.467,1.202,0.155
1680016718861,2023-03-28T17.18.38.861,8.370,-0.348,1.137,0.069
1680016718891,2023-03-28T17.18.38.891,8.400,-0.176,0.855,0.328
1680016718901,2023-03-28T17.18.38.901,8.410,-0.171,0.605,0.239
1680016718921,2023-03-28T17.18.38.921,8.430,-0.454,0.203,0.323
1680016718931,2023-03-28T17.18.38.931,8.440,-0.338,0.142,0.491
1680016718941,2023-03-28T17.18.38.941,8.450,-0.248,0.168,0.527
1680016718951,2023-03-28T17.18.38.951,8.460,-0.234,0.243,0.472
1680016718961,2023-03-28T17.18.38.961,8.470,-0.241,0.328,0.445
