epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1680038482149,2023-03-28T23:21:22.149,0.000,-0.943,-0.257,-0.173
1680038482159,2023-03-28T23:21:22.159,0.010,-0.952,-0.260,-0.173
1680038482169,2023-03-28T23:21:22.169,0.020,-0.950,-0.260,-0.175
1680038482179,2023-03-28T23:21:22.179,0.030,-0.948,-0.260,-0.176
1680038482189,2023-03-28T23:21:22.189,0.040,-0.948,-0.263,-0.174
1680038482199,2023-03-28T23:21:22.199,0.050,-0.952,-0.263,-0.174
1680038482209,2023-03-28T23:21:22.209,0.060,-0.951,-0.262,-0.176
1680038482219,2023-03-28T23:21:22.219,0.070,-0.950,-0.259,-0.174
1680038482229,2023-03-28T23:21:22.229,0.080,-0.949,-0.258,-0.175
1680038482239,2023-03-28T23:21:22.239,0.090,-0.948,-0.257,-0.176
1680038482249,2023-03-28T23:21:22.249,0.100,-0.946,-0.260,-0.177
1680038482259,2023-03-28T23:21:22.259,0.110,-0.946,-0.260,-0.175
1680038482269,2023-03-28T23:21:22.269,0.120,-0.948,-0.263,-0.177
1680038482279,2023-03-28T23:21:22.279,0.130,-0.946,-0.265,-0.175
1680038482289,2023-03-28T23:21:22.289,0.140,-0.946,-0.266,-0.176
1680038482299,2023-03-28T23:21:22.299,0.150,-0.949,-0.267,-0.173
1680038482309,2023-03-28T23:21:22.309,0.160,-0.949,-0.267,-0.175
1680038482319,2023-03-28T23:21:22.319,0.170,-0.950,-0.264,-0.173
1680038482329,2023-03-28T23:21:22.329,0.180,-0.950,-0.259,-0.173
1680038482339,2023-03-28T23:21:22.339,0.190,-0.950,-0.259,-0.172
1680038482349,2023-03-28T23:21:22.349,0.200,-0.952,-0.257,-0.173
1680038482359,2023-03-28T23:21:22.359,0.210,-0.949,-0.258,-0.176
1680038482369,2023-03-28T23:21:22.369,0.220,-0.949,-0.258,-0.174
1680038482379,2023-03-28T23:21:22.379,0.230,-0.949,-0.260,-0.171
1680038482389,2023-03-28T23:21:22.389,0.240,-0.949,-0.266,-0.173
1680038482399,2023-03-28T23:21:22.399,0.250,-0.952,-0.266,-0.174
1680038482409,2023-03-28T23:21:22.409,0.260,-0.951,-0.262,-0.176
1680038482419,2023-03-28T23:21:22.419,0.270,-0.951,-0.259,-0.172
1680038482429,2023-03-28T23:21:22.429,0.280,-0.950,-0.258,-0.174
1680038482439,2023-03-28T23:21:22.439,0.290,-0.951,-0.259,-0.175
1680038482449,2023-03-28T23:21:22.449,0.300,-0.949,-0.258,-0.176
1680038482459,2023-03-28T23:21:22.459,0.310,-0.947,-0.260,-0.175
1680038482469,2023-03-28T23:21:22.469,0.320,-0.947,-0.264,-0.174
1680038482479,2023-03-28T23:21:22.479,0.330,-0.948,-0.264,-0.172
1680038482489,2023-03-28T23:21:22.489,0.340,-0.947,-0.265,-0.173
1680038482499,2023-03-28T23:21:22.499,0.350,-0.948,-0.268,-0.171
1680038482509,2023-03-28T23:21:22.509,0.360,-0.948,-0.268,-0.172
1680038482519,2023-03-28T23:21:22.519,0.370,-0.949,-0.269,-0.171
1680038482529,2023-03-28T23:21:22.529,0.380,-0.949,-0.266,-0.172
1680038482539,2023-03-28T23:21:22.539,0.390,-0.946,-0.265,-0.171
1680038482549,2023-03-28T23:21:22.549,0.400,-0.947,-0.266,-0.171
1680038482559,2023-03-28T23:21:22.559,0.410,-0.949,-0.268,-0.174
1680038482569,2023-03-28T23:21:22.569,0.420,-0.950,-0.266,-0.172
1680038482579,2023-03-28T23:21:22.579,0.430,-0.950,-0.263,-0.172
1680038482589,2023-03-28T23:21:22.589,0.440,-0.950,-0.262,-0.174
1680038482599,2023-03-28T23:21:22.599,0.450,-0.950,-0.258,-0.174
1680038482609,2023-03-28T23:21:22.609,0.460,-0.950,-0.258,-0.175
1680038482619,2023-03-28T23:21:22.619,0.470,-0.950,-0.256,-0.176
1680038482629,2023-03-28T23:21:22.629,0.480,-0.949,-0.254,-0.177
1680038482639,2023-03-28T23:21:22.639,0.490,-0.951,-0.254,-0.175
1680038482649,2023-03-28T23:21:22.649,0.500,-0.953,-0.256,-0.175
1680038482659,2023-03-28T23:21:22.659,0.510,-0.951,-0.258,-0.177
1680038482669,2023-03-28T23:21:22.669,0.520,-0.950,-0.259,-0.177
1680038482679,2023-03-28T23:21:22.679,0.530,-0.949,-0.259,-0.175
1680038482689,2023-03-28T23:21:22.689,0.540,-0.949,-0.257,-0.177
1680038482699,2023-03-28T23:21:22.699,0.550,-0.950,-0.259,-0.174
1680038482709,2023-03-28T23:21:22.709,0.560,-0.948,-0.261,-0.172
1680038482719,2023-03-28T23:21:22.719,0.570,-0.949,-0.262,-0.175
1680038482729,2023-03-28T23:21:22.729,0.580,-0.948,-0.265,-0.172
1680038482739,2023-03-28T23:21:22.739,0.590,-0.948,-0.264,-0.171
1680038482749,2023-03-28T23:21:22.749,0.600,-0.948,-0.265,-0.172
1680038482759,2023-03-28T23:21:22.759,0.610,-0.950,-0.264,-0.172
1680038482769,2023-03-28T23:21:22.769,0.620,-0.951,-0.262,-0.173
1680038482779,2023-03-28T23:21:22.779,0.630,-0.950,-0.260,-0.178
1680038482789,2023-03-28T23:21:22.789,0.640,-0.951,-0.260,-0.177
1680038482799,2023-03-28T23:21:22.799,0.650,-0.950,-0.255,-0.172
1680038482809,2023-03-28T23:21:22.809,0.660,-0.950,-0.251,-0.173
1680038482819,2023-03-28T23:21:22.819,0.670,-0.952,-0.251,-0.171
1680038482829,2023-03-28T23:21:22.829,0.680,-0.953,-0.252,-0.171
1680038482839,2023-03-28T23:21:22.839,0.690,-0.955,-0.249,-0.176
1680038482849,2023-03-28T23:21:22.849,0.700,-0.956,-0.250,-0.177
1680038482859,2023-03-28T23:21:22.859,0.710,-0.951,-0.252,-0.176
1680038482869,2023-03-28T23:21:22.869,0.720,-0.950,-0.253,-0.175
1680038482879,2023-03-28T23:21:22.879,0.730,-0.950,-0.254,-0.176
1680038482889,2023-03-28T23:21:22.889,0.740,-0.949,-0.257,-0.174
1680038482899,2023-03-28T23:21:22.899,0.750,-0.950,-0.260,-0.172
1680038482909,2023-03-28T23:21:22.909,0.760,-0.950,-0.262,-0.172
1680038482919,2023-03-28T23:21:22.919,0.770,-0.948,-0.263,-0.176
1680038482929,2023-03-28T23:21:22.929,0.780,-0.949,-0.264,-0.175
1680038482939,2023-03-28T23:21:22.939,0.790,-0.950,-0.261,-0.174
1680038482949,2023-03-28T23:21:22.949,0.800,-0.950,-0.262,-0.172
1680038482959,2023-03-28T23:21:22.959,0.810,-0.950,-0.263,-0.173
1680038482969,2023-03-28T23:21:22.969,0.820,-0.948,-0.261,-0.174
1680038482979,2023-03-28T23:21:22.979,0.830,-0.951,-0.263,-0.174
1680038482989,2023-03-28T23:21:22.989,0.840,-0.949,-0.261,-0.173
1680038482999,2023-03-28T23:21:22.999,0.850,-0.948,-0.257,-0.174
1680038483009,2023-03-28T23:21:23.009,0.860,-0.951,-0.256,-0.174
1680038483019,2023-03-28T23:21:23.019,0.870,-0.952,-0.255,-0.175
1680038483029,2023-03-28T23:21:23.029,0.880,-0.949,-0.256,-0.179
1680038483039,2023-03-28T23:21:23.039,0.890,-0.949,-0.254,-0.176
1680038483049,2023-03-28T23:21:23.049,0.900,-0.952,-0.252,-0.173
1680038483059,2023-03-28T23:21:23.059,0.910,-0.950,-0.251,-0.175
1680038483069,2023-03-28T23:21:23.069,0.920,-0.949,-0.250,-0.174
1680038483079,2023-03-28T23:21:23.079,0.930,-0.952,-0.254,-0.171
1680038483089,2023-03-28T23:21:23.089,0.940,-0.950,-0.254,-0.174
1680038483099,2023-03-28T23:21:23.099,0.950,-0.950,-0.256,-0.174
1680038483109,2023-03-28T23:21:23.109,0.960,-0.952,-0.256,-0.173
1680038483119,2023-03-28T23:21:23.119,0.970,-0.954,-0.254,-0.176
1680038483129,2023-03-28T23:21:23.129,0.980,-0.952,-0.256,-0.173
1680038483139,2023-03-28T23:21:23.139,0.990,-0.950,-0.255,-0.176
1680038483149,2023-03-28T23:21:23.149,1.000,-0.949,-0.254,-0.179
1680038483159,2023-03-28T23:21:23.159,1.010,-0.950,-0.256,-0.177
1680038483169,2023-03-28T23:21:23.169,1.020,-0.949,-0.255,-0.175
1680038483179,2023-03-28T23:21:23.179,1.030,-0.951,-0.255,-0.176
1680038483189,2023-03-28T23:21:23.189,1.040,-0.951,-0.254,-0.177
1680038483199,2023-03-28T23:21:23.199,1.050,-0.952,-0.253,-0.176
1680038483209,2023-03-28T23:21:23.209,1.060,-0.951,-0.251,-0.179
1680038483219,2023-03-28T23:21:23.219,1.070,-0.952,-0.251,-0.176
1680038483229,2023-03-28T23:21:23.229,1.080,-0.952,-0.253,-0.176
1680038483239,2023-03-28T23:21:23.239,1.090,-0.953,-0.253,-0.176
1680038483249,2023-03-28T23:21:23.249,1.100,-0.952,-0.256,-0.176
1680038483259,2023-03-28T23:21:23.259,1.110,-0.950,-0.255,-0.177
1680038483269,2023-03-28T23:21:23.269,1.120,-0.949,-0.256,-0.173
1680038483279,2023-03-28T23:21:23.279,1.130,-0.950,-0.258,-0.174
1680038483289,2023-03-28T23:21:23.289,1.140,-0.948,-0.256,-0.174
1680038483299,2023-03-28T23:21:23.299,1.150,-0.950,-0.257,-0.177
1680038483309,2023-03-28T23:21:23.309,1.160,-0.954,-0.257,-0.179
1680038483319,2023-03-28T23:21:23.319,1.170,-0.951,-0.258,-0.176
1680038483329,2023-03-28T23:21:23.329,1.180,-0.950,-0.258,-0.175
1680038483339,2023-03-28T23:21:23.339,1.190,-0.951,-0.254,-0.175
1680038483349,2023-03-28T23:21:23.349,1.200,-0.951,-0.256,-0.171
1680038483359,2023-03-28T23:21:23.359,1.210,-0.950,-0.256,-0.173
1680038483369,2023-03-28T23:21:23.369,1.220,-0.950,-0.256,-0.176
1680038483379,2023-03-28T23:21:23.379,1.230,-0.950,-0.254,-0.177
1680038483389,2023-03-28T23:21:23.389,1.240,-0.953,-0.253,-0.177
1680038483399,2023-03-28T23:21:23.399,1.250,-0.954,-0.254,-0.177
1680038483409,2023-03-28T23:21:23.409,1.260,-0.952,-0.254,-0.177
1680038483419,2023-03-28T23:21:23.419,1.270,-0.951,-0.256,-0.177
1680038483429,2023-03-28T23:21:23.429,1.280,-0.950,-0.256,-0.174
1680038483439,2023-03-28T23:21:23.439,1.290,-0.951,-0.258,-0.172
1680038483449,2023-03-28T23:21:23.449,1.300,-0.948,-0.258,-0.173
1680038483459,2023-03-28T23:21:23.459,1.310,-0.951,-0.257,-0.174
1680038483469,2023-03-28T23:21:23.469,1.320,-0.950,-0.259,-0.172
1680038483479,2023-03-28T23:21:23.479,1.330,-0.949,-0.260,-0.173
1680038483489,2023-03-28T23:21:23.489,1.340,-0.950,-0.256,-0.176
1680038483499,2023-03-28T23:21:23.499,1.350,-0.951,-0.254,-0.174
1680038483509,2023-03-28T23:21:23.509,1.360,-0.950,-0.256,-0.172
1680038483519,2023-03-28T23:21:23.519,1.370,-0.952,-0.254,-0.175
1680038483529,2023-03-28T23:21:23.529,1.380,-0.953,-0.251,-0.176
1680038483539,2023-03-28T23:21:23.539,1.390,-0.951,-0.251,-0.177
1680038483549,2023-03-28T23:21:23.549,1.400,-0.952,-0.250,-0.178
1680038483559,2023-03-28T23:21:23.559,1.410,-0.951,-0.250,-0.177
1680038483569,2023-03-28T23:21:23.569,1.420,-0.951,-0.250,-0.176
1680038483579,2023-03-28T23:21:23.579,1.430,-0.951,-0.253,-0.176
1680038483589,2023-03-28T23:21:23.589,1.440,-0.951,-0.251,-0.175
1680038483599,2023-03-28T23:21:23.599,1.450,-0.952,-0.252,-0.174
1680038483609,2023-03-28T23:21:23.609,1.460,-0.952,-0.252,-0.173
1680038483619,2023-03-28T23:21:23.619,1.470,-0.953,-0.256,-0.173
1680038483629,2023-03-28T23:21:23.629,1.480,-0.951,-0.255,-0.174
1680038483639,2023-03-28T23:21:23.639,1.490,-0.951,-0.256,-0.175
1680038483649,2023-03-28T23:21:23.649,1.500,-0.949,-0.258,-0.173
1680038483659,2023-03-28T23:21:23.659,1.510,-0.947,-0.257,-0.175
1680038483669,2023-03-28T23:21:23.669,1.520,-0.947,-0.256,-0.176
1680038483679,2023-03-28T23:21:23.679,1.530,-0.949,-0.260,-0.175
1680038483689,2023-03-28T23:21:23.689,1.540,-0.954,-0.264,-0.173
1680038483699,2023-03-28T23:21:23.699,1.550,-0.950,-0.263,-0.175
1680038483709,2023-03-28T23:21:23.709,1.560,-0.950,-0.262,-0.175
1680038483719,2023-03-28T23:21:23.719,1.570,-0.949,-0.262,-0.177
1680038483729,2023-03-28T23:21:23.729,1.580,-0.948,-0.259,-0.177
1680038483739,2023-03-28T23:21:23.739,1.590,-0.949,-0.256,-0.177
1680038483749,2023-03-28T23:21:23.749,1.600,-0.949,-0.252,-0.179
1680038483759,2023-03-28T23:21:23.759,1.610,-0.949,-0.250,-0.178
1680038483769,2023-03-28T23:21:23.769,1.620,-0.947,-0.256,-0.178
1680038483779,2023-03-28T23:21:23.779,1.630,-0.947,-0.263,-0.179
1680038483789,2023-03-28T23:21:23.789,1.640,-0.951,-0.260,-0.179
1680038483799,2023-03-28T23:21:23.799,1.650,-0.949,-0.259,-0.180
1680038483809,2023-03-28T23:21:23.809,1.660,-0.948,-0.260,-0.179
1680038483819,2023-03-28T23:21:23.819,1.670,-0.949,-0.261,-0.179
1680038483829,2023-03-28T23:21:23.829,1.680,-0.947,-0.264,-0.181
1680038483839,2023-03-28T23:21:23.839,1.690,-0.947,-0.264,-0.184
1680038483849,2023-03-28T23:21:23.849,1.700,-0.945,-0.258,-0.178
1680038483859,2023-03-28T23:21:23.859,1.710,-0.946,-0.259,-0.174
1680038483869,2023-03-28T23:21:23.869,1.720,-0.949,-0.256,-0.178
1680038483879,2023-03-28T23:21:23.879,1.730,-0.950,-0.254,-0.179
1680038483889,2023-03-28T23:21:23.889,1.740,-0.950,-0.256,-0.182
1680038483899,2023-03-28T23:21:23.899,1.750,-0.951,-0.259,-0.181
1680038483909,2023-03-28T23:21:23.909,1.760,-0.951,-0.253,-0.180
1680038483919,2023-03-28T23:21:23.919,1.770,-0.950,-0.253,-0.182
1680038483929,2023-03-28T23:21:23.929,1.780,-0.949,-0.254,-0.182
1680038483939,2023-03-28T23:21:23.939,1.790,-0.951,-0.255,-0.181
1680038483949,2023-03-28T23:21:23.949,1.800,-0.949,-0.259,-0.182
1680038483959,2023-03-28T23:21:23.959,1.810,-0.947,-0.258,-0.185
1680038483969,2023-03-28T23:21:23.969,1.820,-0.947,-0.256,-0.182
1680038483979,2023-03-28T23:21:23.979,1.830,-0.947,-0.261,-0.177
1680038483989,2023-03-28T23:21:23.989,1.840,-0.949,-0.257,-0.178
1680038483999,2023-03-28T23:21:23.999,1.850,-0.950,-0.252,-0.181
1680038484009,2023-03-28T23:21:24.009,1.860,-0.951,-0.248,-0.182
1680038484019,2023-03-28T23:21:24.019,1.870,-0.949,-0.250,-0.182
1680038484029,2023-03-28T23:21:24.029,1.880,-0.951,-0.255,-0.181
1680038484039,2023-03-28T23:21:24.039,1.890,-0.947,-0.257,-0.183
1680038484049,2023-03-28T23:21:24.049,1.900,-0.947,-0.259,-0.187
1680038484059,2023-03-28T23:21:24.059,1.910,-0.946,-0.263,-0.191
1680038484069,2023-03-28T23:21:24.069,1.920,-0.945,-0.263,-0.188
1680038484079,2023-03-28T23:21:24.079,1.930,-0.946,-0.266,-0.185
1680038484089,2023-03-28T23:21:24.089,1.940,-0.946,-0.266,-0.185
1680038484099,2023-03-28T23:21:24.099,1.950,-0.947,-0.265,-0.187
1680038484109,2023-03-28T23:21:24.109,1.960,-0.946,-0.268,-0.187
1680038484119,2023-03-28T23:21:24.119,1.970,-0.944,-0.272,-0.187
1680038484129,2023-03-28T23:21:24.129,1.980,-0.944,-0.274,-0.185
1680038484139,2023-03-28T23:21:24.139,1.990,-0.946,-0.273,-0.186
1680038484149,2023-03-28T23:21:24.149,2.000,-0.944,-0.271,-0.183
1680038484159,2023-03-28T23:21:24.159,2.010,-0.943,-0.272,-0.186
1680038484169,2023-03-28T23:21:24.169,2.020,-0.942,-0.272,-0.189
1680038484179,2023-03-28T23:21:24.179,2.030,-0.944,-0.275,-0.189
1680038484189,2023-03-28T23:21:24.189,2.040,-0.944,-0.276,-0.189
1680038484199,2023-03-28T23:21:24.199,2.050,-0.943,-0.276,-0.189
1680038484209,2023-03-28T23:21:24.209,2.060,-0.943,-0.273,-0.188
1680038484219,2023-03-28T23:21:24.219,2.070,-0.944,-0.272,-0.189
1680038484229,2023-03-28T23:21:24.229,2.080,-0.945,-0.271,-0.191
1680038484239,2023-03-28T23:21:24.239,2.090,-0.943,-0.271,-0.192
1680038484249,2023-03-28T23:21:24.249,2.100,-0.945,-0.271,-0.192
1680038484259,2023-03-28T23:21:24.259,2.110,-0.943,-0.270,-0.191
1680038484269,2023-03-28T23:21:24.269,2.120,-0.944,-0.273,-0.193
1680038484279,2023-03-28T23:21:24.279,2.130,-0.943,-0.276,-0.193
1680038484289,2023-03-28T23:21:24.289,2.140,-0.943,-0.274,-0.190
1680038484299,2023-03-28T23:21:24.299,2.150,-0.943,-0.272,-0.188
1680038484309,2023-03-28T23:21:24.309,2.160,-0.942,-0.273,-0.187
1680038484319,2023-03-28T23:21:24.319,2.170,-0.942,-0.273,-0.187
1680038484329,2023-03-28T23:21:24.329,2.180,-0.942,-0.275,-0.188
1680038484339,2023-03-28T23:21:24.339,2.190,-0.943,-0.278,-0.187
1680038484349,2023-03-28T23:21:24.349,2.200,-0.940,-0.280,-0.188
1680038484359,2023-03-28T23:21:24.359,2.210,-0.939,-0.280,-0.186
1680038484369,2023-03-28T23:21:24.369,2.220,-0.939,-0.278,-0.187
1680038484379,2023-03-28T23:21:24.379,2.230,-0.941,-0.276,-0.189
1680038484389,2023-03-28T23:21:24.389,2.240,-0.942,-0.277,-0.189
1680038484399,2023-03-28T23:21:24.399,2.250,-0.942,-0.278,-0.190
1680038484409,2023-03-28T23:21:24.409,2.260,-0.943,-0.280,-0.190
1680038484419,2023-03-28T23:21:24.419,2.270,-0.943,-0.275,-0.192
1680038484429,2023-03-28T23:21:24.429,2.280,-0.942,-0.278,-0.193
1680038484439,2023-03-28T23:21:24.439,2.290,-0.943,-0.276,-0.192
1680038484449,2023-03-28T23:21:24.449,2.300,-0.942,-0.272,-0.191
1680038484459,2023-03-28T23:21:24.459,2.310,-0.944,-0.270,-0.191
1680038484469,2023-03-28T23:21:24.469,2.320,-0.942,-0.269,-0.188
1680038484479,2023-03-28T23:21:24.479,2.330,-0.942,-0.269,-0.189
1680038484489,2023-03-28T23:21:24.489,2.340,-0.942,-0.271,-0.191
1680038484499,2023-03-28T23:21:24.499,2.350,-0.942,-0.273,-0.190
1680038484509,2023-03-28T23:21:24.509,2.360,-0.944,-0.275,-0.188
1680038484519,2023-03-28T23:21:24.519,2.370,-0.942,-0.279,-0.186
1680038484529,2023-03-28T23:21:24.529,2.380,-0.941,-0.281,-0.184
1680038484539,2023-03-28T23:21:24.539,2.390,-0.941,-0.281,-0.186
1680038484549,2023-03-28T23:21:24.549,2.400,-0.939,-0.281,-0.189
1680038484559,2023-03-28T23:21:24.559,2.410,-0.940,-0.282,-0.188
1680038484569,2023-03-28T23:21:24.569,2.420,-0.942,-0.283,-0.191
1680038484579,2023-03-28T23:21:24.579,2.430,-0.941,-0.280,-0.192
1680038484589,2023-03-28T23:21:24.589,2.440,-0.940,-0.282,-0.196
1680038484599,2023-03-28T23:21:24.599,2.450,-0.939,-0.280,-0.198
1680038484609,2023-03-28T23:21:24.609,2.460,-0.938,-0.281,-0.199
1680038484619,2023-03-28T23:21:24.619,2.470,-0.937,-0.284,-0.196
1680038484629,2023-03-28T23:21:24.629,2.480,-0.940,-0.287,-0.197
1680038484639,2023-03-28T23:21:24.639,2.490,-0.940,-0.285,-0.193
1680038484649,2023-03-28T23:21:24.649,2.500,-0.941,-0.282,-0.190
1680038484659,2023-03-28T23:21:24.659,2.510,-0.945,-0.283,-0.185
1680038484669,2023-03-28T23:21:24.669,2.520,-0.940,-0.283,-0.189
1680038484679,2023-03-28T23:21:24.679,2.530,-0.943,-0.274,-0.188
1680038484689,2023-03-28T23:21:24.689,2.540,-0.941,-0.274,-0.181
1680038484699,2023-03-28T23:21:24.699,2.550,-0.943,-0.275,-0.180
1680038484709,2023-03-28T23:21:24.709,2.560,-0.944,-0.272,-0.184
1680038484719,2023-03-28T23:21:24.719,2.570,-0.948,-0.270,-0.186
1680038484729,2023-03-28T23:21:24.729,2.580,-0.948,-0.268,-0.187
1680038484739,2023-03-28T23:21:24.739,2.590,-0.946,-0.269,-0.186
1680038484749,2023-03-28T23:21:24.749,2.600,-0.944,-0.270,-0.188
1680038484759,2023-03-28T23:21:24.759,2.610,-0.945,-0.271,-0.189
1680038484769,2023-03-28T23:21:24.769,2.620,-0.943,-0.272,-0.191
1680038484779,2023-03-28T23:21:24.779,2.630,-0.943,-0.275,-0.189
1680038484789,2023-03-28T23:21:24.789,2.640,-0.944,-0.277,-0.188
1680038484799,2023-03-28T23:21:24.799,2.650,-0.942,-0.279,-0.188
1680038484809,2023-03-28T23:21:24.809,2.660,-0.944,-0.281,-0.187
1680038484819,2023-03-28T23:21:24.819,2.670,-0.942,-0.282,-0.186
1680038484829,2023-03-28T23:21:24.829,2.680,-0.940,-0.279,-0.183
1680038484839,2023-03-28T23:21:24.839,2.690,-0.941,-0.276,-0.184
1680038484849,2023-03-28T23:21:24.849,2.700,-0.939,-0.274,-0.184
1680038484859,2023-03-28T23:21:24.859,2.710,-0.941,-0.272,-0.184
1680038484869,2023-03-28T23:21:24.869,2.720,-0.941,-0.272,-0.187
1680038484879,2023-03-28T23:21:24.879,2.730,-0.942,-0.275,-0.187
1680038484889,2023-03-28T23:21:24.889,2.740,-0.944,-0.280,-0.188
1680038484899,2023-03-28T23:21:24.899,2.750,-0.941,-0.281,-0.190
1680038484909,2023-03-28T23:21:24.909,2.760,-0.939,-0.284,-0.188
1680038484919,2023-03-28T23:21:24.919,2.770,-0.939,-0.287,-0.184
1680038484929,2023-03-28T23:21:24.929,2.780,-0.938,-0.286,-0.185
1680038484939,2023-03-28T23:21:24.939,2.790,-0.940,-0.286,-0.185
1680038484949,2023-03-28T23:21:24.949,2.800,-0.941,-0.283,-0.185
1680038484959,2023-03-28T23:21:24.959,2.810,-0.940,-0.278,-0.185
1680038484969,2023-03-28T23:21:24.969,2.820,-0.942,-0.276,-0.185
1680038484979,2023-03-28T23:21:24.979,2.830,-0.942,-0.276,-0.186
1680038484989,2023-03-28T23:21:24.989,2.840,-0.943,-0.274,-0.182
1680038484999,2023-03-28T23:21:24.999,2.850,-0.944,-0.275,-0.181
1680038485009,2023-03-28T23:21:25.009,2.860,-0.944,-0.271,-0.182
1680038485019,2023-03-28T23:21:25.019,2.870,-0.942,-0.271,-0.181
1680038485029,2023-03-28T23:21:25.029,2.880,-0.942,-0.273,-0.183
1680038485039,2023-03-28T23:21:25.039,2.890,-0.946,-0.272,-0.181
1680038485049,2023-03-28T23:21:25.049,2.900,-0.947,-0.271,-0.179
1680038485059,2023-03-28T23:21:25.059,2.910,-0.946,-0.271,-0.182
1680038485069,2023-03-28T23:21:25.069,2.920,-0.943,-0.273,-0.185
1680038485079,2023-03-28T23:21:25.079,2.930,-0.944,-0.274,-0.182
1680038485089,2023-03-28T23:21:25.089,2.940,-0.943,-0.275,-0.182
1680038485099,2023-03-28T23:21:25.099,2.950,-0.944,-0.276,-0.183
1680038485109,2023-03-28T23:21:25.109,2.960,-0.943,-0.277,-0.182
1680038485119,2023-03-28T23:21:25.119,2.970,-0.942,-0.277,-0.180
1680038485129,2023-03-28T23:21:25.129,2.980,-0.947,-0.277,-0.178
1680038485139,2023-03-28T23:21:25.139,2.990,-0.952,-0.276,-0.176
1680038485149,2023-03-28T23:21:25.149,3.000,-0.949,-0.273,-0.180
1680038485159,2023-03-28T23:21:25.159,3.010,-0.945,-0.268,-0.181
1680038485169,2023-03-28T23:21:25.169,3.020,-0.945,-0.265,-0.181
1680038485179,2023-03-28T23:21:25.179,3.030,-0.947,-0.266,-0.181
1680038485189,2023-03-28T23:21:25.189,3.040,-0.946,-0.262,-0.184
1680038485199,2023-03-28T23:21:25.199,3.050,-0.945,-0.267,-0.185
1680038485209,2023-03-28T23:21:25.209,3.060,-0.944,-0.270,-0.186
1680038485219,2023-03-28T23:21:25.219,3.070,-0.943,-0.274,-0.185
1680038485229,2023-03-28T23:21:25.229,3.080,-0.941,-0.278,-0.184
1680038485239,2023-03-28T23:21:25.239,3.090,-0.942,-0.279,-0.182
1680038485249,2023-03-28T23:21:25.249,3.100,-0.943,-0.283,-0.181
1680038485259,2023-03-28T23:21:25.259,3.110,-0.945,-0.281,-0.181
1680038485269,2023-03-28T23:21:25.269,3.120,-0.948,-0.277,-0.180
1680038485279,2023-03-28T23:21:25.279,3.130,-0.947,-0.274,-0.178
1680038485289,2023-03-28T23:21:25.289,3.140,-0.945,-0.271,-0.177
1680038485299,2023-03-28T23:21:25.299,3.150,-0.942,-0.267,-0.176
1680038485309,2023-03-28T23:21:25.309,3.160,-0.944,-0.270,-0.176
1680038485319,2023-03-28T23:21:25.319,3.170,-0.946,-0.271,-0.176
1680038485329,2023-03-28T23:21:25.329,3.180,-0.945,-0.273,-0.176
1680038485339,2023-03-28T23:21:25.339,3.190,-0.947,-0.274,-0.179
1680038485349,2023-03-28T23:21:25.349,3.200,-0.944,-0.274,-0.182
1680038485359,2023-03-28T23:21:25.359,3.210,-0.946,-0.274,-0.183
1680038485369,2023-03-28T23:21:25.369,3.220,-0.944,-0.275,-0.180
1680038485379,2023-03-28T23:21:25.379,3.230,-0.944,-0.276,-0.180
1680038485389,2023-03-28T23:21:25.389,3.240,-0.940,-0.276,-0.177
1680038485399,2023-03-28T23:21:25.399,3.250,-0.942,-0.279,-0.177
1680038485409,2023-03-28T23:21:25.409,3.260,-0.942,-0.280,-0.175
1680038485419,2023-03-28T23:21:25.419,3.270,-0.943,-0.280,-0.173
1680038485429,2023-03-28T23:21:25.429,3.280,-0.944,-0.283,-0.172
1680038485439,2023-03-28T23:21:25.439,3.290,-0.947,-0.282,-0.172
1680038485449,2023-03-28T23:21:25.449,3.300,-0.946,-0.283,-0.174
1680038485459,2023-03-28T23:21:25.459,3.310,-0.946,-0.285,-0.174
1680038485469,2023-03-28T23:21:25.469,3.320,-0.947,-0.286,-0.173
1680038485479,2023-03-28T23:21:25.479,3.330,-0.945,-0.282,-0.175
1680038485489,2023-03-28T23:21:25.489,3.340,-0.943,-0.279,-0.173
1680038485499,2023-03-28T23:21:25.499,3.350,-0.941,-0.279,-0.171
1680038485509,2023-03-28T23:21:25.509,3.360,-0.943,-0.279,-0.173
1680038485519,2023-03-28T23:21:25.519,3.370,-0.943,-0.274,-0.173
1680038485529,2023-03-28T23:21:25.529,3.380,-0.944,-0.275,-0.171
1680038485539,2023-03-28T23:21:25.539,3.390,-0.947,-0.271,-0.173
1680038485549,2023-03-28T23:21:25.549,3.400,-0.946,-0.268,-0.177
1680038485559,2023-03-28T23:21:25.559,3.410,-0.947,-0.269,-0.176
1680038485569,2023-03-28T23:21:25.569,3.420,-0.949,-0.269,-0.175
1680038485579,2023-03-28T23:21:25.579,3.430,-0.947,-0.271,-0.172
1680038485589,2023-03-28T23:21:25.589,3.440,-0.947,-0.277,-0.174
1680038485599,2023-03-28T23:21:25.599,3.450,-0.944,-0.282,-0.174
1680038485609,2023-03-28T23:21:25.609,3.460,-0.941,-0.286,-0.175
1680038485619,2023-03-28T23:21:25.619,3.470,-0.938,-0.289,-0.176
